"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-09-30,2266,"Florence","SC","Florence",422,116200,0.00258843830888697,0.00780572419774501,0,0.0151202081829229,0.00837679325907015,"2016-12","2016-Q4",117800,-0.0135823429541596,"2016-09"
2017-09-30,1930,"Midland","TX","Midland",423,196300,0.00306591722023505,0.00977366255144033,0.0337019483938915,0.0500084469403559,0.0378394227533492,"2017-09","2017-Q3",196300,0,"2017-09"
2017-09-30,2923,"Dorchester","SC","Charleston",424,188800,0.00478978179882916,0.016693591814755,0.0541596873255165,0.0500422241099376,0.0109612353826964,"2017-09","2017-Q3",188800,0,"2017-09"
2017-09-30,255,"Napa","CA","Napa",425,600300,0.00569609649857598,0.0094165125273247,0.0585434667607124,0.110592220963697,0.00349798390725975,"2006-02","2006-Q1",621600,-0.0342664092664093,"2005-07"
2017-09-30,1575,"Calhoun","MI","Battle Creek",426,104000,0.00483091787439614,0.0166177908113392,0.0958904109589041,0.0650213468466314,0.00106389116126482,"2005-12","2005-Q4",109200,-0.0476190476190476,"2004-07"
2017-09-30,2572,"Tazewell","IL","Peoria",427,119100,0.00252525252525253,0.00932203389830509,-0.00997506234413965,0.00598333307919652,-0.0000839243051579119,"2016-07","2016-Q3",121000,-0.015702479338843,"2016-01"
2017-09-30,2351,"Humboldt","CA","Eureka",428,292100,0.00137127185464518,0.0110764970578055,0.060639070442992,0.0533048236307736,-0.0103417426822139,"2007-11","2007-Q4",324700,-0.100400369571913,"2005-07"
2017-09-30,2207,"Coconino","AZ","Flagstaff",429,334100,0.00481203007518797,0.0151929504709815,0.0728965960179833,0.0730888358806654,-0.000626390896439677,"2007-01","2007-Q1",352900,-0.0532728818362142,"2006-03"
2017-09-30,2401,"Marathon","WI","Wausau",430,136500,-0.00871459694989107,-0.040084388185654,0.0148698884758364,0.0314866893006689,0.00851766930723397,"2017-06","2017-Q2",142200,-0.040084388185654,"2017-03"
2017-09-30,1289,"Orange","NC","Durham",431,272100,-0.00146788990825688,0.00294876520457059,0.0349942944085204,0.0330244050918505,0.00866835540942357,"2017-08","2017-Q3",272500,-0.00146788990825688,"2017-07"
2017-09-30,1854,"Lebanon","PA","Lebanon",432,165500,0.00181598062953995,0.0109957238851558,0.0602178090967329,0.0137192689237504,0.00220165350094326,"2017-09","2017-Q3",165500,0,"2017-09"
2017-09-30,1671,"Douglas","GA","Atlanta",433,143700,0.0112596762843068,0.0286327845382963,0.0853474320241692,0.102548332096706,-0.00368214707782377,"2006-10","2006-Q4",152900,-0.0601700457815566,"2005-10"
2017-09-30,3077,"Washington","WI","Milwaukee",434,233800,0.000427899015832264,-0.000854700854700855,0.0603174603174603,0.0466937399145768,0.00683704713370781,"2003-07","2003-Q3",262300,-0.108654212733511,
2017-09-30,1901,"Madison","IN","Indianapolis",435,80700,0.00373134328358209,0.0241116751269036,0.0803212851405622,0.0259425383228427,-0.00123078462156201,"2005-03","2005-Q1",96800,-0.166322314049587,"2001-12"
2017-09-30,1992,"Rapides","LA","Alexandria",436,151300,-0.00525969756738988,0.0053156146179402,0.0617543859649123,0.11447736185888,0.0549709978054098,"2017-08","2017-Q3",152100,-0.00525969756738988,"2017-07"
2017-09-30,2524,"Sandoval","NM","Albuquerque",437,174100,0,0.00403690888119954,0.0475330926594464,0.0197256138748338,-0.0170649454027555,"2007-04","2007-Q2",209000,-0.166985645933014,
2017-09-30,1634,"Cochise","AZ","Sierra Vista",438,137200,0,0.00439238653001464,0.0481283422459893,-0.00601246001862776,-0.0226356333721517,"2006-12","2006-Q4",174300,-0.21285140562249,"2005-02"
2017-09-30,2628,"Berkshire","MA","Pittsfield",439,204700,0.00293973542381186,0.0113636363636364,0.0276104417670683,0.0143760559676733,-0.00668450978819957,"2007-12","2007-Q4",221300,-0.0750112968820606,"2005-09"
2017-09-30,2890,"Black Hawk","IA","Waterloo",440,115400,0.00347826086956522,0.0167400881057269,0.0322003577817531,0.0122206587239162,0.0110404399611874,"2016-05","2016-Q2",118400,-0.0253378378378378,"2015-11"
2017-09-30,1819,"Johnson","IA","Iowa City",441,198600,0.000503778337531486,0.00303030303030303,-0.029799706888129,0.0257414058687588,0.016270347346681,"2016-10","2016-Q4",205500,-0.0335766423357664,"2016-06"
2017-09-30,2519,"San Juan","NM","Farmington",442,157300,0.00127307447485678,0.00639795265515035,0.00962772785622593,-0.00352254322410051,-0.0242654906401235,"2007-04","2007-Q2",203300,-0.226266601082145,
2017-09-30,711,"Scott","MN","Minneapolis-St Paul",443,298800,0.00843739453256834,0.0357019064124783,0.0771449170872386,0.0666567041742001,0.00985067199935274,"2017-09","2017-Q3",298800,0,"2017-09"
2017-09-30,2556,"Stafford","VA","Washington",444,318000,0.000944287063267233,0.00125944584382872,0.0234953331187641,0.0366682792159274,-0.00843188732538602,"2006-04","2006-Q2",397500,-0.2,"2004-11"
2017-09-30,2729,"Hunterdon","NJ","New York",445,369300,0.00571895424836601,0.027260083449235,0.0318524727577536,0.021154398959176,-0.015445297655432,"2006-07","2006-Q3",447000,-0.173825503355705,"2004-03"
2017-09-30,2958,"Livingston","LA","Baton Rouge",446,174800,0.00286861732644865,0.000572409845449342,0.104232469993683,0.0445066793424218,,"2017-04","2017-Q2",176400,-0.0090702947845805,"2017-02"
2017-09-30,960,"Coweta","GA","Atlanta",447,182100,0.00496688741721854,0.0111049416990561,0.0562645011600928,0.0676011770688623,0.0157205735839872,"2017-09","2017-Q3",182100,0,"2017-09"
2017-09-30,387,"Blair","PA","Altoona",448,118500,0.0119555935098207,0.025974025974026,0.116870876531574,0.0402101856048549,0.0240876939095009,"2017-09","2017-Q3",118500,0,"2017-09"
2017-09-30,3071,"Washington","RI","Providence",449,350800,0.00920598388952819,0.0242335766423358,0.0639975735517137,0.0361702708745972,-0.00135810125882785,"2006-06","2006-Q2",378500,-0.0731836195508587,"2004-12"
2017-09-30,2844,"Sebastian","AR","Fort Smith",450,114500,0,0.0150709219858156,0.080188679245283,0.0266309545132222,0.00456678944423894,"2017-09","2017-Q3",114500,0,"2017-09"
2017-09-30,335,"Wood","OH","Toledo",451,138100,-0.00144613159797542,-0.00144613159797542,0.0375657400450789,0.0296998440845957,0.0079391179343673,"2017-04","2017-Q2",138700,-0.00432588320115357,"2017-03"
2017-09-30,1500,"Wright","MN","Minneapolis-St Paul",452,231200,0.0189510797708242,0.0683918669131238,0.12015503875969,0.0700550586846291,0.00379786347117173,"2006-08","2006-Q3",232900,-0.0072992700729927,"2006-02"
2017-09-30,2506,"Richland","OH","Mansfield",453,97700,0.0145379023883697,0.0360551431601273,0.0916201117318436,0.0482272671997739,-0.00439542831724848,"2005-11","2005-Q4",105900,-0.0774315391879131,"2004-08"
2017-09-30,2221,"Comanche","OK","Lawton",454,71900,-0.0069060773480663,-0.0309973045822102,-0.0829081632653061,-0.0223428022498966,-0.009372956197363,"2010-11","2010-Q4",84800,-0.152122641509434,"2005-09"
2017-09-30,2213,"Columbia","GA","Augusta",455,174200,0.00287852619458837,0.0069364161849711,0.0277286135693215,0.0338349884654134,0.00351118149451213,"2017-09","2017-Q3",174200,0,"2017-09"
2017-09-30,2851,"Strafford","NH","Boston",456,224200,0.00448028673835125,0.0108205590622182,0.0555555555555556,0.0480581379586864,-0.00176682999394073,"2005-11","2005-Q4",239400,-0.0634920634920635,"2005-01"
2017-09-30,884,"Blount","TN","Knoxville",457,156500,0.00902643455834945,0.0262295081967213,0.0875608061153579,0.0459739433064732,0.0177121551266148,"2017-09","2017-Q3",156500,0,"2017-09"
