"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319250,320000,319000,309000,324900,325000,325000,325000,325000,327000,321900,320000,319700,329000,339000,330000,365000,376000,365000,360000,367750,375000,383000,388000,380000,399000,396500,389000,399000,399000,410000,420000,420000,418000,410000,429000,430000,438900,425000,425250,435000,445000,439000,435000,439250,449000
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164900,185000,189900,185450,179900,163900,175000,163500,162750,156135,149900,163000,171400,171400,160000,155450,172400,165900,164900
"Harris","TX","Houston","48","201",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76950,79999,81950,80000,80000,79950,79900,85400,89000,96500,97500,97900,97450,95000,95000,102000,107950,107350,115450,115000,112000,112000,120000,109900,120000,129500,127000,127500,136000,138900,139900,129250,139500,139250,145000,152000,144950,149000,140000,147500,144900,149975,165000,164994.5,159900,165000,169000,161250,165000,169000,168000,167500,168995,167500,159950,160000,155260,149945,149900
"San Diego","CA","San Diego","06","073",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,249000,240000,249000,255000,255000,269000,265000,259949.5,259000,257000,264950,253200,249900,245000,249000,259000,265000,275000,289000,287000,285000,292900,299000,299949.5,299949.5,314900,316944,320000,322900,319000,325000,325000,317750,316500,316500,324500,329900,329000,329000,327000,329450,337292,329950,329000,339000
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259950,251250,255000,270000,269900,271900,270000,279000,267500,258500,245000,260000,279000,279000,279000,285000,295000,290000,290000,289450,279000,269999.5,275000,279997,294900,295000,299000,3e+05,319000,320000,314900,312000,309900,309900,309950,311250,320000,315000,325000,328000,326900,329450,319900,324900
"Kings","NY","New York","36","047",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000,549000,519000,542499.5,550000,589000,597000,615000,625000,699000,699000,669500,675000,659500,630000,625000,575000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240000,245000,239000,240000,239900,244125,245000,249500,249000,250000,252500,255000,275000,279900,275000,279400.5,275000,269900,259900,255000,260000,266750,274900,274000,295000,295000,297000,295000,289900,298900,299000,297000,299000,295000,295000,295750,297950,295000,295000,295000,293000,290000,290000,290000,290000,289900,290000
"Dallas","TX","Dallas-Fort Worth","48","113",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117250,118250,115900,119900,114900,119000,119900,124900,122000,119000,120000,119900,119500,117200,122700,127450,123650,127450,129900,130000,131750,130000,138000,137900,129400,129900,145000,145000,149000,149000,155000,159000,162900,165000,169900,169900,171900,169983.5,174900,174900,174900,183700,195000,185000,180000,184000,185000,174950
"Queens","NY","New York","36","081",9,195000,195000,199000,199000,205000,199999,199999,199500,199000,199000,199000,196000,196000,195000,199000,189000,189000,189000,189000,189000,189000,189000,185000,182500,185000,181000,180000,182250,180000,180000,179000,179000,177500,179000,179000,178888,175000,174500,174688,175000,179000,175000,175000,178000,179000,179000,179000,179000,179000,179000,189000,189000,189000,189999,189000,192000,195000,192888,189900,189900,199000,199000,199000,194888,199000,215000,209000,218000,222444,228400,229000,235000,245000,255000,248500,249888,250000,250000,259900,265000,269000,278000,285000,290000,298000,299000,299000,299000,310000,325000,3e+05,309000,299000
"Riverside","CA","Riverside","06","065",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000,136000,137500,145475,142425,135000,135950,139000,134250,135000,134900,139900,145000,142000,144900,145000,147899.5,149000,145000,149000,145450,149900,148000,145000,145000,149500,151000,149000,145000,149950,149900,149388.5,144000,148000,148000,139900,139000,139000,139000,139000,145000,145000,144000,152000
