"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Thomas","GA","Thomasville","13","275",940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154900,154900,149687.5,149900,135650,141950,149900,152400,149900,148450,145000,145000,148000,146500,149500,150000,154900,154500,159945,162500,155000,157000,155000,159000,160000,159450,164750,160000,174450,169000,169700,165900,159900,158950,158950,159900,159000,153000,154900,149900,159900,162700,160950,161900,164900,164900,164900,169900,170950,169900,169900,183400,185700,182450,199000,185000,177500,179900,194900
"Windham","VT",,"50","025",941,239000,239000,231950,234000,237000,229900,229500,229950,232200,229500,229250,225000,225000,225000,225000,225000,229000,239000,239000,239000,239000,239000,249000,249950,249000,249700,249900,249000,243700,242450,244000,239000,245000,249000,249000,255000,250000,249000,249000,239000,239000,239500,239000,235000,229000,233950,225750,229000,233950,239000,237000,235000,239000,235000,225000,219000,224950,219000,224600,217000,219000,219000,219000,211250,218500,218900,220000,220000,220000,224000,219000,225000,224000,225000,222000,225900,225000,229000,229000,229000,235000,239000,229000,229000,235000,239000,239000,239000,229500,219000,219000,219000,219000
"Beltrami","MN","Bemidji","27","007",942,149941,149900,149900,149900,159000,164900,167900,170777,169900,165000,162450,155500,148450,146000,149000,145950,151200,159000,152100,158500,159900,169900,161900,153450,164450,159900,159825,162900,163900,164900,164450,159900,159900,159000,152400,149900,149900,149900,151430,159900,164900,164900,164900,159900,157900,156400,131950,139900,144900,156950,144900,149000,157900,164900,162200,159900,157400,154900,162250,159900,159900,162550,168500,179450,174900,178750,172944,169900,169900,162500,165900,159900,165000,167000,179900,182200,179900,180000,181000,185900,185450,184800,184900,184800,187450,198200,194950,195000,189900,195000,199900,189900,189900
"Shelby","IN","Indianapolis","18","145",943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94000,94500,99900,99900,99900,116500,110000,109900,111450,119900,119900,123950,118950,121450,118000,119900,122950,116900,115950,112500,114950,119900,116900,118500,119900,120900,126000,120450,119950,119900,114900,114900,110000,114000,114900,114900,113625,117500,116900,115000,114900,114900,114700,109000,104900,109900,110000,116500,124900,129900,129900,124200,120000,120000,117250,118125,114200,119900,128000,134950,134950,130000,134900,129450
"Douglas","WI","Duluth","55","031",944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204900,197950,197950,199450,208900,209400,203200,189900,189450,189900,217000,216999,202450,215000,215000,234900,237400,229000,227000,227000,219000,227000,229000,229000,207500,198900,189900,185000
"Camden","MO",,"29","029",945,199900,199900,2e+05,207000,210000,209900,209000,210000,212500,210000,209900,215000,209900,199900,205900,205900,205900,199000,199500,199900,199500,199500,199000,199900,199900,199000,199000,199900,2e+05,199000,199900,199500,199000,195000,194850,189900,193500,194900,194500,195000,198330,196900,196900,197500,198115,199900,199900,199900,199900,199000,198000,199750,199031,195000,189900,189900,189000,189900,189900,190000,194900,191500,195000,199000,199900,199900,199900,199900,199000,199900,199900,199500,199900,199900,199900,199900,199900,199575,199000,199250,199900,199900,199000,198900,198950,199000,199900,199900,199950,199900,199900,199900,199900
"Nye","NV","Pahrump","32","023",946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166250,169000,169000,167500,159000,169900,165250,165750,168000,167950,175000,175000,170000,170000,174900,170000,175000,188900,183900,173495,185000,184950
"Hancock","MS","Gulfport","28","045",947,158500,160000,162000,163111,162000,155500,151750,149900,149900,148000,149000,147000,149000,144750,146000,149700,154900,152000,159000,149900,149000,149000,149000,148200,139000,134900,139250,137500,142500,145000,148900,149700,145000,149000,149000,149600,149000,149900,149900,149900,150000,149900,149900,149500,149950,149900,149900,149900,154000,149900,154000,154900,154950,155000,158250,158000,150000,155000,150000,149500,149900,150000,154900,159000,159000,159000,150000,157500,157500,151855.5,159500,157000,162000,164700,165000,168000,167000,168500,169900,170995,169900,169990,169900,169500,169900,167749.5,164900,165000,169500,169900,174950,174900,175000
"Sweetwater","WY","Rock Springs","56","037",948,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,228900,235000,234450,217500,215000,210000,209900,215000,216000,216000,220950,216000,225000,225000,215000,214200,214900,219000,218500,216950,215500,209200,216400,235000,235000,238750,239900,239900,247250,247450,239900,228000,257500,254900,249450,248000,241750,236000,231900,239000,254000,254000,254000,254000,236450,239900,229900,229900,234900,213900,231450,235500,236000,228450,234500,237000,239999,246900,237450,239450,246250,254000,255900,250000,255000,255500
"Crawford","OH","Bucyrus","39","033",949,69900,74900,76500,78500,79700,77700,74400,79000,79300,79000,79000,69900,69900,69900,69900,69900,69900,69900,65450,65450,69000,64900,59900,59900,62695,59900,58000,62500,65700,63000,67700,70000,67900,68000,69900,69900,69900,72000,69900,70000,74950,75450,74900,69900,73500,72000,69900,72000,72000,74000,79900,74500,74998,79900,71500,74900,70750,70000,71900,74900,69900,75950,77000,78450,78450,79450,79900,79000,74900,73000,70000,73000,69900,69900,69950,74000,79000,77900,76900,76900,69900,68700,69900,75000,77200,72750,72900,74500,79900,79900,79200,74950,74000
"Sullivan","NH","Claremont","33","019",950,216500,209000,215000,209360.5,207750,205000,199900,199900,199900,209000,209000,224900,219700,229000,229000,219000,224707,219950,224707,219900,219000,212450,205000,209900,196250,199900,199900,199900,199000,195000,193900,191450,197500,195000,191950,189700,189500,189000,193000,205000,214900,212500,210000,199900,199000,199000,198000,192950,191450,186400,192950,199000,192950,193450,194000,189900,189268,186000,189000,185000,189900,189018,195000,195000,194500,194000,188000,185000,180000,189450,189000,189000,185000,182899,189000,185000,188499,189900,189900,189900,179900,179000,175000,174900,175000,180000,184500,192450,199000,2e+05,2e+05,199900,199900
"Chilton","AL","Birmingham","01","021",951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89500,90900,99900,109850,109900,104850,114900,114949.5,117449.5,114900,114999.5,109900,109900,109900,108000,108000,112500,111870,113700,110000,117900,117900,114900,110000,115450,119000,117700,119900,119900,119900,120000,125000,125750,129900,129900,129900,128200,129900,142400,137400,137400,144900,139900,149900,129900,134700,134500,134900,134900,139000,149900,149900,140500,139900,145900,139949.5,144199.5,149900,149900,149900,153400,155900,166000,172900,164950
"Highland","OH",,"39","071",952,99900,99500,99500,102450,102450,104900,105000,108000,107500,105000,99000,89900,87500,86700,89900,91000,89900,88000,88000,85000,87500,89900,87500,89900,89900,88700,88500,86750,87250,89900,89900,90450,91250,89900,89900,89900,89900,92900,96500,108500,112500,99500,104450,109900,109450,109900,99250,89900,89900,89900,89900,92250,94900,108450,104000,97500,89900,89900,89900,92000,92000,90640,94900,95900,96200,90000,89900,89900,91500,89900,90000,89900,85399.5,89000,89900,99700,109000,99950,99900,109000,102376,96250,94000,85500,89700,94950,98250,99450,105000,99000,96250,95000,99900
"Stevens","WA","Spokane","53","065",953,225000,225000,225000,230000,229950,229000,219500,212000,219950,214900,214900,214900,202450,199900,209900,209450,2e+05,199900,199900,199500,198500,195000,195000,185450,184500,185000,189250,195000,199000,199000,189000,194500,194950,189000,182500,169700,165000,179000,179000,184900,184700,179900,179900,179000,178500,179900,189000,179900,182400,184900,189000,195000,199900,199900,2e+05,205000,210000,194500,185000,194000,199900,204500,210000,199500,209900,199250,204500,219900,220000,209500,205000,224000,220000,199999,199949.5,204999,209250,209250,209900,199500,199250,199000,199500,184500,180000,179750,205000,2e+05,215000,199950,215000,222000,205000
"Nelson","KY","Bardstown","21","179",954,116900,114900,119900,119900,119900,119900,127000,129700,129000,127000,128500,127000,124500,125000,122300,122000,119900,117900,117900,119900,119900,115900,115900,115000,115900,117900,121900,120450,129900,127900,125200,125950,121900,119900,125000,125000,124350,126500,129900,129900,129900,135000,132900,132725,137900,129900,132000,132000,129900,129900,129900,132950,139900,139900,139900,139900,139900,140950,144900,142750,138400,135447.5,138400,142950,147900,149900,149900,149900,149900,149900,139900,139900,139900,144900,144900,149500,147900,158800,159950,164900,169000,171000,169900,173900,165000,161900,159950,167500,165000,174900,174900,179900,179900
"Madison","OH","Columbus","39","097",955,134500,134500,139900,139999,129900,134155,129900,137000,135000,129900,130000,133200,115000,119900,130000,136700,139900,140000,134900,129999,134900,130000,125000,115900,110000,117500,123900,118500,124900,134900,128500,129900,129900,127900,139700,132500,136400,136900,146500,139900,157450,155450,158900,151900,149900,149900,149900,147900,141900,129900,129900,139900,146400,154900,154900,157900,155900,159900,159900,160900,164900,169500,154900,154900,162900,151950,162900,162900,158825,162900,159900,150200,157500,149900,154900,159900,164900,154950,149900,157900,155000,149900,148650,139900,148650,154900,154900,156200,172700,177900,172450,165900,169900
"Susquehanna","PA",,"42","115",956,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,195000,185000,169000,174950,164900,160000,160000,161000,154900,154900,149900,149900,149900,172400,174900,160000,176500,179900,178500,169900,179000,175000,175000,179900,179900,179900,179950,179950,165000,159450,159450,166250,159000,148000,149900,159450,160950,165000,169000,169000,169995,165000,165000,165000,160999.5,165000,165000,149950,165000,169000,165000,165000,165000,165000,164000,169000,169000,172900,180000,179950,180000,184000,189900,185000,189000,186750
"Waller","TX","Houston","48","473",957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253990,229990,253990,259975,253990,231900,230900,229990,231900,232900,231945,237990,240990,244490,244990,258990,265000,256990,257490
"Danville City","VA","Danville","51","590",958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99250,99000,99000,97450,97000,97999.5,98999.5,99000,99000,1e+05,109900,112900,104750,99900,95450,104000,94500,109900,101500
