"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569000,570000,549888,561500,562000,598000,599999,610500,620000,624899,625000,610000,599900,575000,595000,619000,630000,649000,679000,683990,679900,680000,674975,675000,675000,674500,679900,690000,699357.5,699000,699950,709000,719000,7e+05,708888,709444,699900,699000,699900,699900,725560,749000,749850,745000,739000,735000,734000
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,310000,305000,299000,310000,329900,345000,359000,359900,350000,349900,339900,339000,329394,319000,299873,323750,339999.5,349000,354700,359000,349990,349900,349900,349900,349000,334900,329000,340000,369000,379900,389900,388775,379900,370000,369000,359900,349900,339000,339900,369000,379900,397750,399900,399900,399000,384965,379000
"Harris","TX","Houston","48","201",3,173999.5,178000,179900,180000,180000,180000,179500,179900,189000,188000,188900,184900,181541,182490,182990,183084,185000,187500,186000,182950,174900,174750,172000,174534,174900,175000,178000,179900,181000,184900,183500,183900,183490,181500,190990,196000,197990,208990,214900,217000,218495,222119,220000,219000,220000,227619,224900,225970,229209.5,237055.5,238990,246990,249900,249900,250000,257195,263587,262990,269900,275000,284000,289990,295000,299900,292000,286000,290039,295000,294990,299000,297945,300290,305000,295000,299900,299900,299000,298000,295000,294000,290990,289000,285000,284900,285900,289900,292796,297000,297000,295000,290000,290990,294999
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314990,329900,330900,341190,329684.5,335000,340990,339990,332990,334990,331990,333490,325000,324869,334995,338990,349990,359900,353512.5,350490,349900,356555,352990,359990,361000,357990,358000,397490,375490,382740,394475,398490,405695,386990,389900,389990,389900,379990,377740,380990,388178.5,398995,399900,392990,399500,393990,396655
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,580000,584381,599000,6e+05,625000,629000,639500,644000,639900,639000,635000,629000,623900,624900,639250,650000,679000,699000,669900,699000,699000,709000,699900,699000,719000,715000,719000,725000,729000,729000,725000,725000,715000,715000,699900,699000,7e+05,725000,725000,749000,750000,760000,749999.5,749700,749000,749000
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789000,785000,780000,789900,799000,799900,804995,826500,819900,809450,805440,8e+05,799999,799000,799900,814450,839894,839000,849000,849900,849000,849900,850000,850000,849000,859000,859000,869000,877300,884900,879000,885500,879900,884990,879900,880000,888000,899000,908800,905000,925000,929000,933301.5,929850,935000,941562,949000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,349900,347704,340000,325000,331240,340000,345000,345000,343000,350000,351990,360000,375000,374900,384945,385170,389000,371250,375000,394000,395000,399000,399000,399900,402850,429000,444900,440000,449900,449000,444900,449000,449000,450000,459900,459900,465000,469000,468900,475000,479000,489000,498000,499000,485000,495000
"Dallas","TX","Dallas-Fort Worth","48","113",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253995,249900,259900,252995,259500,272994.5,285000,294900,283500,289900,299900,299000,3e+05,296995,305990,299500,325990,349900,351971,349000,340000,330000,324900,331003,348990,351995,355990,345000,355500,375000,385000,399000,393500,390000,385000,387700,392438,379900,379900,372495,385000,399990,419900,420000,415000,399000,389250,395000
"Queens","NY","New York","36","081",9,529000,520000,529000,530000,529000,525000,518500,519000,525000,5e+05,499000,495500,498000,498000,499000,495000,499000,490000,469000,450000,429900,429999,429000,420000,419000,415000,425000,409000,419000,419000,409000,415000,409900,409000,416999.5,415000,417499.5,432499.5,439000,420000,419000,415000,402500,409777,420000,420000,420000,420000,429000,435000,429990,442500,449000,459000,459000,469450,469000,499000,479000,469999,499000,479999,489000,480000,489000,469999,469000,470000,480000,509000,499999,499999,512999.5,515555,525000,529000,519000,520000,529000,529000,535000,535000,529000,520000,525499.5,529000,532500,549000,599000,619000,645000,659000,669000
"Riverside","CA","Riverside","06","065",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369999,370000,369900,371215,374900,379900,385000,385000,375000,377745,371485,374800,370000,370990,375000,389000,390000,393000,399000,399900,399500,399000,399000,399900,403990,405000,409533,414000,415000,417000,419000,419000,418975,410000,409900,411490,418945,419900,428999.5,429000,432650,435000,439900,439250,439500,435000,437500
