"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,2900,3000,3200,3200,3200,3375,3472.5,3200,3250,3200,3400,3000,3000,2995,3050,3000,3000,3000,2950,2800,2850,2850,2800,2800,2800,2772.5,2600,2700,2700,2595,2575,2550,2495,2450,2350,2400,2500,2450,2400,2400,2450,2450,2495,2500,2475,2400,2500,2500,2400,2400,2499,2500,2700,2775,2750,2750,2750,2800,2800,2800,2800,2800,2900,2995,3000,3000,3125,3060,3000,3060,3000,3000,3197.5,3295,3195,3200,3280,3261.5,3000,3300,3050,3300,3000,3095,3295,3495,3500,3500,3500,3450,3500,3500
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,2100,2200,2375,2495,2495,2425,2400,2350,2262.5,2102.5,2100,2100,2097.5,2160,2100,2195,2300,2239,2153,2021.5,1975,1834,1900,1834,1759.5,2000,1950,2200,2200,2258,2000,1900,1850,1779.5,1995,1880,1800,1900,2000,2298,2450,2397.5,2400,2250,2150,2200,2200,2100,2150,2200,2250,2400,2500,2490,2400,2200,2150,2195,2000,2000,2000,2195,2239.5,2400,2400,2500,2400,2100,2000,1900,1825,1850,2000,2100,2350,2500,2500,2600,2425,2200
"Harris","TX","Houston","48","201",3,,,,,,1750,1750,1650,1600,1550,1550,1585,1595,1595,1595,1550,1525,1500,1525,1500,1500,1500,1500,1500,1495,1500,1475,1450,1495,1500,1525,1500,1400,1450,1450,1500,1500,1550,1550,1550,1550,1600,1600,1650,1600,1550,1600,1600,1500,1500,1550,1650,1695,1700,1750,1700,1700,1700,1700,1700,1700,1739,1750,1795,1775,1795,1795,1800,1795,1795,1795,1750,1750,1800,1837.5,1800,1800,1795,1800,1800,1700,1700,1650,1700,1700,1700,1790,1795,1795,1795,1780,1790
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,,,,,,,,,,,,,,,1245,1395,1395,1400,1395,1495,1300,1250,1350,1295,1295,1287,1331,1249,1295,1275,1250,1249,1250,1200,1250,1250,1250,1250,1200,1200,1200,1200,1300,1275,1325,1300,1250,1300,1300,1390,1297.5,1395,1500,1500,1500,1500,1550,1550,1500,1475,1300,1499,1522.5,1500,1450,1450,1395,1298,1395.5,1357.5,1350,1300,1337.5,1350,1400,1499,1500,1595,1595,1595,1595,1600,1550
"San Diego","CA","San Diego","06","073",5,,,,,,,,,,,,,2800,2900,2950,2950,2800,2700,2600,2500,2500,2525,2600,2550,2547.5,2500,2400,2450,2500,2500,2500,2495,2450,2450,2400,2450,2495,2500,2500,2500,2500,2595,2695,2695,2600,2500,2600,2550,2500,2500,2500,2700,2695,2700,2750,2700,2650,2700,2750,2800,2849,2800,2849.5,2836.5,2850,2850,2850,2840,2800,2800,2800,2824,2995,3000,2900,2950,2900,2850,2849,2895,2848,2895,2800,2995,3000,3000,3200,3300,3297.5,3200,3200,3200
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",6,,,,,,,,,,,,,3200,3337.5,3484,3300,3297.5,3200,3200,3150,3100,3100,3200,3220,3385,3100,3000,3200,3200,3200,3200,3100,3200,3100,3150,3100,3200,3200,3300,3295,3350,3400,3300,3300,3250,3295,3250,3295,3200,3200,3300,3400,3495,3500,3495,3500,3495,3400,3490,3500,3500,3450,3500,3500,3587.5,3550,3537.5,3500,3500,3550,3575,3550,3600,3550,3500,3500,3700,3595,3500,3495,3500,3600,3500,3650,3700,3795,3800,3800,3800,3800,3800,3800
"Kings","NY","New York","36","047",7,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,2800,2950,3200,3200,3200,3400,3200,3000,3000,3000,3000,3150,3200,3200,3200,3399,3400,3300,3299,3200,3200,3200,3200,3200,3300,3599,3392,3400,3500,3500,3499,3300,3293,3300,3300,3300,3300,3400,3500,3600,3600,3600,3555.5,3500,3500,3500,3500,3500,3600,3600,3600,3665,3675,3848,3750,3300,3450,3213,3200,3360,3400,3500,3500,3587.5,3500
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",8,,,,,,,,,,,,,,,,2497,2450,2400,2350,2350,2350,2300,2300,2300,2400,2400,2400,2450,2500,2400,2350,2350,2400,2350,2300,2300,2300,2350,2350,2400,2450,2500,2450,2400,2490,2500,2500,2450,2400,2400,2400,2450,2500,2500,2499,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2600,2555,2500,2500,2600,2650,2650,2650,2700,2600,2700,2630,2650,2600,2500,2500,2600,2500,2500,2600,2600,2700,2700,2800,2790,2750,2795
"Dallas","TX","Dallas-Fort Worth","48","113",9,,,,,,,,,,,,,,,1485,1525,1597.5,1585,1485,1450,1450,1400,1395,1350,1395,1495,1397,1395,1450,1400,1400,1400,1400,1400,1400,1400,1400,1395,1400,1450,1425,1425,1450,1495,1450,1400,1475,1400,1400,1400,1425,1525,1572,1600,1595,1500,1500,1545,1550,1575,1595,1650,1650,1650,1700,1750,1795,1695,1650,1695,1700,1687,1697,1700,1700,1695,1700,1775,1782.5,1695,1695,1745,1650,1750,1750,1792.5,1875,1975,1995,1995,1950,1925
"Queens","NY","New York","36","081",10,,,,,,,,,,,,,,,,,2300,2300,2200,2100,2072.5,1975,1885,1900,2150,2200,2300,2200,2200,2325,2350,2300,2200,2182.5,2375,2400,2400,2400,2500,2600,2700,3000,2850,2800,3000,3000,3000,3000,3000,3000,3000,3000,3300,3100,3000,3000,2900,2950,2925,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3100,3200,3400,3475,3350,3350,3299,3298.5,3400,3400,3100,3000,3000,3200,3199,3200,3200,3100,3200,3200
