"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,1.46125310324408,1.45631067961165,1.48040033361134,1.41482627347912,1.49117137289271,1.48508541224199,1.43779508875245,1.3901544312211,1.37931034482759,1.44801731078905,1.37931034482759,1.39920006053499,1.38971023063276,1.42124372097575,1.40428677014043,1.43031842013999,1.38728323699422,1.39521640091116,1.39118913547532,1.40108741112505,1.40540540540541,1.37021278919887,1.39087018544936,1.38694148525552,1.38077535847053,1.34991563554556,1.37465564738292,1.3834154235616,1.34976525821596,1.30202272927583,1.3167695473251,1.30443388756928,1.292546316243,1.2709030732146,1.28888942773005,1.31278538812785,1.29183793305931,1.2924071082391,1.29101667563206,1.29310344827586,1.29319802848274,1.30935800504046,1.30527437400107,1.28402378527729,1.30242259423311,1.29450460841506,1.28774422735346,1.26364561916373,1.26923076923077,1.28940848899412,1.36477684220906,1.38482269503546,1.42949967511371,1.46198830409357,1.43120960295476,1.40977443609023,1.40845070422535,1.43254211723803,1.44736842105263,1.45095763203714,1.46327200123879,1.48645557029178,1.52476255088195,1.50933535121277,1.54479917610711,1.55852417302799,1.52803682465206,1.53464103470578,1.55502392344498,1.52086131027336,1.55688622754491,1.57417289220918,1.6210537265304,1.62108167041907,1.59211851488922,1.62176410629374,1.61387755574531,1.56904761904762,1.62149359163843,1.543596161869,1.60571046600458,1.54164749194662,1.57433344876205,1.63522012578616,1.69753086419753,1.74556213017751,1.76185442464512,1.75035014005602,1.72816005983545,1.73041156939097,1.71826630882395
"Cook","IL","Chicago","17","031",2,,1.05100896860987,1.06666666666667,1.09195402298851,1.13019891500904,1.17424242424242,1.16822429906542,1.14187682278264,1.15894039735099,1.18536079419173,1.13422818791946,1.04166666666667,1.03035932823167,1.06505782918149,1.11388888888889,1.17727272727273,1.16569525395504,1.15673799884326,1.15391550389747,1.08346233230134,1.0625,1.02633378932969,1.03187450286502,1.09229334769329,1.125,1.234375,1.18181818181818,1.18168028682159,1.2,1.20301209880692,1.234375,1.19726962457338,1.18577075098814,1.21670081967213,1.19587628865979,1.16666666666667,1.07552258934592,1.07142857142857,1.08601216333623,1.14528101802757,1.14942528735632,1.11486285032797,1.09550561797753,1.09276866572426,1.08862704918033,1.08040540540541,1.11111111111111,1.10710472484922,1.10703495899871,1.10833333333333,1.15794736842105,1.17079814717474,1.19460500963391,1.19460500963391,1.19226393629124,1.17352941176471,1.16262639029323,1.15089514066496,1.13332339198727,1.11111111111111,1.13762626262626,1.14543744387969,1.16592414896048,1.22377622377622,1.27083333333333,1.25468279978088,1.24301829305482,1.18693904783534,1.14997700091996,1.18617844249613,1.16317169069463,1.17647058823529,1.16986015765951,1.1718180161119,1.18362712647217,1.23809523809524,1.2,1.22902097902098,1.19047619047619,1.16666666666667,1.14995400183993,1.125,1.12053571428571,1.14112093755087,1.19601328903654,1.2,1.30555555555556,1.34190927555856,1.31646223116786,1.31537070524412,1.26741893567129,1.22472783825816
"Harris","TX","Houston","48","201",3,,,,,,0.704567541302235,0.693262854431732,0.656999634455504,0.62799065525867,0.627975411050816,0.635876840696118,0.655464941882265,0.656167979002625,0.65565992755968,0.657397788676024,0.672371638141809,0.657276995305164,0.643293663557414,0.654067694745679,0.648117885298656,0.660884739209104,0.647375105702658,0.653289780681288,0.65978886756238,0.665715644317642,0.67864527783006,0.670842935767831,0.673400673400673,0.673989016475287,0.68649885583524,0.682617911009884,0.669583078276838,0.672920065252855,0.663510348527682,0.674244060248009,0.673957552871466,0.680651021953066,0.676095548714197,0.693481276005548,0.704361873990307,0.704591424731269,0.708367848004171,0.697139938712972,0.695954762940409,0.693875834068111,0.696669721436681,0.702859912748425,0.703171753441053,0.696022727272727,0.702393340270552,0.712234042553191,0.74,0.753382533825338,0.758076095384585,0.748752079866889,0.754567116759333,0.758686827058268,0.75689524291498,0.752744646245595,0.753642627067016,0.761814024390244,0.763888888888889,0.766509433962264,0.770960488274976,0.780466864129229,0.786767458032504,0.784952666896359,0.781781101291638,0.770092696662707,0.769682311639408,0.77549889135255,0.774630290488558,0.781620085267646,0.783339701948796,0.785024867703135,0.783996299722479,0.796959293771457,0.776605688286733,0.773757070681639,0.778481012658228,0.759002207551542,0.756827903915762,0.756670649143767,0.763775231860338,0.766129032258065,0.763775231860338,0.77802016768423,0.781820172116399,0.788348476750401,0.782962730974006,0.772583201267829,0.78031482442484
"Maricopa","AZ","Phoenix","04","013",4,,,,,,,,,,0.946304451636865,0.937683715461493,0.815353738083291,0.765426283560999,0.715827756088492,0.702147711585431,0.696316262353998,0.663888888888889,0.635239813242784,0.626276518677868,0.617137466528386,0.613636363636364,0.612852664576802,0.638997970945169,0.63974358974359,0.662393162393162,0.65113215208499,0.680657969370391,0.680515277346005,0.697163403915302,0.683846153846154,0.664962677918041,0.704989154013015,0.679291889666529,0.683821406991468,0.680821371610845,0.7,0.672582619339045,0.67375755474739,0.660153719247335,0.664957278168828,0.638653096119347,0.670655270655271,0.635621189160646,0.648414985590778,0.671005385996409,0.630841121495327,0.638659543467703,0.638760899889812,0.643883836902317,0.653694796676869,0.666666666666667,0.679978232886421,0.683266323553961,0.680131904369332,0.692073170731707,0.674143472226248,0.67336489715522,0.65,0.684625530779477,0.680131904369332,0.680131904369332,0.726711560044893,0.733496332518337,0.708135860979463,0.724137931034483,0.747966794797437,0.71580506991818,0.7152601697718,0.705612818763484,0.708813062591585,0.735751856296069,0.748904881101377,0.767140245276792,0.738007380073801,0.728490035514717,0.732925236842604,0.684625530779477,0.695684523809524,0.711743772241993,0.679978232886421,0.68762278978389,0.660240472793968,0.699098115426165,0.728490035514717,0.726826337604521,0.732925236842604,0.805412371134021,0.802161976664379,0.788177339901478,0.769428718476583,0.788372093023256,0.76171875
"San Diego","CA","San Diego","06","073",5,,1.4538768923134,1.62689804772234,1.5748031496063,1.59973881815214,1.62689804772234,1.43458498267734,1.36068237205524,1.36785023219928,1.36785023219928,1.36189571038957,1.23769735373973,1.26903553299492,1.25062531265633,1.2867457452295,1.32304116040021,1.3003570404534,1.27425944841675,1.24937531234383,1.21431136473318,1.2190099613204,1.24968765617191,1.26353790613718,1.24271655638208,1.23022847100176,1.2,1.20102611940298,1.22708960127261,1.25362111919483,1.25692373242437,1.24387125406822,1.22711182771785,1.23656105798963,1.25471027368425,1.25917236955204,1.25503018108652,1.26338917879703,1.26344086021505,1.26677927927928,1.27752646206611,1.28205128205128,1.27624536846439,1.27624536846439,1.28474813164746,1.26044122752422,1.25751776927283,1.27607025246981,1.2807109252483,1.28404400287148,1.28571428571429,1.29160457029309,1.30219206680585,1.31826741996234,1.31538967199592,1.32762312633833,1.33865814696486,1.31516051122069,1.30792227204783,1.31128848346636,1.32898696088265,1.36536467334946,1.3571850975754,1.37535727328591,1.37665198237885,1.3879128601546,1.39490469932191,1.37899333486555,1.37903519895871,1.36847038919542,1.37300729548891,1.39064769567699,1.3930950938825,1.43528503685758,1.43016373871726,1.39932589887536,1.38445523941707,1.40654739246289,1.37931034482759,1.42579390797148,1.40620774743104,1.39533868238633,1.35907788142226,1.3848167539267,1.44293834717971,1.49365197908887,1.51280987868579,1.49625529143601,1.54583507926721,1.5527950310559,1.56628495396868,1.57679671962724,1.5754060324826
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",6,1.60259309260519,1.54095819701041,1.59699389384688,1.57860635840184,1.55254777070064,1.49420747030492,1.43130684538056,1.42264091127727,1.45465935790843,1.46490663232453,1.46627565982405,1.4993752603082,1.45277941893764,1.45385587863464,1.45985401459854,1.45250237679542,1.45966029723992,1.4496375567165,1.42987541404613,1.42734553775744,1.42045454545455,1.42415989132555,1.46627565982405,1.48820195757986,1.4903129657228,1.4723019687537,1.46153846153846,1.48999574286931,1.48883374689826,1.47411125310853,1.48849797023004,1.47951441578149,1.46666666666667,1.46229230141031,1.4661284264518,1.48574893875076,1.50241096055001,1.50436266682116,1.50351112099584,1.5054256105041,1.50803335077859,1.51983513652756,1.51824289390329,1.49902666170912,1.49253731343284,1.49386211188534,1.50846210448859,1.51515151515152,1.51450997694344,1.50907813153283,1.51492159838139,1.5344259044542,1.55820945493505,1.56157345013477,1.54784240150094,1.55713111603216,1.53328490819183,1.53696025707245,1.54598825831703,1.54716981132075,1.55069723171679,1.5628489280929,1.56983973473335,1.58720456397718,1.5847317123552,1.6144578313253,1.61434812096066,1.61926552363299,1.61001788908766,1.61446962016363,1.60614384352896,1.61685448309652,1.62513542795233,1.64027797769775,1.64232019070729,1.63575042158516,1.63970266724967,1.59380692167577,1.61831408775982,1.61118737131091,1.57933853586027,1.62807525325615,1.56542056074766,1.64456780440309,1.66559965855741,1.68589174800355,1.70103092783505,1.70140365801786,1.71600171600172,1.71130155329405,1.71139649791842,1.70008718395815
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,,,,,,,,,,,,,,1.02002266717038,1.02696686889606,1.05839508375336,1.05487896424124,1.0704475767678,1.04669887278583,1.04408352668213,1.04640582347589,1.0433285579018,1.03463446983179,1.02222222222222,1.05220558478349,1.06666666666667,1.06618068550354,1.07568190549366,1.10874200426439,1.08589111282344,1.04712041884817,1.05680317040951,1.07020140285827,1.06263982102908,1.05136821891503,1.04881491551777,1.05096800340163,1.06529226577732,1.05506099571381,1.06883688801357,1.09151662323304,1.10497237569061,1.09324758842444,1.08395743003548,1.09377777777778,1.10837438423645,1.10486714022626,1.09480295090613,1.08378491037932,1.08506944444444,1.08378491037932,1.09563275181868,1.10759493670886,1.13080684596577,1.11290975313638,1.12359550561798,1.10827092152393,1.11972437553833,1.11972437553833,1.121875,1.127649977447,1.14146607697032,1.15900772671818,1.17840062303527,1.18516893374287,1.17801047120419,1.17383126713769,1.17275597654488,1.17994100294985,1.20068610634648,1.20174799708667,1.21122463035278,1.20982057088048,1.22746451860376,1.20703100687775,1.21227930764087,1.22377622377622,1.21848665524283,1.19742990654206,1.1486137667304,1.1435208993548,1.20407484305956,1.14791666666667,1.16655556888216,1.1885315314263,1.20533025818438,1.22866323768857,1.25,1.25686194631913,1.25170687300865,1.25,1.25758889852559
"Dallas","TX","Dallas-Fort Worth","48","113",8,,,,,,,,,,,,,0.680909545227386,0.685481796299315,0.674930819932606,0.690406976744186,0.690575894854189,0.693871281317633,0.676871391728014,0.664965986394558,0.682206439848361,0.668732650138799,0.668172378350567,0.656744181702808,0.668915776787285,0.671140939597315,0.691287878787879,0.689404934687954,0.678034916768169,0.693456614509246,0.69620253164557,0.693756194251734,0.693756194251734,0.693374422187982,0.700934579439252,0.698969072164948,0.689931211293164,0.695954762940409,0.71,0.705541237113402,0.702952842661966,0.705265195563209,0.712630493432636,0.696688206785137,0.688111318380851,0.689621483715136,0.677824555401827,0.695876288659794,0.69006309148265,0.69006309148265,0.69338511942263,0.72258351621164,0.721153846153846,0.728725067798093,0.734989297423253,0.712019040063467,0.710889205896339,0.71209755428369,0.720845248505187,0.717576861190748,0.727702948671278,0.753968253968254,0.74176685833769,0.751574307304786,0.765845450230832,0.795755968169761,0.800548947849954,0.772680663736322,0.769573767492911,0.792811839323467,0.789283437492306,0.781119895102553,0.770739910313901,0.784120669151935,0.791110243344185,0.79108124618204,0.791089322958803,0.808054393305439,0.814711359404097,0.794946736480997,0.79646017699115,0.784097121490931,0.762114016412832,0.799837596427121,0.791979759804486,0.822164948453608,0.849978750531237,0.870846730975348,0.887879803455347,0.881754510367773,0.870846730975348,0.868220742150333
"Riverside","CA","Riverside","06","065",9,,0.970656048800008,0.970278752150981,0.914285714285714,0.981902758314367,0.992438563327032,0.987890376035692,0.99515868746638,0.963855421686747,0.96931870669746,0.970588235294118,0.872328174852678,0.892060477921152,0.885702235343737,0.856031128404669,0.859254125708401,0.847457627118644,0.852272727272727,0.848484848484849,0.848536619408313,0.850171142150278,0.859442760020344,0.848449857639987,0.851900393184797,0.843581301483123,0.849775784753363,0.832819247378162,0.832819247378162,0.836034776155877,0.833333333333333,0.837642838888686,0.828201784098292,0.828592354801249,0.829207920792079,0.830772438318228,0.833581496922772,0.839149001009707,0.835073068893528,0.837268521743977,0.843043039917607,0.83905415713196,0.838468968949968,0.840728631480616,0.842024694342055,0.838529387290933,0.835253456221198,0.829253310960628,0.824954044117647,0.828034034930587,0.827625570776256,0.828123688678109,0.845842716605429,0.846153846153846,0.862595419847328,0.856589650398062,0.856920338228749,0.852424080980288,0.852272727272727,0.859375,0.86666406139642,0.874665124208475,0.869205298013245,0.888294711824124,0.9,0.89349535382416,0.899550224887556,0.889842168005748,0.890688259109312,0.9,0.906976744186046,0.899280575539568,0.902657069270159,0.897037402024028,0.904312465947088,0.92315369261477,0.897284350576258,0.897727272727273,0.904662491301322,0.890068032291665,0.899460269767984,0.922872975920346,0.935585144273186,0.883201380430369,0.914035673686554,0.93070037637048,0.940232277613512,0.95719230377685,0.984251968503937,0.998088753264725,0.982150100617158,0.978470874914543,0.976361767728674
"San Bernardino","CA","Riverside","06","071",10,,0.868382886149384,0.979124891150647,0.980392156862745,0.870587230107354,0.890787303191156,0.987413788050487,0.933064640980248,0.933333333333333,0.942091029643629,1,0.943396226415094,0.913520097442144,0.884396715097915,0.834914611005693,0.810099127507309,0.818850267379679,0.832819247378162,0.839191320362534,0.807271312804078,0.791666666666667,0.803131374386681,0.836168343845914,0.847784200385356,0.847799757771498,0.85253006011262,0.831826401446655,0.883838383838384,0.857058156953961,0.873362445414847,0.855419338558366,0.844613133345528,0.857699805068226,0.863679986040831,0.857359635811836,0.873897417895359,0.89035582844094,0.885237820630441,0.87143403967543,0.900070372976777,0.876662636033857,0.89716324899133,0.910931174089069,0.897896357106208,0.90026800344786,0.897918831203126,0.875226169622994,0.878048873347756,0.858927641853201,0.862663906142167,0.869262865090403,0.909703802983473,0.908925920207771,0.902350813743219,0.894886363636364,0.896275670031326,0.87719298245614,0.868873744758598,0.888415067519545,0.90711175616836,0.916595803620058,0.931225362138178,0.937861447293389,0.916492693110647,0.933172787477423,0.942427200093627,0.907076520474804,0.934440818748146,0.944368131868132,0.939393939393939,0.958571501496745,0.964785335262904,0.961509821286637,0.983203605079885,0.986812491365056,0.953014976353127,0.981620427131436,0.985603543743079,0.989068193649141,0.975359342915811,0.960568315080792,0.961240310077519,0.962233828846926,0.997899159663866,1.02451518477863,1.02219626168224,1.02219626168224,1.0267585466261,1.03211009174312,1.03629741692464,1.03990424365713,1.04252144722119
