"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","06","037",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,369000,359000,369800,379000,392500,399000,399900,399925,399998,409900,399993,399000,383875,385000,399900,415000,428000,439900,445000,449000,449000,449900,449000,439000,439000,439900,449950,450000,459900,459000,470000,476000,479000,480000,489000,489000,479000,480000,489000,499000,499999,514888,515000,519000,520000,524950
"Cook","IL","Chicago","17","031",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133850,129900,126500,134900,144900,149900,156000,159900,159900,159900,159900,155900,149900,145000,139900,145000,154900,159000,159900,165000,169804,165000,164900,160000,159900,154900,152000,159500,167900,171900,177900,179500,175000,169900,169500,169900,168449.5,160000,159000,165000,174950,179000,180000,185575,187000,184900,180000
"Harris","TX","Houston","48","201",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,190000,195000,199925,214900,219900,230000,225000,235000,235000,237000,233250,225000,229000,229000,220000,210000,219250,225000,234000,234500,229900,220000,224700,229000
"San Diego","CA","San Diego","06","073",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,309000,318250,316000,325000,329900,324500,329900,342200,349000,339900,329900,333990,329968.5,330450,330000,340000,349000,350000,340000,369000,369000,375000,365900,365000,365000,369925,375000,378750,387500,387500,395000,399000,399900,399900,399900,399000,395000,399000,399000,399000,399000,424900,429000,425000,428900,429900
"Orange","CA","Los Angeles-Long Beach-Anaheim","06","059",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000,385000,385000,379900,389000,389000,389000,398500,399000,397200,398888,390000,395000,389500,397800,399900,409000,414900,422000,425000,420000,424900,425000,422000,419999,419900,425000,429000,429999,429900,437000,445000,439950,444950,449000,450000,449700,445000,449000,459900,475000,475000,475000,477500,483500,487000,489900
"Kings","NY","New York","36","047",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703000,720000,729000,760000,750000,720000,775000,725000,750000,745000,791150.5,802000,839000,799000,802290,774870,775254,799000,796500,799000,813500,819750,813000,835000
"Miami-Dade","FL","Miami-Fort Lauderdale","12","086",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275000,259900,259250,255000,265450,264900,255350,253000,260000,269000,270150,290000,299000,295000,309000,314900,309000,285000,289000,325000,339000,347000,349000,377000,384900,389000,390000,374900,395000,395000,395000,392450,390000,399000,395990,395750,399000,399000,399900,399153,399900,399000,399500,399900,399000,399000
"Dallas","TX","Dallas-Fort Worth","48","113",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160000,159999,155000,145000,154900,159999,164900,169900,155500,150000,159250,155000,149700,140000,145000,149900,164900,169900,184400,181250,179950,175000,178500,195000,199500,199900,2e+05,199800,210000,225000,235000,249000,249900,239900,249000,250000,249900,241000,253000,259900,267403.5,269900,279900,3e+05,299950,299000,285000,295000
"Queens","NY","New York","36","081",9,289000,295000,290000,299000,290000,289000,279000,269000,269000,275000,269000,269000,260000,259000,260000,254000,255000,252000,251250,259000,258000,259000,255000,258000,258888,255000,254900,252944,254500,254000,250000,249999,249000,249900,259000,259000,258000,260000,259000,259000,259000,250000,249900,249999,255000,250000,258000,259000,259000,265000,269000,269000,269000,269000,269000,259000,269000,268884,265000,265000,268944,269838.5,269788.5,268944,275000,289000,289000,298000,299000,299000,325000,328000,353000,375000,375000,379000,359888,369000,389000,389000,389000,388000,399000,399000,399000,399999,428888,430000,439000,429000,428888,428944,425000
"Riverside","CA","Riverside","06","065",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,198400,195250,199000,199900,205000,215000,209900,208900,209900,209250,210000,215000,219900,220000,225000,228500,229000,229999,229900,229900,225000,229000,229000,229900,229900,237900,239000,239000,239000,239000,235000,235000,235000,235000,239000,238500,239331,239950,242795.5,245000,245000,248250,249000,249000,249000,249900
"San Bernardino","CA","Riverside","06","071",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000,145000,145000,145000,151000,155000,159000,159900,159900,160000,165000,160000,159900,160000,169000,166000,173000,169900,169700,170000,174999.5,179000,179950,179900,180000,180000,183000,179900,179900,179900,188900,189000,189900,189999,190000,189900,190000,195000,191771,199000,199900,199999,215000,215000,220000,219999.5,220000
"Clark","NV","Las Vegas","32","003",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,110000,111800,114900,115900,115000,116900,114000,120000,124450,125000,120000,119999,124000,127000,128500,129900,134900,130200,131000,131000,134900,134900,136900,138894,138694,144900,147000,147945,148000,148000,150000,155000,159900,160000,160000,159900,164900,169900,175000,177000,179945,184900,189945,190000,199000
"King","WA","Seattle","53","033",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265160,265000,250000,260000,269975,275000,270000,285000,285000,285000,289900,280000,269950,242250,262000,279000,294950,305000,309000,310000,309000,3e+05,310000,310000,305000,299997,309000,322450,330000,349950,359950,350000,365000,359950,370000,374650,368000,367500,368900,390000,4e+05,410000,418888,410000,419000,410000,415000
"Tarrant","TX","Dallas-Fort Worth","48","439",14,,,,,,,,,,,,,,,,,,,,,,,,79500,75000,78125,74950,77900,77625,78500,78300,75000,72000,74900,83750,87625,87625,89000,94950,94450,93500,95000,95350,94150,95000,95000,93500,89900,89700,92500,99499.5,99250,99900,99900,99500,109000,110000,117000,120000,124900,129500,120000,119500,120000,122700,129900,125000,129900,125000,127200,124900,119900,119900,123500,135000,130000,127990,129900,141000,135000,139900,139945,139900,140000,139450,149900,158500,160000,165000,165000,155000,145000,155000
"Santa Clara","CA","San Jose","06","085",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000,469000,460000,449000,479475,495000,495000,499000,495000,495000,499000,498988,469000,450000,450000,480000,518944,525000,549000,549000,559950,569975,575000,586500,570000,579500,590500,599000,618990,634495,648000,634800,625000,625000,629000,635000,599999,589500,589000,619999.5,639940,649969,650000,649000,649000,649000,649000
