"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"10025","NY","New York","New York","New York",0,3746,0.00160427807486631,0.0124324324324324,-0.0257477243172952,923
2017-09-30,"60657","IL","Chicago","Cook","Chicago",1,3564,-0.00307692307692308,0.00450958286358512,0.0585090585090585,3317
2017-09-30,"10023","NY","New York","New York","New York",2,3981,0.0091254752851711,0.0324170124481328,-0.0221075902726603,1398
2017-09-30,"60614","IL","Chicago","Cook","Chicago",3,5473,-0.0104863496655216,-0.0216303181980694,0.0320573260418631,4692
2017-09-30,"79936","TX","El Paso","El Paso","El Paso",4,992,0,-0.00501504513540622,-0.0178217821782178,29274
2017-09-30,"10002","NY","New York","New York","New York",5,4376,0.00574580556193978,0.0306170513424399,-0.0153015301530153,264
2017-09-30,"60640","IL","Chicago","Cook","Chicago",6,2462,-0.00121703853955375,-0.00444803881924788,0.0220008302200083,2055
2017-09-30,"10467","NY","New York","Bronx","New York",7,1804,0.0106442577030812,0.0302684180468304,0.0215175537938845,1257
2017-09-30,"77084","TX","Houston","Harris","Houston",8,1431,0,0.00350631136044881,-0.00762829403606103,25578
2017-09-30,"94109","CA","San Francisco","San Francisco","San Francisco",9,5681,-0.00716532680880811,-0.02522306108442,-0.076260162601626,762
2017-09-30,"75070","TX","Dallas-Fort Worth","Collin","McKinney",10,1944,0,0.00102986611740474,0.000514668039114771,27611
2017-09-30,"11226","NY","New York","Kings","New York",11,2385,0.0046335299073294,0.000839278220730172,0.0222888984140592,1588
2017-09-30,"77494","TX","Houston","Fort Bend","Cinco Ranch",12,2162,-0.000924214417744917,0,-0.0291872474180512,31105
2017-09-30,"77449","TX","Houston","Harris","Cypress",13,1427,0.00210674157303371,0.0077683615819209,-0.0151828847481021,31637
2017-09-30,"11375","NY","New York","Queens","New York",14,2864,0.00350385423966363,0.0298453793599425,0.14058144165671,5358
2017-09-30,"10016","NY","New York","New York","New York",15,4070,0.0136986301369863,0.0495100567302733,0.0218428320361537,1202
2017-09-30,"11235","NY","New York","Kings","New York",16,2375,0.00380388841927303,-0.00710702341137124,0.0145237078171721,2682
2017-09-30,"60647","IL","Chicago","Cook","Chicago",17,2075,0.000482160077145612,0.00679281901989326,0.0267194458189015,5630
2017-09-30,"37211","TN","Nashville","Davidson","Nashville",18,1625,0.00061576354679803,0.0093167701863354,0.035031847133758,15797
2017-09-30,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",19,2713,0.00481481481481482,0.0191585274229902,0.0470860671555384,9314
2017-09-30,"37013","TN","Nashville","Davidson","Nashville",20,1476,0.00750853242320819,0.0158293186510668,0.0365168539325843,19113
2017-09-30,"10009","NY","New York","New York","New York",21,4231,0.00882212684787792,0.0365017148456639,-0.00657431321906551,339
2017-09-30,"60618","IL","Chicago","Cook","Chicago",22,2174,-0.00457875457875458,-0.00137804317868627,0.00462107208872458,8001
2017-09-30,"10029","NY","New York","New York","New York",23,3257,-0.000613685179502915,0.00835913312693498,0.0146417445482866,311
2017-09-30,"10128","NY","New York","New York","New York",24,3504,-0.00227790432801822,0.00343642611683849,-0.0320441988950276,1115
2017-09-30,"10011","NY","New York","New York","New York",25,4830,0.00750938673341677,0.0250424448217317,-0.0232558139534884,1092
2017-09-30,"28269","NC","Charlotte","Mecklenburg","Charlotte",26,1376,0.00658376005852231,0.0200148257968866,0.036144578313253,22882
2017-09-30,"78572","TX","McAllen","Hidalgo","Mission",27,1041,-0.00857142857142857,-0.0243673851921275,-0.00951474785918173,19273
2017-09-30,"77573","TX","Houston","Galveston","League City",28,1989,-0.00100452034153692,-0.00200702458605118,-0.0172924901185771,24836
2017-09-30,"30349","GA","Atlanta","Clayton","Riverdale",29,1141,0.00351802990325418,0.0142222222222222,0.0448717948717949,21812
2017-09-30,"79912","TX","El Paso","El Paso","El Paso",30,1252,0.0016,0.00400962309542903,-0.0203442879499218,18943
2017-09-30,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",31,5920,-0.00269541778975741,-0.00185466194570899,0.012311901504788,6008
2017-09-30,"94565","CA","San Francisco","Contra Costa","Pittsburg",32,2197,0.0105795768169273,0.0218604651162791,0.0511961722488038,21004
2017-09-30,"77584","TX","Houston","Brazoria","Pearland",33,1879,-0.00476694915254237,-0.0120925341745531,-0.0354209445585216,22737
2017-09-30,"10003","NY","New York","New York","New York",34,4501,0.00716043857686283,0.0380535055350553,-0.023644251626898,895
2017-09-30,"10462","NY","New York","Bronx","New York",35,1783,-0.000560538116591928,0.00507328072153326,-0.00779076238174736,1044
2017-09-30,"10456","NY","New York","Bronx","New York",36,1895,0.00105652403592182,0.0149973219068024,0.0423542354235424,619
2017-09-30,"60613","IL","Chicago","Cook","Chicago",37,3016,0.00265957446808511,0.0213342363697934,0.0311111111111111,2263
2017-09-30,"78660","TX","Austin","Travis","Pflugerville",38,1638,-0.00121951219512195,-0.00546448087431694,-0.00606796116504854,22429
2017-09-30,"75052","TX","Dallas-Fort Worth","Dallas","Grand Prairie",39,1576,0.00510204081632653,0.0148100450740502,0.0423280423280423,23783
2017-09-30,"20009","DC","Washington","District of Columbia","Washington",40,2671,0.0018754688672168,0.00375798571965427,0.00112443778110945,570
2017-09-30,"20002","DC","Washington","District of Columbia","Washington",41,2683,-0.00666419844502036,-0.010693215339233,0.0484564282923017,1090
2017-09-30,"21234","MD","Baltimore","Baltimore","Parkville",42,1630,0.00307692307692308,0.0105393676379417,0.028391167192429,21370
2017-09-30,"63376","MO","St. Louis","Saint Charles","Saint Peters",43,1466,0.00068259385665529,0.0061770761839396,0.0173490631505899,22501
2017-09-30,"77036","TX","Houston","Harris","Houston",44,1510,0.00398936170212766,0.00868403473613895,-0.0104849279161206,5098
2017-09-30,"30044","GA","Atlanta","Gwinnett","Lawrenceville",45,1351,0.00446096654275093,0.0082089552238806,0.0392307692307692,21333
2017-09-30,"10463","NY","New York","Bronx","New York",46,2197,0.00872359963269054,0.0343691148775895,0.0806689621249385,1227
2017-09-30,"60629","IL","Chicago","Cook","Chicago",47,1453,-0.00206043956043956,0.00068870523415978,0.00832755031228314,19027
2017-09-30,"60625","IL","Chicago","Cook","Chicago",48,2197,-0.00272355878347708,0.000911161731207289,0.00687442713107241,5149
2017-09-30,"11206","NY","New York","Kings","New York",49,2598,-0.00153727901614143,0.00270165959089155,-0.00192086054552439,383
2017-09-30,"11230","NY","New York","Kings","New York",50,2469,0.00775510204081633,0.00693311582381729,0.0391414141414141,3511
2017-09-30,"11209","NY","New York","Kings","New York",51,2625,0.00038109756097561,0.0170476559473072,0.0946622185154295,3494
2017-09-30,"11201","NY","New York","Kings","New York",52,3282,0.00674846625766871,0.0399239543726236,0.112919633774161,1447
2017-09-30,"78613","TX","Austin","Williamson","Cedar Park",53,1747,0.000572737686139748,0.00402298850574713,-0.0212885154061625,22109
2017-09-30,"11212","NY","New York","Kings","New York",54,2249,0.00491510277033065,-0.0118629173989455,0.0330730362884704,1800
2017-09-30,"37042","TN","Clarksville","Montgomery","Clarksville",55,941,0.00106382978723404,0,0.0118279569892473,24945
2017-09-30,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",56,2164,0.00791802515137401,0.0299857210851975,0.0222012281530468,5755
2017-09-30,"10024","NY","New York","New York","New York",57,4428,0.000677966101694915,0.025949953660797,-0.0329766324525005,1057
2017-09-30,"77479","TX","Houston","Fort Bend","Sugar Land",58,2368,-0.00587741393786734,-0.000422119037568594,-0.0447761194029851,25516
