"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-09-30,61639,"10025","NY","New York","New York","New York",0,1282300,-0.0065850635264952,0.0372077974601634,0.149220290374619,0.106069533504347,0.0540905107541048,"2017-08","2017-Q3",1290800,-0.0065850635264952,"2017-08"
2017-09-30,84654,"60657","IL","Chicago","Cook","Chicago",1,327000,0.0042997542997543,0.0042997542997543,0.0335018963337547,0.0434943884083916,0.000767758050757683,"2017-09","2017-Q3",327000,0,"2017-09"
2017-09-30,84616,"60614","IL","Chicago","Cook","Chicago",2,418200,0.014309968469561,0.0165289256198347,0.0475951903807615,0.056376423923731,0.00493780668318777,"2017-09","2017-Q3",418200,0,"2017-09"
2017-09-30,93144,"79936","TX","El Paso","El Paso","El Paso",3,113900,-0.00175284837861525,-0.00524017467248908,0.000878734622144112,-0.00399041185566396,-0.0136641611476598,"2007-12","2007-Q4",131100,-0.131197559115179,"2006-08"
2017-09-30,84640,"60640","IL","Chicago","Cook","Chicago",4,212000,0.0119331742243437,0.0356619443087445,0.0734177215189873,0.0498831564963633,-0.00999400300692366,"2007-02","2007-Q1",237800,-0.108494533221194,"2003-12"
2017-09-30,91733,"77084","TX","Houston","Harris","Houston",5,160400,0,0.0126262626262626,-0.000623052959501558,0.0807247406133453,0.0221834617802583,"2016-08","2016-Q3",161100,-0.00434512725015518,"2016-08"
2017-09-30,97564,"94109","CA","San Francisco","San Francisco","San Francisco",6,1129800,-0.0085995085995086,-0.0179921773142112,0.0245760406275506,0.0830090927090652,0.0324675771123208,"2016-02","2016-Q1",1151400,-0.0187597707139135,"2015-12"
2017-09-30,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",7,318700,0.00822524517557735,0.0107833809070726,0.0669568128557081,0.098436493155031,0.0440977786815597,"2017-09","2017-Q3",318700,0,"2017-09"
2017-09-30,62037,"11226","NY","New York","Kings","New York",8,653300,0.00802345317080697,0.00399569694175503,0.118281410475864,0.117479188002739,0.0416511176185967,"2017-09","2017-Q3",653300,0,"2017-09"
2017-09-30,91940,"77449","TX","Houston","Harris","Cypress",9,162700,0.000615006150061501,0.00993171942892613,0.0130759651307597,0.088243469483994,0.020283703065245,"2017-09","2017-Q3",162700,0,"2017-09"
2017-09-30,61630,"10016","NY","New York","New York","New York",10,1097700,-0.0102786042737355,0.0419553868058851,0.196272885789015,0.0987728325185731,0.0449910436933114,"2017-08","2017-Q3",1109100,-0.0102786042737355,"2017-07"
2017-09-30,71831,"32162","FL","The Villages","Sumter","The Villages",11,246700,-0.00282942603071948,-0.00323232323232323,0.00284552845528455,0.0423437208101907,0.00142990869025605,"2007-01","2007-Q1",253800,-0.0279747832939322,"2006-09"
2017-09-30,62045,"11235","NY","New York","Kings","New York",12,561900,0.0122500450369303,0.0605889014722537,0.190718372536554,0.0759342319566958,0.0323211246184996,"2017-09","2017-Q3",561900,0,"2017-09"
2017-09-30,84646,"60647","IL","Chicago","Cook","Chicago",13,333000,0.00210653024375564,0.00361663652802893,0.0554675118858954,0.0840813924891679,0.00872258095577982,"2017-09","2017-Q3",333000,0,"2017-09"
2017-09-30,74242,"37211","TN","Nashville","Davidson","Nashville",14,232500,0.0108695652173913,0.0251322751322751,0.136919315403423,0.114194110694495,0.0445912836921349,"2017-09","2017-Q3",232500,0,"2017-09"
2017-09-30,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",15,579200,0.00485773768216516,0.0102912960055817,0.0810003732736096,0.0981967413022648,,"2017-09","2017-Q3",579200,0,"2017-09"
2017-09-30,74101,"37013","TN","Nashville","Davidson","Nashville",16,194200,0.0104058272632674,0.0373931623931624,0.145047169811321,0.0903746249218633,0.0271935346262091,"2017-09","2017-Q3",194200,0,"2017-09"
2017-09-30,84620,"60618","IL","Chicago","Cook","Chicago",17,333600,0.0009000900090009,0.0060313630880579,0.0305838739573679,0.070317153186721,-0.00438858813983589,"2007-03","2007-Q1",351100,-0.0498433494730846,"2005-12"
2017-09-30,61703,"10128","NY","New York","New York","New York",18,1402200,0.020375491194877,0.0786153846153846,0.330739299610895,0.119366485012679,0.0481433213264018,"2017-09","2017-Q3",1402200,0,"2017-09"
2017-09-30,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",19,182100,0.00719026548672566,0.0190263010632345,0.0819964349376114,0.0621563993452436,0.0124542089763993,"2017-09","2017-Q3",182100,0,"2017-09"
2017-09-30,71067,"30349","GA","Atlanta","Clayton","Riverdale",20,126100,0.0260374288039056,0.0796232876712329,0.232649071358749,0.1644476221082,-0.00904909004255861,"2006-04","2006-Q2",142500,-0.115087719298246,"2003-12"
2017-09-30,93123,"79912","TX","El Paso","El Paso","El Paso",21,171400,0.00233918128654971,0.00823529411764706,0.014801657785672,-0.00652154951126704,-0.00956976021896738,"2007-12","2007-Q4",189700,-0.0964681075382182,"2006-07"
2017-09-30,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",22,1298000,-0.000923645320197044,-0.00802445548337791,0.0376528899192581,0.103849593817871,0.0222309688800844,"2017-05","2017-Q2",1310100,-0.00923593618807725,"2017-04"
2017-09-30,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",23,395500,0.0112503196113526,0.0227566589087148,0.100139082058414,0.176451081764754,-0.00756428599170034,"2006-08","2006-Q3",468000,-0.15491452991453,"2005-01"
2017-09-30,61796,"10456","NY","New York","Bronx","New York",24,343600,0.00910425844346549,0.0210995542347697,0.0859671302149178,0.0540396564865266,,"2017-09","2017-Q3",343600,0,"2017-09"
2017-09-30,84615,"60613","IL","Chicago","Cook","Chicago",25,211200,0.0100430416068867,0.0287384315635655,0.0672056594239515,0.0431327020794883,-0.013276060950817,"2007-09","2007-Q3",241400,-0.125103562551781,"2002-11"
2017-09-30,66133,"20009","DC","Washington","District of Columbia","Washington",26,546700,-0.0034633612832665,-0.00978083680492664,0.0125949249861085,0.0403927695448236,0.01972394775663,"2017-03","2017-Q1",561200,-0.0258374910905203,"2016-12"
2017-09-30,66126,"20002","DC","Washington","District of Columbia","Washington",27,601600,-0.000830426839395449,0.00199866755496336,0.017419245729748,0.0922432576399414,,"2017-03","2017-Q1",608700,-0.0116642023985543,"2017-02"
2017-09-30,66843,"21234","MD","Baltimore","Baltimore","Parkville",28,204400,0.00640078778926637,0.0103806228373702,0.0286864620030196,0.0273534587311757,-0.00960020987218357,"2007-07","2007-Q3",225800,-0.0947741364038973,"2005-12"
2017-09-30,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",29,178100,-0.00613839285714286,-0.0460632029994644,-0.0208905992303463,0.0309824839096491,0.00227411624088325,"2017-04","2017-Q2",192400,-0.0743243243243243,"2016-06"
2017-09-30,91685,"77036","TX","Houston","Harris","Houston",30,114100,0.0420091324200913,0.0604089219330855,-0.00349344978165939,0.110698983273429,0.0295173294633477,"2016-08","2016-Q3",117600,-0.0297619047619048,"2016-07"
2017-09-30,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",31,172900,0.0111111111111111,0.024896265560166,0.0887909319899244,0.141526578576426,0.00628476326316552,"2017-09","2017-Q3",172900,0,"2017-09"
2017-09-30,61803,"10463","NY","New York","Bronx","New York",32,489200,0.00949236483697895,0.00907590759075908,0.0811049723756906,0.0537103030179615,0.010015139452598,"2008-11","2008-Q4",560400,-0.127052105638829,"2008-06"
2017-09-30,84630,"60629","IL","Chicago","Cook","Chicago",33,159100,0.0082382762991128,0.0056890012642225,0.0277777777777778,0.0621326110811218,-0.0351298345834299,"2006-08","2006-Q3",233300,-0.318045435062152,"2003-05"
2017-09-30,84627,"60625","IL","Chicago","Cook","Chicago",34,266600,0.00263256863482512,0.0102311481621826,0.0475442043222004,0.0584310079437447,-0.0148737445708065,"2007-10","2007-Q4",309700,-0.139166935744269,"2004-09"
2017-09-30,62017,"11206","NY","New York","Kings","New York",35,678800,0.0263078318717871,0.0716766656141459,0.254945461268257,0.116525374695568,0.065684039854528,"2017-09","2017-Q3",678800,0,"2017-09"
2017-09-30,62040,"11230","NY","New York","Kings","New York",36,846200,0.00822113666150363,0.0111124387620982,0.0833440020483933,0.0995498638181762,0.0332373140313518,"2017-09","2017-Q3",846200,0,"2017-09"
2017-09-30,62020,"11209","NY","New York","Kings","New York",37,819300,0.0180168986083499,0.110764642082429,0.299651015228426,0.105986957965561,0.046370621662047,"2017-09","2017-Q3",819300,0,"2017-09"
2017-09-30,62012,"11201","NY","New York","Kings","New York",38,1165400,0.00821870404014188,0.046985895247507,0.25231033741672,0.131987143987739,0.0947802982142523,"2017-09","2017-Q3",1165400,0,"2017-09"
2017-09-30,92551,"78613","TX","Austin","Williamson","Cedar Park",39,274900,0.00365096750638919,0.00806747341400807,0.0634429400386847,0.0809170741098453,0.0325787518102507,"2017-09","2017-Q3",274900,0,"2017-09"
2017-09-30,62023,"11212","NY","New York","Kings","New York",40,399800,0.0005005005005005,0.00908632004038364,0.125246270757107,0.0723820668439779,0.00978641437857952,"2017-09","2017-Q3",399800,0,"2017-09"
2017-09-30,74126,"37042","TN","Clarksville","Montgomery","Clarksville",41,126300,0.00238095238095238,0.0128307939053729,0.0193704600484262,0.0106232995094397,0.0144685851274988,"2017-09","2017-Q3",126300,0,"2017-09"
2017-09-30,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",42,320500,0.00817867253853413,0.0104035308953342,0.0508196721311475,0.0832241246129208,0.0342326025935551,"2017-09","2017-Q3",320500,0,"2017-09"
2017-09-30,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",43,244200,0.00287474332648871,0.0132780082987552,0.0710526315789474,0.106842088031182,-0.000367805228812856,"2006-04","2006-Q2",259400,-0.0585967617579029,"2005-11"
2017-09-30,92271,"78130","TX","San Antonio","Comal","New Braunfels",44,200100,0.00200300450676014,0.00856854838709677,0.0604133545310016,0.0628965898019613,0.0305503212476554,"2017-09","2017-Q3",200100,0,"2017-09"
2017-09-30,62025,"11214","NY","New York","Kings","New York",45,659500,0.00319440219044722,0.00825561840697141,0.115527740189445,0.0771566544527957,0.0394726599329771,"2017-09","2017-Q3",659500,0,"2017-09"
2017-09-30,92481,"78521","TX","Brownsville","Cameron","Brownsville",46,72700,0.00275862068965517,0.0153631284916201,0.0866965620328849,0.0271064560104375,0.0328918880991602,"2017-09","2017-Q3",72700,0,"2017-09"
2017-09-30,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",47,220700,0.0114573785517874,0.0322731524789523,0.112960161371659,0.103136861437156,0.0116304240657841,"2017-09","2017-Q3",220700,0,"2017-09"
2017-09-30,70874,"30096","GA","Atlanta","Gwinnett","Duluth",48,205400,0.00735654732712114,0.0244389027431421,0.0782152230971129,0.107458529915842,0.0113382592888223,"2017-09","2017-Q3",205400,0,"2017-09"
2017-09-30,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",49,254100,0,0.000393700787401575,0.0237711522965351,0.023715420382751,-0.00445404742207178,"2007-03","2007-Q1",266300,-0.0458129928651896,"2005-11"
2017-09-30,97711,"94501","CA","San Francisco","Alameda","Alameda",50,915700,0.000655666047426511,-0.00424097433666812,0.0352741661955907,0.1135567713093,0.0334906575195297,"2017-06","2017-Q2",919600,-0.00424097433666812,"2017-04"
2017-09-30,60545,"07030","NJ","New York","Hudson","Hoboken",51,772300,0.00337793945693127,0.0144489688690398,0.106605530878349,0.0997421376524845,0.0442476349080216,"2017-09","2017-Q3",772300,0,"2017-09"
2017-09-30,84621,"60619","IL","Chicago","Cook","Chicago",52,144300,0.00417536534446764,0.00347705146036161,0.0433839479392625,0.0332990937144979,-0.0198300092023859,"2007-09","2007-Q3",176300,-0.181508791832104,"2005-02"
2017-09-30,89925,"73099","OK","Oklahoma City","Canadian","Yukon",53,157800,0.0019047619047619,0.000634115409004439,-0.00189753320683112,0.0249591533745899,,"2016-11","2016-Q4",158500,-0.00441640378548896,"2016-07"
2017-09-30,97565,"94110","CA","San Francisco","San Francisco","San Francisco",54,1378100,0.00386072261072261,0.0215715344699778,0.10309773473145,0.126165051731312,0.0531585491837532,"2017-09","2017-Q3",1378100,0,"2017-09"
2017-09-30,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",55,333800,0.00572461584814703,0.0121285627653123,0.0483668341708543,0.0663464036290211,0.0172231233436664,"2017-09","2017-Q3",333800,0,"2017-09"
2017-09-30,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",56,190800,-0.000523834468308015,-0.013953488372093,0.100980957876515,0.112428404569062,0.038398070282996,"2017-07","2017-Q3",193700,-0.0149716055756324,"2017-06"
2017-09-30,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",57,1066600,0.0148430066603235,0.0287422839506173,0.0850457782299084,0.108037689540302,0.0322792540609962,"2017-09","2017-Q3",1066600,0,"2017-09"
2017-09-30,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",58,337200,0.00327283546563523,0.0181159420289855,-0.0351931330472103,0.068421663897277,-0.00454051102576447,"2006-08","2006-Q3",401900,-0.160985319731276,"2005-08"
2017-09-30,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",59,365500,0.00191885964912281,0.0181058495821727,-0.0177371674281107,0.0751623673232278,0.0031737176185187,"2017-01","2017-Q1",376800,-0.0299893842887473,"2016-04"
2017-09-30,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",60,158500,0.00443599493029151,0.0147247119078105,0.140287769784173,0.0724948580487863,0.0193941858744089,"2017-09","2017-Q3",158500,0,"2017-09"
2017-09-30,91889,"77379","TX","Houston","Harris","Tomball",61,233200,0.0156794425087108,0.0552036199095023,0.0457399103139013,0.0583780075617972,0.0232031809822726,"2016-03","2016-Q1",234300,-0.00469483568075117,"2016-02"
2017-09-30,62088,"11377","NY","New York","Queens","New York",62,589900,0.0332807847258714,0.117870001895016,0.335219556360344,0.175342741278093,0.0682584661045793,"2017-09","2017-Q3",589900,0,"2017-09"
2017-09-30,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",63,408700,0.00689825080068983,0.0204744069912609,0.116361649822453,0.122829543387304,-0.00366846116088149,"2007-04","2007-Q2",431500,-0.0528389339513326,"2006-07"
2017-09-30,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",64,276700,0.0043557168784029,0.0199041651308515,0.06546014632268,0.129822022386686,0.00451944557706119,"2006-03","2006-Q1",327500,-0.155114503816794,"2005-05"
2017-09-30,62044,"11234","NY","New York","Kings","New York",65,560400,0.00268384326355341,0.00340196956132498,0.103366804489073,0.0601334377878335,0.0150795556453707,"2017-09","2017-Q3",560400,0,"2017-09"
2017-09-30,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",66,445500,0.00405679513184584,0.00677966101694915,0.0489757475865317,0.087937078998668,-0.00245802282088858,"2006-11","2006-Q4",482600,-0.0768752590136759,"2005-11"
2017-09-30,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",67,423400,0.00522317188983856,0.0131610433117971,0.0667674477198287,0.103376577860915,-0.00401929085537189,"2006-09","2006-Q3",458700,-0.0769566165249618,"2005-11"
2017-09-30,62018,"11207","NY","New York","Kings","New York",68,374300,0.00133761369716426,0.00106980476063118,0.0487531521434576,0.058414467654833,0.00104795994052553,"2017-09","2017-Q3",374300,0,"2017-09"
2017-09-30,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",69,225100,0.00178015131286159,0.00986989681471512,0.0801343570057582,0.0879251081842403,0.0403216326139886,"2017-09","2017-Q3",225100,0,"2017-09"
2017-09-30,84619,"60617","IL","Chicago","Cook","Chicago",70,118800,0.00763358778625954,0.00592718035563082,0.035745422842197,0.0158809586113515,-0.0289696317447612,"2007-03","2007-Q1",163800,-0.274725274725275,"2003-11"
2017-09-30,76953,"44035","OH","Cleveland","Lorain","Elyria",71,93200,0,0.00865800865800866,0.0390189520624303,0.0279499662698539,-0.0166153345267951,"2006-09","2006-Q3",114600,-0.18673647469459,"2000-03"
2017-09-30,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",72,199100,0.00100553041729512,0.00759109311740891,0.0257599175682638,0.0241579536661944,-0.00714449637168946,"2007-09","2007-Q3",213900,-0.0691912108461898,"2006-03"
2017-09-30,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",73,70900,0.00282885431400283,-0.00561009817671809,0.0582089552238806,0.0370787865559656,0.00272008563214521,"2009-03","2009-Q1",74100,-0.0431848852901484,"2008-10"
2017-09-30,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",74,199600,0.00554156171284635,0.0262210796915167,0.100330760749724,0.0898762001226561,0.0112353237090483,"2005-07","2005-Q3",201400,-0.00893743793445879,"2005-02"
2017-09-30,92617,"78704","TX","Austin","Travis","Austin",75,520400,0.00385802469135802,0.00560386473429952,0.0542949756888169,0.0921553764939724,0.0571211172219719,"2017-04","2017-Q2",525000,-0.00876190476190476,"2017-04"
2017-09-30,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",76,616800,-0.00242600679281902,0.00260078023407022,0.0726956521739131,0.0831578931303973,0.00601463544225922,"2006-06","2006-Q2",641800,-0.0389529448426301,"2006-01"
2017-09-30,61148,"08701","NJ","New York","Ocean","Lakewood Township",77,296000,-0.00134952766531714,-0.0073775989268947,-0.0345727332028702,0.0522084961811604,0.0028133159538053,"2006-03","2006-Q1",319300,-0.0729721265267773,"2005-04"
2017-09-30,95048,"85710","AZ","Tucson","Pima","Tucson",78,166800,0.00785498489425982,0.0145985401459854,0.0845253576072822,0.0563682959505065,-0.0150434988212497,"2006-05","2006-Q2",204600,-0.18475073313783,"2005-05"
2017-09-30,87074,"66062","KS","Kansas City","Johnson","Olathe",79,230900,0.00217013888888889,0.00217013888888889,0.0396217919855921,0.0471404115062608,0.016937850152738,"2017-09","2017-Q3",230900,0,"2017-09"
2017-09-30,92654,"78745","TX","Austin","Travis","Austin",80,277000,0.00289645184648805,0.00910746812386157,0.0816087465833659,0.108100239058291,0.0534923509183338,"2017-09","2017-Q3",277000,0,"2017-09"
2017-09-30,98325,"95630","CA","Sacramento","Sacramento","Folsom",81,505900,0.000197706603400554,0.00317271465397581,0.0594764397905759,0.0834883737928596,0.0120030790048573,"2006-01","2006-Q1",528900,-0.0434864813764417,"2005-08"
2017-09-30,96545,"91910","CA","San Diego","San Diego","Chula Vista",82,494700,0.00161976108523993,0.021896302416856,0.0872527472527473,0.0879243041595392,0.00142612149723487,"2006-05","2006-Q2",546300,-0.0944535969247666,"2004-10"
2017-09-30,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",83,863700,0.00360213804322566,0.00582275532782113,0.063800960709447,0.104648685924148,0.0327441321484698,"2017-09","2017-Q3",863700,0,"2017-09"
2017-09-30,61790,"10314","NY","New York","Richmond","New York",84,502200,0.00600961538461539,0.031211498973306,0.146837177437771,0.0675436767317414,0.019796934094914,"2017-09","2017-Q3",502200,0,"2017-09"
2017-09-30,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",85,241800,-0.00861008610086101,-0.0446463848281312,0.038659793814433,0.0281129731052732,-0.00802911032633091,"2007-09","2007-Q3",262100,-0.0774513544448684,"2006-07"
2017-09-30,97764,"94558","CA","Napa","Napa","Napa",86,614000,0.000814995925020375,-0.0042166720726565,0.0484972677595628,0.110170130825218,0.0061474671663333,"2006-02","2006-Q1",621600,-0.0122265122265122,"2005-09"
2017-09-30,62026,"11215","NY","New York","Kings","New York",87,1225700,0.00590890439064423,0.0226950354609929,0.244365482233503,0.124628692552951,0.0814634875564435,"2017-09","2017-Q3",1225700,0,"2017-09"
2017-09-30,99534,"98052","WA","Seattle","King","Redmond",88,797000,0.00758533501896334,0.0285198090076139,0.188133571854502,0.132355043335363,0.0418381705471116,"2017-09","2017-Q3",797000,0,"2017-09"
2017-09-30,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",89,330400,0.00947143293614421,0.0178681454097351,0.0539074960127592,0.0882193089430909,0.0154269778271987,"2017-09","2017-Q3",330400,0,"2017-09"
2017-09-30,71864,"32210","FL","Jacksonville","Duval","Jacksonville",90,120400,0.00333333333333333,0.00837520938023451,0.136921624173749,0.115203728785783,-0.0168489409347511,"2007-05","2007-Q2",145400,-0.171939477303989,"2005-07"
2017-09-30,60081,"06010","CT","Hartford","Hartford","Bristol",91,174400,0.00287521564117309,0.00809248554913295,0.00229885057471264,0.00359346228871282,-0.0215272837839117,"2007-04","2007-Q2",219200,-0.204379562043796,"2004-05"
2017-09-30,62032,"11221","NY","New York","Kings","New York",92,1005300,-0.00337067512640032,-0.0166291695197105,0.0690131858783496,0.187736382697085,0.0802667188192572,"2017-06","2017-Q2",1022300,-0.0166291695197105,"2017-05"
2017-09-30,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",93,211400,0.00858778625954199,0.0173243503368624,0.0730964467005076,0.142286614725858,,"2017-09","2017-Q3",211400,0,"2017-09"
2017-09-30,84612,"60610","IL","Chicago","Cook","Chicago",94,273900,0.0136935603256847,0.0494252873563218,0.132286068623398,0.0567914666859994,-0.00101656400076056,"2008-02","2008-Q1",283200,-0.0328389830508475,"2007-07"
2017-09-30,71005,"30281","GA","Atlanta","Henry","Stockbridge",95,149200,0.00201477501678979,0.0170415814587594,0.0749279538904899,0.10935659991758,-0.00335546496238881,"2006-12","2006-Q4",157800,-0.0544993662864385,"2005-07"
2017-09-30,95804,"89108","NV","Las Vegas","Clark","Las Vegas",96,179000,0.0130164119977363,0.0388856645385955,0.130050505050505,0.169267358080625,-0.0248848380108054,"2006-06","2006-Q2",249300,-0.281989570798235,"2004-08"
2017-09-30,92336,"78240","TX","San Antonio","Bexar","San Antonio",97,168900,-0.00412735849056604,-0.00353982300884956,0.0503731343283582,0.0560335994110994,0.0139153491875768,"2017-07","2017-Q3",170300,-0.00822078684674104,"2017-06"
2017-09-30,94820,"85225","AZ","Phoenix","Maricopa","Chandler",98,240000,0.00376411543287327,0.0147991543340381,0.069995541685243,0.108028406964895,0.00219288440056786,"2006-03","2006-Q1",257600,-0.0683229813664596,"2005-10"
2017-09-30,91926,"77433","TX","Houston","Harris","Cypress",99,223700,0.0145124716553288,0.055188679245283,0.0433768656716418,0.0525036710202578,0.026450641954082,"2016-04","2016-Q2",229400,-0.0248474280732345,"2015-12"
2017-09-30,58669,"02169","MA","Boston","Norfolk","Quincy",100,386700,0.00181347150259067,0.00129466597617815,0.0417564655172414,0.0670836655592502,0.0174404761380544,"2017-02","2017-Q1",387000,-0.000775193798449612,"2017-02"
2017-09-30,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",101,202200,0.00597014925373134,0.0104947526236882,0.0385208012326656,0.0997378554742945,-0.00943228571370003,"2006-01","2006-Q1",272900,-0.259069256137779,"2005-01"
2017-09-30,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",102,142500,-0.00279916025192442,-0.00279916025192442,0.0222381635581062,0.0231371703073417,0.0123820397650798,"2017-07","2017-Q3",143300,-0.00558269364968597,"2017-06"
2017-09-30,97431,"93722","CA","Fresno","Fresno","Fresno",103,227000,0.00309323906319046,0.00665188470066519,0.0637300843486411,0.0985218316088159,-0.0132535138113951,"2006-04","2006-Q2",307600,-0.262028608582575,"2004-09"
2017-09-30,79040,"48180","MI","Detroit","Wayne","Taylor",104,92100,0.0143171806167401,0.0395033860045147,0.11501210653753,0.0995652384539045,-0.0165255686642767,"2005-08","2005-Q3",123200,-0.252435064935065,"2000-02"
2017-09-30,92341,"78245","TX","San Antonio","Bexar","San Antonio",105,151700,-0.0078482668410726,-0.00654878847413229,0.0937274693583273,0.0584342757889589,0.0195477176650434,"2017-07","2017-Q3",153800,-0.0136540962288687,"2017-06"
2017-09-30,65133,"17603","PA","Lancaster","Lancaster","Lancaster",106,148500,0.00270087778528022,0.0171232876712329,0.0569395017793594,0.0249256110658431,0.00315159028579703,"2017-09","2017-Q3",148500,0,"2017-09"
2017-09-30,98304,"95608","CA","Sacramento","Sacramento","Carmichael",107,377200,0.00292475405477267,0.00828655439721999,0.0749501282416643,0.0898703235015028,-0.000105982734637466,"2005-12","2005-Q4",444900,-0.152169026747584,"2004-10"
2017-09-30,94890,"85308","AZ","Phoenix","Maricopa","Glendale",108,272400,0.00257637099742363,0.011887072808321,0.0509259259259259,0.0878472488581494,-0.00363407832689155,"2006-01","2006-Q1",317000,-0.140694006309148,"2005-07"
2017-09-30,97740,"94533","CA","Vallejo","Solano","Fairfield",109,350400,0.00863557858376511,0.0266627600351597,0.116634799235182,0.156868771732534,-0.00564276690903709,"2006-04","2006-Q2",425900,-0.177271660014088,"2004-12"
2017-09-30,84613,"60611","IL","Chicago","Cook","Chicago",110,311400,-0.00479386385426654,-0.0185943901670344,0.0449664429530201,0.0288659741406367,0.000612204047974574,"2009-04","2009-Q2",346000,-0.1,"2007-11"
2017-09-30,63776,"14850","NY","Ithaca","Tompkins","Ithaca",111,250900,-0.0114263199369582,-0.0183881064162754,0.0282786885245902,0.0519191023299999,0.0267966376318365,"2017-07","2017-Q3",256600,-0.0222135619641465,"2017-06"
2017-09-30,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",112,207500,-0.00431861804222649,-0.0258215962441315,0.0841170323928945,0.0340658505945661,-0.00841621489078248,"2007-08","2007-Q3",226000,-0.081858407079646,"2006-07"
2017-09-30,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",113,248100,0.0114145943742356,0.0286069651741294,0.103156958648288,0.149347651962612,-0.00258283826124706,"2006-06","2006-Q2",280000,-0.113928571428571,"2005-08"
2017-09-30,93203,"80013","CO","Denver","Arapahoe","Aurora",114,314000,0.00673292722026291,0.0204744881377966,0.094457999302893,0.122623317267487,0.0480423118628601,"2017-09","2017-Q3",314000,0,"2017-09"
2017-09-30,66705,"20906","MD","Washington","Montgomery","Silver Spring",115,328200,0.000914913083257091,0.00244349419670128,0.0301318267419962,0.046405870418611,-0.0155023637390678,"2007-03","2007-Q1",394300,-0.167638853664722,"2005-02"
2017-09-30,74156,"37075","TN","Nashville","Sumner","Hendersonville",116,263800,0.00687022900763359,0.0216886134779241,0.0780547609317532,0.066938248024778,0.0286931339145911,"2017-09","2017-Q3",263800,0,"2017-09"
2017-09-30,62022,"11211","NY","New York","Kings","New York",117,1059800,-0.00254117647058824,-0.0194300518134715,-0.042118582791034,0.106448029105326,,"2016-10","2016-Q4",1106700,-0.0423782416192283,"2016-07"
2017-09-30,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",118,1213700,-0.00434782608695652,-0.0125294931250509,0.0359337657903721,0.120093038509886,0.039826671595897,"2017-06","2017-Q2",1229100,-0.0125294931250509,"2017-05"
2017-09-30,62085,"11373","NY","New York","Queens","New York",119,526800,0.0271007993760967,0.110221285563751,0.350422968469623,0.140336470516824,,"2017-09","2017-Q3",526800,0,"2017-09"
2017-09-30,62093,"11385","NY","New York","Queens","New York",120,648200,0.00950007786949073,0.0228814896638788,0.125151883353584,0.0951354498570938,0.0273309751787321,"2017-09","2017-Q3",648200,0,"2017-09"
2017-09-30,94870,"85281","AZ","Phoenix","Maricopa","Tempe",121,223400,0.00449640287769784,0.0140717203812982,0.0776652194886638,0.106807712860081,-0.00368430067480363,"2006-08","2006-Q3",240400,-0.0707154742096506,"2005-12"
