"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,339950,349950,337000,329975,328500,315000,305000,299900,301000,301000,299000,286250,284925,287500,295805.5,298750,324900,317000,309405,285000,282500,285000,275000,289000,286500,289800,294000,299949.5,329700,328107,329450,299900,299000,299000,319900,315000,312450,299325,329000,350000,365000,365000,375000,387900,356990,349250,373700,374900,361903.5,372400,386250,392000,398000,399000,429000,399999,429450,439000,449500,449000,443000,473850,520000,529450,495000,487264.5,477450,474995,469700,477000,489500,485500,479000,450000,479000,517000,524900,504500,519000,5e+05,524950,532450,520950,514000,499000,5e+05,544000,574950,539000,549011,524950,510000,499000
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168000,170000,175000,179000,184000,189900,199900,204000,205900,2e+05,2e+05,199900,210000,210000,214900,215000,219900,230000,234900,234900,235000,232000,239900,245600,249900,254900,250000,252000,253950,249982.5,250000,255000,252245,254695,254950,255000,249999,250000,260000,265444,265000,265000,274990,275000,279900,279900,279900,279900,279900,284900,286000,289894,291000,299900,3e+05,307850
"Upper West Side","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210000,5125000,5110000,5624500,5300000,5250000,5250000,5250000,5325000,5250000,5600000,5375000,5200000,5470000,5445000,5495000,6025000,6450000,6162500,6075000,6400000,6500000,6650000,6622000,6775000,7050000,7e+06,6594000,6700000,6350000,6525000,6562500,6612500,6562500,6517500,6575000,6562500,6492500,6450000,6250000,6225000,6125000,5990000,5700000,5793500,5887000,5700000
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000,1130000,1199000,1100000,1089000,1199000,1099000,1099000,1032000,1099000,1197000,1125000,1299000,1350000,1350000,1339500,1399000,1339500,1362250,1300000,1357000,1184000,1279000,1350000,1299500,1360000,1389000,1359950,1297000,1487000,1495000,1495000,1475000,1399000,1365000,1349900,1370000,1349900,1389494.5,1495000,1495000,1449000,1399000,1424499.5,1395000,1385000,1395000
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,375000,359000,349900,360000,369000,360000,359000,369900,369000,379000,372450,370000,369450,369900,372500,379000,379000,389000,380000,389000,397000,394000,385000,387500,399900,391500,399000,399000,410000,414500,419000,399499.5,407499.5,415000,429000,445000,445000,459000,475000,475000,499850,517500,5e+05,514900,524500,520000
"Upper East Side","New York","NY","New York","New York",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595000,6583500,6550000,7100000,7420000,7495000,6840750,6550000,6850000,7150000,7372500,7372500,7250000,7850000,7950000,7992500,8412500,7920000,7737500,7795000,7855000,8150000,7950000,7375000,7600000,6600000,6737500,7860000,7907500,7895000,7662500,7850000,7662500,7500000,6950000,6916000,6707500,6595000,6500000,6500000,6500000,6499500
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,140000,145000,135000,134750,140000,149900,150000,150997.5,154000,152000,151000,154394,149975,154900,157000,158000,162750,160000,162900,166700,165000,169900,168995,166450,169000,168950,169999.5,174999,179900,179900,175000,179900,179999.5,185000,185000,185000,184949.5,185000,190000,199000,202700,214990,216000,219999,221250,220000,224998
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,267000,259900,249945,259900,258200,262000,264888,268900,269900,279894,280000,281450,279000,295000,299000,298388.5,3e+05,304000,3e+05,304995,304995,308990,309925,309900,310990,309925,309900,313500,314500,311000,313407.5,319490,319000,315500,316450,318900,319825,314000,320000,323719.5,325000,329000,334400,344777,344900,349900
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297000,299000,299000,305000,299000,299900,314850,329000,325000,329000,323500,327500,319388.5,305000,320000,325000,325000,339000,346000,345250,347000,350000,365000,367000,369000,361300,349000,359500,364900,379450,379450,374950,375000,390000,399000,399900,402500,420000,430000,415000,405000,416500,435000,415000,432450,450000,449500
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",10,369900,369000,359900,354500,349950,349900,339900,332000,329950,324900,330000,329000,324950,319950,320000,325000,326900,320000,320000,312500,305000,319000,307500,303750,312475,339450,336950,333900,339000,337450,344950,345000,345000,354900,359975,371950,372250,360000,369000,364500,375000,386250,389700,375000,369000,363744,367000,373500,370000,375000,389000,414900,408250,409300,410000,420000,425000,416782.5,4e+05,409500,408950,429422.5,449500,457900,448950,448950,435000,450000,462000,455698,469900,469900,474945,497450,499949.5,499000,496000,495000,489900,487000,499000,489900,492450,499000,514995,524950,539900,548500,539900,535000,525000,535000,509900
