"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Paradise","Las Vegas","NV","Las Vegas","Clark",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116873,116886.5,114888,112500,109900,127000,135000,127000,123584,119900,125000,127000,117500,115000,99000,98194,112000,109900,111000
"Upper West Side","New York","NY","New York","New York",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899000,899000,929000,919000,899000,912000,925000,925000,939000,949000,949000,995000,1125000,1099500,1250000,1295000
"Upper East Side","New York","NY","New York","New York",3,599000,582500,580000,579000,599000,599000,599000,625000,599000,599000,599000,590000,595000,550000,599000,599000,599000,599000,599000,599000,599000,599000,619500,599000,605000,599000,597000,599000,599000,599000,599000,599000,6e+05,599000,610000,622500,625000,620000,625000,629000,625000,554500,550000,642000,615000,6e+05,615000,615000,625000,627000,639500,615000,599999,650000,685000,670000,695000,695000,695000,699000,699000,699000,730000,740000,750000,750000,750000,769000,769000,769000,775000,792250,817500,825000,832000,875000,795000,850000,899000,899000,855000,850000,850000,920000,927500,899000,896500,859000,849000,850000,850000,849000,849000
"Williamsburg","New York","NY","New York","Kings",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797000,835000,869000,869000,879000,860000,860000,860000,899500,9e+05,899500,879505,880000,892440,893720,889500,892440,885000,880000,9e+05,9e+05,9e+05,905000,9e+05,899000,899000,890000,9e+05,9e+05,9e+05,895000,896375,904125,908250,908250,903625,892500,924000,908250
"Forest Hills","New York","NY","New York","Queens",5,230000,229000,225000,224500,225000,224000,219000,219000,219000,218888,219000,219000,219000,215000,219000,216500,218944,215000,210000,209750,215000,209000,208000,199900,205000,209000,209000,209000,209000,209000,209250,215000,209000,209000,209000,208000,199999,199900,204999.5,208500,209000,209000,215000,215000,215000,215000,219000,214000,210000,219000,218888,215000,225000,229000,225000,229000,230000,230000,225000,229000,249000,258500,269000,259000,249500,250999.5,250000,249000,252000,250000,269000,259888,261000,269000,259000,269000,268000,269000,272000,279000,279000,279000,279000,289000,289000,289000,292444,296940,299000,308000,299000,294888,288000
"Gramercy","New York","NY","New York","New York",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000,892500,935000,935000,895000,850000,897000,879450,895000,917000,985000,1057500,995000,937000,972500,987500,987500,987500,997000,1017500,1025000,1037500,1025000,1e+06,1025000,997500,1e+06,1070000
"Woodside","New York","NY","New York","Queens",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,269000,269000,269000,275000,279000,315000,302000,317250,318000,299500,318500,299888,319500,337000,319000,342000,326250,342000,357500,342500,320000,329500,320000
"Oak Lawn","Dallas","TX","Dallas-Fort Worth","Dallas",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,152900,154000,156450,158997.5,154900,154650,164900,158000,165000,169900,169900,175000,175000,177250,169900,169900,159000,169900,170000,176900,177949.5,169900,175000,175500,186250,175000,183250,179999.5,179000,184900,179000,179000,199000,182500,180000,179000,185000,199999,204950,215000,214950,195000,189900,192450,202000,217500,220250,217500,222250,239000,220000,220000,219950,217450,209000
"Greater Uptown","Houston","TX","Houston","Harris",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,189900,189900,189400,183400,208000,219000,214950,205000,214900,202450,205950,209000,199250,186000,189900,195000,189450,179000,170950,169450,169000,175000,179495,174950,172500,168000,174450,165450,179000
"Greenwich Village","New York","NY","New York","New York",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195000,1190000,1122500,999999,1145000,1145000,1142500,1199500,1249000,1385000,1337500,1282500,1282500,1260000,1299000,1297000
