"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2017-09-30,"Snell Isle","FL","Tampa","Pinellas","Saint Petersburg",4171,3947,-0.00629405840886203,-0.0152195608782435,-0.0134966258435391,1242
2017-09-30,"Carino Estates","AZ","Phoenix","Maricopa","Chandler",4172,1832,0.00164024056861673,0.0104798676227248,0.0522688110281447,758
2017-09-30,"Cornwall Park","WA","Bellingham","Whatcom","Bellingham",4173,1705,0.00827912477823773,0.0283474065138721,0.109303838646714,858
2017-09-30,"Pheasant Hill","OH","Dayton","Montgomery","Dayton",4174,1516,0.00330906684315023,0.0215633423180593,0.0736543909348442,1039
2017-09-30,"Sagepointe","CA","Bakersfield","Kern","Bakersfield",4175,1323,0.00151400454201363,0.0099236641221374,0.0303738317757009,579
2017-09-30,"West Wareham","MA","Boston","Plymouth","Wareham",4176,1863,-0.00480769230769231,0.00866269626421224,0.0561224489795918,503
2017-09-30,"NoMa","DC","Washington","District of Columbia","Washington",4177,2381,-0.00418235048097031,-0.0120331950207469,0.0643719266875279,488
2017-09-30,"Westlakes","CA","Bakersfield","Kern","Bakersfield",4178,1591,0,-0.00250783699059561,-0.0263157894736842,895
2017-09-30,"Society Hill","NJ","New York","Middlesex","Piscataway Township",4179,2423,0.00289735099337748,0.00832292967124428,-0.00123660346248969,857
2017-09-30,"Glen Elder","CA","Sacramento","Sacramento","Sacramento",4180,1395,0.0116026105873822,0.0318047337278107,0.0958366064414768,815
2017-09-30,"West Hills","WA","Spokane","Spokane","Spokane",4181,1264,-0.000790513833992095,0.00556881463802705,0.0675675675675676,721
2017-09-30,"North East","WA","Olympia","Thurston","Olympia",4182,1488,0.00404858299595142,0.0122448979591837,0.0743682310469314,1483
2017-09-30,"Trouville","OH","Columbus","Franklin","Columbus",4183,1129,-0.00265017667844523,-0.00790861159929701,0.0357798165137615,1146
2017-09-30,"Loma Vista","TX","San Antonio","Bexar","San Antonio",4184,910,0.00441501103752759,0.00775193798449612,0.0259301014656144,674
2017-09-30,"Academy Hills Park","NM","Albuquerque","Bernalillo","Albuquerque",4185,1424,0.00921332388377038,0.0318840579710145,0.0348837209302326,1097
