"RegionName","City","State","Metro","CountyName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,,,,,,0.834731543624161,0.851288053462303,0.85171568627451,0.823991031390135,0.881093020622866,0.944105175531015,0.974295190713101,0.875486381322957,0.85710724080208,0.813940820109062,0.90625,0.809040453729961,0.796920289855072,0.812964930924548,0.788602947838409,0.817651061880121,0.837837837837838,0.861895161290323,0.82930200414651,0.833333333333333,0.826972010178117,0.795463882232112,0.852979774587,0.917874396135266,0.856666666666667,0.862110311750599,0.868478260869565,0.861895161290323,0.855272743830252,0.868478260869565,0.852704530087897,1.00118273211118,1,1,0.993988147497805,0.915248226950355,0.917955267889861,0.945454545454545,0.952380952380952,0.982800982800983,0.948730946303762,0.910380343082115,0.895061728395062,0.929590828992467,0.947223120888601,1.02254850550603,0.998126718608999,0.993030301720365,0.948632974316487,0.972309582309582,1.02263788911665,1.00568181818182,0.965447154471545,0.981387474797784,1.03498190591074,1.13995813995814,1.04166666666667,1.04166666666667,1.05826954917142,1.07799767171129,1.07497928748964,1.17278338945006,1.10187338501292,1.05228013029316,1.04176904176904,1.11588411588412,1.06077348066298,1.15909090909091,1.16586179932721,1.14222460903552,1.19501434034417,1.26116157154927,1.25902527075812,1.24491869918699,1.27815866797258,1.31886513729579,1.35979137447405,1.34357749914319,1.49186256781193,1.4286941580756
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,0.745893719806763,0.732367149758454,0.719861231569818,0.719861231569818,0.72671202277649,0.729166666666667,0.72494534186181,0.777951524628616,0.803405409368368,0.763016157989228,0.791855203619909,0.811068702290076,0.783475783475784,0.791855203619909,0.759734093067426,0.756938603868797,0.755208333333333,0.770833333333333,0.771192528735632,0.747572815533981,0.743717843779233,0.761809045226131,0.757575757575758,0.743898809523809,0.756938603868797,0.758103196168338,0.75,0.741363333622911,0.752314814814815,0.758871526218341,0.759878419452888,0.767989496979064,0.764316288477946,0.759734093067426,0.759160939663484,0.777777777777778,0.780891299357208,0.777777777777778,0.780891299357208,0.778325123152709,0.770158838395377,0.772002263162579,0.768608414239482,0.772357723577236,0.781800391389432,0.781257629469038,0.798580301685892,0.789141414141414,0.811784351145038,0.812807881773399,0.820016820857864,0.828640691514008,0.824372759856631,0.824372759856631,0.848632288308843,0.852272727272727,0.84,0.825157555094613,0.90663839841605,0.909810126582278,0.871578947368421,0.885296381832179,0.909090909090909,0.892156862745098,0.884433962264151,0.9375,0.948312874340272,0.906225374310481,0.911854103343465,0.961904761904762,0.881372549019608,0.942873279504665,0.942350332594235,0.875070342069556,0.965996908809892,0.913265306122449,0.955413703943116,0.989345509893455,1.00336322869955,0.966371612656442,1.00842105263158,1.02272727272727,1.05159777527866,1.10664479081214,1.1
"Upper West Side","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00186706497386,4.99654457498272,4.95556729810568,4.94152046783626,4.91803278688525,4.86840365703593,4.91990296449869,4.97574307363877,5.02774329928285,5.06578947368421,4.98301245753114,4.9581589958159,4.94736842105263,4.95229007633588,5,4.94908765070055,5.00438596491228,4.99208860759494,5.08636363636364,5.09885204081633,5.04840940525588,4.98861508810573,4.98301245753114,4.91554543017958,4.55555555555556,4.89210526315789,4.90801393728223,4.8525641025641,4.80781196747651,4.8525641025641,4.84611640238991,4.91431567867419,4.96153846153846,4.90348923533779,4.94839677972666,4.89605263157895,4.89605263157895,4.89210526315789,4.87379361544172
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,,,,,1.55743024010383,1.53958944281525,1.55,1.55,1.52429922591213,1.62659123055163,1.59995614319472,1.54347826086957,1.61781463135899,1.56032654638553,1.56319816800715,1.5638963360143,1.5638963360143,1.61576354679803,1.61576354679803,1.60357142857143,1.63542873460064,1.62054054054054,1.6432153315206,1.65542611894543,1.70612813370474,1.70612813370474,1.695,1.76315789473684,1.72228401928068,1.7037037037037,1.73410404624277,1.72068965517241,1.69230769230769,1.66333333333333,1.70734978113808,1.70630638767148,1.67421836834392,1.72666666666667,1.6883565020211,1.66666666666667,1.695,1.695,1.81005167820112,1.92753623188406,1.91569282136895,1.89873417721519,1.91424196018377,2.10819411296738,1.88245356793744,1.94805194805195,1.91493216157879,1.80007215007215,1.84287439613527,1.86385737439222,1.85785461312204,1.90454545454545,1.93236714975845,1.88345980311731,1.89873417721519,2.04576716268601,2.05982469398418,2.06106870229008,1.98460820895522,1.99545454545455,2.04173913043478,1.99740942028986,1.99916666666667,1.99916666666667,1.94996320824135,1.89244663382594,1.95,1.91903846153846,2.16792842395045,1.98065687175732,2.07455273559393,1.96850393700787,2.11206896551724,2.15019714574828,2.09331932773109,2.12234042553191,2.07916666666667,2.09090909090909,2.186875,2.186875,2.14239271781534
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",5,,,,,,,,,,,0.674915635545557,0.66510172143975,0.66735112936345,0.678733031674208,0.653782894736842,0.653091864904956,0.65367708417454,0.669642857142857,0.668321233973063,0.677035681610247,0.66735112936345,0.66735112936345,0.664767331433998,0.672199041559944,0.651375534188034,0.65066369047619,0.658285714285714,0.65320197044335,0.664715719063545,0.668058455114823,0.676091220371663,0.666071428571429,0.663817663817664,0.660018993352327,0.651243107331469,0.65320197044335,0.616016427104723,0.618626608738925,0.636288998357964,0.643394199785177,0.650547918923799,0.664767331433998,0.661696178937558,0.661111111111111,0.663990254659269,0.662535748331745,0.649350649350649,0.660565052231719,0.663859039377712,0.666324435318275,0.666324435318275,0.666324435318275,0.666324435318275,0.662878787878788,0.671296296296296,0.671296296296296,0.678496868475992,0.677453027139875,0.676716997207365,0.698974836905871,0.704592901878914,0.700431034482759,0.704148302791309,0.694444444444444,0.693731462468629,0.730688935281837,0.732217573221757,0.713775687913619,0.742521367521368,0.7533125798212,0.704148302791309,0.704592901878914,0.719535018265731,0.713552361396304,0.721153846153846,0.721153846153846,0.717659137577002,0.770020533880904,0.769446427238681,0.795392103625974,0.786463298379409,0.796428571428571,0.797448165869219,0.816085952040542,0.857142857142857
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06767586821015,0.927461139896373,0.963714984019552,0.969319017502574,0.962962962962963,0.962419798350137,0.955066921606119,0.946128422231363,1.00044483985765,0.97292863002461,0.937808489634748,0.943424215111912,1.01010101010101,0.995471014492754,1.04166666666667,1.01967799642218,1.02642276422764,1.0319647831843,1.04300082101806,1.04520011724327,1.04951560818084
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",7,,,,,,,0.763829440300029,0.694347522679693,0.794016773784477,0.804924242424242,0.818761384335155,0.784823284823285,0.793718166383701,0.802177858439201,0.790757079548863,0.807162534435262,0.8,0.818639798488665,0.852941176470588,0.828460038986355,0.821752289882113,0.803571428571429,0.850961538461538,0.84200691758253,0.821714285714286,0.840090314322287,0.844131744544116,0.850340136054422,0.852272727272727,0.849443969204448,0.84729586426299,0.848369916733719,0.845708775313404,0.834065934065934,0.835065753918213,0.836201932269348,0.869565217391304,0.797131470458162,0.764072983583155,0.842105263157895,0.822591480459521,0.865934065934066,0.87719298245614,0.880136799651188,0.908987979305003,0.912109742335904,0.938867559860321,0.963718820861678,0.925047438330171,0.898472596585804,0.887096774193548,0.921286605763024,0.926920003994807,0.946969696969697,0.938144329896907,0.960398691375442,0.935310621620687,0.896139705882353,0.944919278252612,0.920934411500449,0.950871783158215,0.967893217893218,0.950871783158215,1.02891326021934,1.03213713931813,1.04181951577403,1.04469854469854,1.02112676056338,1.01754385964912,0.999480249480249,0.99039001071873,0.982419855222337,1.08531298705118,0.994809688581315,1.02597402597403,0.954095409540954,1.08870967741935,1.09751609935603,1.03273794220485,1.03920606666998,1.10462415808601,1.09688581314879,1.10568295114656,1.10253364795675,1.14760914760915
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",8,,,,,,,,,,,,0.766016713091922,0.79931154736494,0.754884547069272,0.745884773662551,0.757517816499697,0.722462203023758,0.744060475161987,0.754884547069272,0.760151685097041,0.743927125506073,0.74927951889223,0.758928571428571,0.802440374902088,0.833333333333333,0.812133072407045,0.817330825143325,0.80639431616341,0.784412955465587,0.8275,0.817992822128851,0.828781512605042,0.819291819291819,0.837053571428571,0.810473815461347,0.802025782688766,0.826670501069509,0.799798792756539,0.77645486935867,0.829236808723889,0.837053571428571,0.82529474812433,0.831579374299551,0.839285714285714,0.862238622386224,0.883997521572894,0.869061413673233,0.888077858880779,0.895979020979021,0.8546759760438,0.848007414272475,0.861344537815126,0.851203296392504,0.869408329214239,0.923416241496599,0.869061413673233,0.896018710400794,0.935523114355231,0.939385188037479,0.907409838935574,0.935,0.935769656699889,0.987535953978907,0.935162094763092,0.960620525059666,0.973668377126256,1.02387387387387,1.04166666666667,1.01670644391408,0.951866151866152,1.00569620253165,1.00743533296643,0.934289204549196,0.939661760064461,0.938172877846791,0.965796074634747,0.963927710843373,0.987669069975408,0.995238095238095,1.01045810729355,1.0452380952381,1.05257009345794,1.05829293087269,1.05946209419019,1.03589204629028
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67146464646465,1.66177572427572,1.80756350567671,1.89988095238095,1.67582417582418,1.69886363636364,1.7844462109168,1.79411764705882,1.99,1.88521303258145,1.81818181818182,1.81470869149952,1.83333333333333,1.89909404659189,1.8663232152794
"Astoria","New York","NY","New York","Queens",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71008403361345,2.72077922077922,2.83333333333333,2.7741935483871,2.75,2.80625,2.78571428571429,2.78571428571429,2.7375,2.82352941176471,2.8,2.80522875816993,2.63636363636364
"North Mountain","Phoenix","AZ","Phoenix","Maricopa",11,,,,,,,,,,0.720620842572062,0.720620842572062,0.71875,0.727966101694915,0.705705705705706,0.666666666666667,0.657142857142857,0.645795036764706,0.679959100204499,0.697369909502262,0.706058682465792,0.692307692307692,0.707121412245204,0.702106318956871,0.710310106251544,0.717151454363089,0.713754073556797,0.710093896713615,0.692076228686058,0.690184049079755,0.720108695652174,0.720620842572062,0.733333333333333,0.720054347826087,0.721132478632479,0.742254901960784,0.748299319727891,0.749462943071966,0.748299319727891,0.7375,0.723180076628352,0.723180076628352,0.721111111111111,0.732,0.733418367346939,0.789583333333333,0.777777777777778,0.757575757575758,0.76875,0.757575757575758,0.769135802469136,0.772916666666667,0.810844155844156,0.741460687382298,0.727668539325843,0.772222222222222,0.775775775775776,0.776221221221221,0.783730158730159,0.808823529411765,0.811478758169935,0.826447876447876,0.816666666666667,0.867428571428571,0.83617747440273,0.865618702136235,0.863506764802497,0.886917960088692,0.9,0.9,0.904976198340175,0.882291666666667,0.906728075845723,0.867708333333333,0.824587912087912,0.875995449374289,0.861199726727262,0.86499162479062,0.908088235294118,0.916666666666667,0.954666666666667,0.961504171561098,0.96171802054155,0.943541965281096,0.937082936129647,0.947712418300654
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",12,,,,,,,,,,,,,,0.879959308240081,0.850327408793265,0.841854934601665,0.846215139442231,0.858732457397435,0.875140449438202,0.876470588235294,0.87719298245614,0.91283863368669,0.920894979383944,0.909842845326716,0.918552036199095,0.914215210355987,0.918753158984196,0.936758893280632,0.976322119059509,0.942247958919798,0.951826069410815,0.944651200959719,0.94163139329806,0.952380952380952,0.964448495897903,0.950570342205323,1.00769493171639,1.00154307524537,1.01658073096601,1.03317072661179,1.02177800182686,1.01449822668252,1.03021978021978,1.01663585951941,1.00840336134454,1.01857241409046,1.02313167259786,1.03734439834025,1.05706267539757,1.05612648221344,1.05175807295623,1.03021978021978,1.03476821192053,1.0373545983835,1.02941176470588,1.03919239904988,1.0573476702509,1.0573476702509,1.06342913776016,1.08095238095238,1.09451219512195,1.10889814072136,1.10234931795243,1.14520837288779,1.14021739130435,1.13665445665446,1.1526743009309,1.16914986853637,1.17142857142857,1.17791411042945,1.15384615384615,1.19924698675681,1.23763940873236,1.20259134308669,1.16379224929094,1.16550722307348,1.18755118755119,1.18544378048986,1.24860724233983,1.24566210045662,1.2514220705347,1.24106400665004,1.26038500506586,1.25433526011561,1.25557103064067
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",13,,,,,,,,,,,,2.33116279069767,2.3062381852552,2.22564102564103,2.22584376863447,2.19442156261345,2.19281663516068,2.2314342565779,2.2881397231308,2.11447756305274,2.07903479036574,2.03125,2.05235250186707,2.19602649006623,2.20459239536157,2.2241935483871,2.2798037362393,2.43478260869565,2.36546184738956,2.39360814623973,2.38525881110151,2.37740805604203,2.44100955896751,2.36305048335124,2.443315089914,2.443315089914,2.3906976744186,2.40601503759398,2.20833333333333,2.23765432098765,2.23164767331434,2.26973684210526,2.30036297640653,2.37413876706031,2.47058823529412,2.4375,2.60826771653543,2.66228049175279,2.68108561733704,2.60118460019743,2.58318739054291,2.5,2.48279069767442,2.60118460019743,2.61695871695872,2.58191627591661,2.57745266781411,2.695,2.51970916624494,2.64245421245421,2.63991552270327,2.61682242990654,2.54211995615537,2.4981604120677,2.41702741702742,2.61172373766686,2.7,2.86666666666667,2.79823455233291,2.92850990525409,2.6775956284153,2.99583333333333,3.13576494427558,2.74866785079929,2.88333333333333,2.82456164135936,2.6625,2.83716283716284,2.9541015625,3.03384615384615,3.04,3,3.0188679245283,3.03185328185328,3.03379926909339
