"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,199000,199900,207900,214900,219900,219900,215000,215000,219000,215000,204000,190250,189700,189900,198250,195950,199900,205000,195000,188950,188900,189900,188500,175000,175500,188000,189900,179900,189900,194500,189900,175000,179000,185000,199900,199900,2e+05,214900,229900,225000,219450,229000,229900,235450,229900,220000,220000,229900,238250,239700,249000,259700,275000,265000,265000,269900,265000,259900,240000,239950,279000,289000,299900,299900,302500,311249.5,299000,295000,309000,309900,309900,306000,315000,319500,332200,349000,348000,339900,349900,349825,349900,350000,349900,339000,369000,379000,384900,385000,379500,369900,375000,374950,375000
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,129900,126000,130000,135000,130000,139900,145000,149700,145949.5,149950,147950,150000,150000,155000,159000,160000,164900,165000,168350,169000,165000,169995,170000,169900,175000,179450,179000,179990,180000,185000,185000,189000,189000,184999.5,187000,185000,187000,190000,191500,196900,195000,199900,2e+05,204999.5,199900,199999,204900,209900,214894,218888,219000,220000,229000,229900,230000
"Upper West Side","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2750000,3140000,3200000,3196500,3272500,3200000,3195000,3300000,3350000,3300000,3472500,3525000,3595000,3652500,3642500,3657500,3525000,3850000,3977500,3810000,3900000,3780000,3762500,3777500,3799500,3780000,3960000,3915000,3967500,3900000,3967500,4100000,3950000,4080000,3995000,3982500,3967500,3992500
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757000,774800,799000,780000,749000,699000,710000,773000,799000,799000,794000,749000,769000,771000,799900,799000,799000,799000,799000,799000,799000,799999,8e+05,895000,869000,869000,950000,899000,925000,998000,1099000,1070000,950000,899900,899900,894500,899949.5,899000,9e+05,894000,888000,870000,889500,899900,945900,979999,998000
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299900,299900,285000,290000,299000,324999,324900,325000,329999,335000,324000,325000,307499.5,294500,329700,334900,337500,349000,349000,340000,347500,349000,349900,350000,360000,359000,361000,359950,369949.5,379900,389000,395000,399497.5,399000,399000,399950,4e+05,4e+05,413900,420000,442500,449850,457000,456500,449000,459000,479000
"Upper East Side","New York","NY","New York","New York",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300000,4097500,3660000,3122500,3350000,3400000,3250000,3575000,3750000,3775000,3500000,3625000,3700000,3750000,3980000,3695000,3695000,4225000,4065000,3747500,3747500,3745000,3750000,3922500,3995000,3875000,3977500,3775000,3950000,3950000,3685000,3685000,3665000,3575000,3564000,3524000,3662500,3655000
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115000,114000,115000,117900,117900,116000,119000,119900,124900,124950,129000,119000,119000,122700,125000,125000,125000,129999,130000,135000,139900,140000,139900,140000,140000,138000,139900,139900,140000,145000,148250,149900,150000,152000,153000,155000,156400,159900,162750,165000,165000,167000,165000,172995,174900,177750
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",8,119000,122500,124650,120900,124900,124900,124900,124900,120900,120505,108900,99000,89900,83700,85000,90000,92100,95000,98500,106694,99900,99000,99900,99999.5,1e+05,109900,114900,118797,120000,127421.5,120000,125000,129900,130000,135000,140000,145000,149900,149990,154200,160000,165000,160000,175000,178995,179000,180000,180000,180000,180000,184900,184900,182600,196500,2e+05,208000,210000,208400,205000,210000,219999,226000,226000,232000,230000,228000,229990,229900,231050,239000,232800,235000,239900,239900,244900,229994.5,240000,245000,240000,240000,244900,247250,249444,245000,250500,251900,251450,251900,258444,264950,268000,266000,276950
"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,250000,249945,249990,259400,264900,260000,270000,285000,289000,266500,269000,270950,287500,285000,290000,290000,289775,295000,299900,299000,309000,3e+05,299000,299000,299900,311950,310000,322500,320000,339000,332500,330000,347500,349000,339900,332500,349450,350000,349950,359999,359000,360000,360000,362450,369500,370000
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437450,429000,434000,425000,425000,425000,429000,434511.5,447000,429500,427343.5,437830,425000,389450,419000,438945,459900,469950,495000,489000,485000,487972.5,479494.5,495500,491101,474495,495500,519000,519000,506000,499999,520000,531950,537467.5,552400,525900,519900,516149,535859,536818,539000,527499.5,575000,550000,549901,550000,549750
