"RegionName","City","State","Metro","CountyName","SizeRank","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Enterprise","Las Vegas","NV","Las Vegas","Clark",1,0.64532782653588,0.707986281234689,0.685483740050558,0.646809571286142,0.689612133904153,0.673817381738174,0.628769491026773,0.632538982053545,0.64437984496124,0.632538982053545,0.632538982053545,0.652173913043478,0.654744822308318,0.660325337744693,0.63471219085139,0.632221495530848,0.632538982053545,0.609059763989341,0.604902897166507,0.613748056924881,0.620993866388089,0.635926337731812,0.604658583280153,0.610453675754697,0.604832464106345,0.603682463024449,0.604658583280153,0.605982465188241,0.623653626024376,0.636414188073857,0.614062020264047,0.624011048785624,0.635912912265574,0.609358719333144,0.622489959839357,0.608695652173913,0.64041906049341,0.620258813029897,0.637148328768636,0.637445657845886,0.62111801242236,0.613496932515337,0.662576687116564,0.648121351210705,0.649350649350649,0.625459657102322,0.641208327388596,0.651416122004357,0.662576687116564,0.662576687116564,0.670307845084409,0.648958647751283,0.695171693500588,0.721062327895733,0.658154060732857,0.734173410732609,0.649965574617018,0.662576687116564,0.62396006655574,0.691937700070938,0.696506550218341,0.657058075455702,0.661865944969217,0.670929799935736,0.71547082695372,0.671406003159558,0.667733488507419,0.666729278409689,0.69061716147235
"Corona Valley","Eastvale","CA","Riverside","Riverside",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796492915984611,0.734715753107746,0.748943641052321,0.747436783900839,0.750827182489183,0.786760716223549,0.78996820606149,0.795853913638723,0.785026245895811,0.766974960523348,0.769332979006112,0.771300016153153
