"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Paradise","Las Vegas","NV","Las Vegas","Clark",1,,,,,,,,0.74107872803525,0.722222222222222,0.711538461538462,0.713512703433498,0.728502415458937,0.740781387181738,0.744927536231884,0.801131008482564,0.78125,0.780729166666667,0.852564102564103,0.858778625954199,0.844907407407407,0.828125,0.791855203619909,0.77281679672984,0.770509977827051,0.783475783475784,0.7996632996633,0.76036866359447,0.780943025540275,0.796972395369546,0.781659388646288,0.777777777777778,0.788472228793112,0.777777777777778,0.78125,0.799285714285714,0.798990748528175,0.784313725490196,0.785549094753535,0.805050505050505,0.802083333333333,0.787484208864091,0.80026455026455,0.796232876712329,0.784862630217245,0.777777777777778,0.785024154589372,0.78125,0.774495677233429,0.77317911557042,0.777716378779277,0.781948168007149,0.783699059561129,0.779673991354467,0.79983164983165,0.825,0.833333333333333,0.818085106382979,0.833333333333333,0.833333333333333,0.831513828238719,0.833333333333333,0.863447273456295,0.897790055248619,0.906862745098039,0.893405600722674,0.952380952380952,0.944718499405999,0.914634146341463,0.922067901234568,0.956832298136646,0.958987783595113,0.97,0.974025974025974,1.01875,0.969045874661858,1.01520086862106,1.03806228373702,0.906225374310481,0.993698956442831,0.977142857142857,0.925925925925926,1.01049257870084,1.00733216044734,1.04437229437229,1.10119047619048,1.10119047619048,1.07986688851913,1.11621281224357,1.14766201804758,1.14766201804758,1.18452380952381,1.15672306322351
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.801282051282051,0.805168986083499,0.913021191688455,0.925925925925926,0.893844867507075,0.927825111974079,0.946745562130177,0.867765799699105,0.978654511979064,0.865800865800866,0.902366863905325,0.758733624454148,0.856854838709677,0.920175154921206,0.843253968253968,0.909763313609467,0.944196428571429,0.938511326860841,0.943905070118662,0.954480424658615,0.961977186311787
"Upper West Side","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06807866868381,5.23114355231144,5.2329140305005,5.20769230769231,5.20576131687243,5.20111731843575,5.12849591619399,5.15578635014837,5.17156862745098,5.24096315404755,5.29714290026564,5.24390243902439,5.23952095808383,5.24166666666667,5.21978021978022,5.22307692307692,5.22476656095842,5.23513753327418,5.25382755842063,5.2527343481381,5.2440776562938,5.27182866556837,5.2726473175022,5.27240773286468,5.2,4.71204188481675,5.15007898894155,5.11320915926179,5.05709665227116,5,4.976,5.01433716686179,5.18741633199464,5.21651964715317,5.16530054644809,5.19471488178025,5.15327695560254,5.16038249712522,5.12618296529968,5.08349514563107
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",4,,,,,,,,,,,,,,,,1.50107219442459,1.55555555555556,1.55743024010383,1.53958944281525,1.59157568555412,1.5638963360143,1.55625,1.56576200417537,1.5927750410509,1.62054054054054,1.63427377220481,1.66203213141664,1.65481832543444,1.61815204366929,1.64714494875549,1.73333333333333,1.72222222222222,1.76146821631879,1.71052631578947,1.8027224966105,1.76666666666667,1.77286634460547,1.76315789473684,1.72068965517241,1.68444960212202,1.67214585593602,1.68269230769231,1.70674941815361,1.67647058823529,1.68589174800355,1.6883565020211,1.70086393088553,1.69963897763578,1.72025862068966,1.75874049945711,1.81534090909091,1.84307692307692,1.89873417721519,1.89991653915705,1.95387021110242,1.82102219994803,1.88920454545455,1.85137780284868,1.80007215007215,1.82967398536261,1.86353246078102,1.92307692307692,1.95338753387534,1.991875,1.95319264069264,1.96037888839746,2.04325272428721,2.03646170654001,2.04770030879246,1.99545454545455,1.99545454545455,2.04105090311987,2.00299401197605,2.05,1.99522727272727,2.1,1.99,1.99285714285714,2.07142857142857,2.08276515151515,1.9811320754717,1.96666666666667,2.05521472392638,2.11664054336468,2.195,2.13775510204082,2.1875,2.1597923681257,2.1816976127321,2.23430086208817,2.25520833333333,2.195
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",5,,,,,,,,,,,,,,,,,,,0.622353937341236,0.642868200339465,0.662168227105314,0.650749063670412,0.640394088669951,0.65625,0.689372119815668,0.68,0.67524143680956,0.66735112936345,0.66735112936345,0.674376299376299,0.677392040643522,0.652400835073069,0.645342312008979,0.655214684756584,0.659498944382665,0.675675675675676,0.670840787119857,0.670840787119857,0.675675675675676,0.675698560541914,0.668906536346976,0.64945352492881,0.65206299494009,0.637813211845103,0.635055038103302,0.635055038103302,0.635055038103302,0.644468313641246,0.648693265687166,0.644067796610169,0.642437591776799,0.654450261780105,0.649350649350649,0.640394088669951,0.643336022744736,0.643451930355791,0.652173913043478,0.654349499615088,0.657894736842105,0.657199471598415,0.653363007030284,0.665555555555556,0.664282531194296,0.664715719063545,0.665555555555556,0.645878981965279,0.694315004659832,0.700189035916824,0.689881744404886,0.68199387298691,0.678496868475992,0.686420045924301,0.722222222222222,0.735340729001585,0.734119875901444,0.742521367521368,0.744820888489524,0.718685831622177,0.720975632702982,0.734119875901444,0.718685831622177,0.714812989475272,0.728021978021978,0.72294776119403,0.759734093067426,0.776333770484577,0.805585392051557,0.810058474056925,0.818619655891554,0.807111111111111,0.833333333333333,0.875892857142857
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10664479081214,1,1.04247104247104,1.02676864244742,1.07913669064748,1.0191753900681,0.963658125634265,0.974047499650138,1.03280680437424,0.993405439658064,0.94831223628692,0.957854406130268,1.02669020111254,1.00783874580067,1.06100795755968,1.04407593732959,1.08695652173913,1.09489051094891,1.11219946571683,1.12040568267457,1.12413194444444
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",7,,,,,,,,,,,,,,1.02741277590484,1.00674781307551,1.0310570011137,1.02713567839196,0.973654066437572,1.00182149362477,0.995167059036581,0.898698592435323,0.863213811420983,0.861904761904762,0.858632380221327,0.87596048298573,0.929394812680115,0.924910607866508,0.887423043095866,0.928057553956835,0.941485371342836,0.910880604917189,0.922190201729107,0.932573599240266,0.941659457926683,0.929956896551724,0.9375,0.934518241347053,0.930585317460317,0.933409658384745,0.918390804597701,0.909090909090909,0.914522058823529,0.93143596377749,0.946969696969697,0.905914491289536,0.882575757575758,0.935294117647059,0.989672977624785,0.988467874794069,0.983606557377049,0.996420047732697,0.964712578258395,0.987801188859023,0.985576923076923,0.990384615384615,0.956900345373872,0.946875937593759,0.946969696969697,0.952,0.960620525059666,1.02513227513228,0.992949471210341,1.09463276836158,1.06147540983607,1.03851322751323,1.04972375690608,1.07663620481118,1.06359649122807,1.08880778588808,1.03746397694524,1.12903225806452,1.14302461899179,1.16131737612766,1.16038646125074,1.16580310880829,1.0832208207933,1.09222176726141,1.09049422861821,1.13851992409867,1.1313789359392,1.11493292286324,1.15258511979823,1.02813852813853,1.1382317160858,1.17941712204007,1.17573195889036,1.16612641815235,1.18708985313315,1.18670886075949,1.19648737650933,1.19926199261993,1.29909706546275
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",8,,,,,,,,,,,,,,,,0.778732545649839,0.805330243337196,0.786551095346339,0.776778413736713,0.763554079369365,0.755714285714286,0.776970644579671,0.808878115545949,0.759007859456958,0.786838340486409,0.79091726618705,0.790065345493122,0.785063620589936,0.795101489188087,0.793804453049371,0.847560975609756,0.912951122477977,0.873936764412527,0.867287543655413,0.868055555555556,0.845691382765531,0.872617853560682,0.863961813842482,0.863961813842482,0.863961813842482,0.85985401459854,0.856289936834296,0.857449088960343,0.843208288190683,0.832638888888889,0.811211340206186,0.833742230945371,0.839662977867203,0.831390080407737,0.829979879275654,0.846428571428571,0.869061413673233,0.878509012300572,0.872934800906215,0.876261285183218,0.861344537815126,0.860982932215707,0.863840585739246,0.902547065337763,0.877399341031377,0.935472309729261,0.935472309729261,0.911458333333333,0.933452840595698,0.960591133004926,0.963541666666667,0.943570767807586,0.972877358490566,0.968454223794781,1.01185050136737,0.968292682926829,0.996420047732697,0.991622481442206,1.04636920384952,1.05997210599721,1.05765765765766,1.00103092783505,1.01022668029112,1.0125,0.998913043478261,0.991902834008097,0.987229484822282,1.01139240506329,0.980885311871227,1.01317063211465,1.04881266490765,1.09605911330049,1.11519278940777,1.12664277180406,1.13756613756614,1.13734290843806,1.10138248847926
"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",9,,,,,,,,,,,,,,,,,,,,,1.45694444444444,1.5125,1.45422535211268,1.33851468048359,1.33165829145729,1.3039934800326,1.39017608897127,1.37510439965229,1.4089552238806,1.43544444444444,1.36505460218409,1.36612105109204,1.28821331521739,1.33691756272401,1.33691756272401,1.39781271360219,1.38997365396603,1.3405017921147,1.32133152173913,1.32133152173913,1.30465949820789,1.3953488372093,1.44181256436663,1.44181256436663,1.43888888888889,1.42997076023392,1.52,1.69174041297935,1.66840458811262,1.7,1.721,1.64201680672269,1.60555555555556,1.67579411764706,1.64246768893757,1.69319895790484,1.7,1.72813636363636,1.71274509803922,1.767,1.75,1.7,1.6189111747851,1.65441176470588,1.66053921568627,1.72233893557423,1.73039215686275,1.775,1.75,1.68539325842697,1.7487684729064,1.92307692307692,1.86190476190476,1.92857142857143,1.85954157782516,1.939,2.10694690265487,1.8768401129604,1.77678571428571,1.91648883644641,1.9047619047619,1.73529411764706,1.81862745098039,1.80723426946321,1.89521241830065,2.05555555555556,1.99134199134199,1.98717948717949,1.9046835839599,1.93073017408124,2.08758467023173,2.05357142857143
"Astoria","New York","NY","New York","Queens",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72727272727273,2.66666666666667,2.75,2.78129395218003,2.75735294117647,2.81832167832168,2.875,2.85,2.88435828877005,2.81120867768595,2.875,2.81818181818182,2.84731934731935,2.75
