"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"New York","NY","New York","Queens",1,549990,549000,550000,549900,549000,549000,545300,545000,540000,529945,529000,525000,520000,515000,519000,499997,503000,510000,509000,509000,5e+05,5e+05,510000,509000,499995,5e+05,499999,5e+05,519000,519000,519000,510000,509000,499000,525000,525000,529000,529000,529900,539000,539000,539000,545000,549000,550000,555000,559000,575000,575000,569000,569000,589999,599000,625000,629000,629000,629000,629000,599000,599900,619000,599000,619000,659000,679000,649000,659900,689000,699000,720000,765000,779000,799000,798000,780000,835000,825000,849000,840000,829000,824900,825000,829000,819000,8e+05,799000,839000,858000,885000,899000,899000,899000,899000
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,399000,375000,382450,378850,375000,350000,349900,350000,350500,350000,349000,333950,325000,319900,325000,318500,325000,319900,309000,319900,319000,325000,330000,329000,329000,328990,339900,335990,340000,349900,349900,349900,348450,360000,375000,379000,390000,399000,410000,435000,449900,450000,475000,499000,499900,5e+05,499999,499900,496500,499000,499000,525000,529700,549999,550000,580000,595000,580000,570000,589000,590000,599000,599900,660000,655000,688000,699000,7e+05,702500,7e+05,7e+05,704477.5,719900,720000,704894,699000,720000,735000,749000,750000,767000,755444,759900,750000,795000,797000,799000,815000,8e+05,799450,799990,815000,799995
"Chicago","IL","Chicago","Cook",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,154950,149000,149900,157500,155000,167499,188000,185000,179900,189900,185000,180000,169000,151295,152500,164900,170000,179900,184000,185000,195000,190000,195000,190000,184900,179900,179000,189000,199900,209250,2e+05,199900,198500,195000,192500,189900,185000,179900,189000,199900,201450,215000,219900,215000,214949.5,218950
"Philadelphia","PA","Philadelphia","Philadelphia",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,174900,174900,169700,174500,155000,159900,164900,159900,174700,179000,172000,174900,179900,174900,179900,173999,164950,160000,164950,165000,169900,169900,169900,160000,170000,169000,165000,169000,169000,169925,169900,179000,169900,169900,165000,164950,159900,159400,156000,159900,160000,169399,169900,178000,172000,169900,169798,169000,169900,174000,169900,169349,175000,175000,180000,189900,199000,214950,198944,199900,224500
"Phoenix","AZ","Phoenix","Maricopa",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160912,169000,167950,164800,167000,169500,172400,169500,165000,169000,175000,169000,159900,167200,165450,169000,175000,175000,172250,175000,179975,179900,189900,198450,2e+05,214900,214950,217500,240000,234500,232000,234950,229000,224000,224900,229000,229000,232500,224900,242000,239000,249900,277450,275000,272500,287500,280000
"Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,175000,175000,179000,185000,189500,195000,195000,199900,198000,198000,199000,199999,199000,195000,190000,173900,175444,190000,189900,195000,199900,189900,199000,195000,195000,199000,199949.5,199999.5,204950,215000,221758,229999,229499.5,229945,224950,229999,229000,235000,235000,235000,239000,245000,249900,249900
"San Diego","CA","San Diego","San Diego",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839000,825000,796500,849750,874500,849250,824950,799000,750000,799900,899000,799500,750000,849000,954950,1100000,1177450,1012950
"San Francisco","CA","San Francisco","San Francisco",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695000,1650000,1399000,1495000,1649000,1750000,1795000,1770000,1749000,1697500,1769000,1849000,1849000,1972000,1798500,1895000,1922000,2250000,2250000,2195000,1998000,1996500,1998000,1999000,1998000,1987500,1999999.5,1995000,1995000,1995000,1995000,1960000,1895000,2225000
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119950,115000,118950,115000,118950,111950,119900,110000,125000,128000,118500,124950,128250,129000,145000,149900,138500,150000,150000,147000,140000,135000,134750,135000,135000,130000,136140,147500,150000,152750,164900,150500,165000,172000,182500,184700,179900,175000,169900,175000,179500,169900,183500,168000,167900
"El Paso","TX","El Paso","El Paso",10,,,,,,,,,,,,,,148875,144000,130000,130000,140000,142499.5,139950,140000,130000,125000,139950,144999,150000,152000,150000,150000,142500,143750,146350,147850,148000,148500,143750,149725,159500,155000,158000,156500,150000,164800,159000,149950,143000,146000,139900,132450,141500,139900,151000,155000,148925,147975,143900,139995,140000,144425,140000,135000,129000,129950,126500,139838.5,140000,153997.5,144900,135000,134900,134900,124950,119900,119900,139900,139500,139975,161500,159900,159900,139900,143000,131000,139700,154900,154900,152500,139000,149900,149000,145000,159000,141450
