"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"New York","NY","New York","Queens",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838000,849000,849000,799000,850000,875000,895000,888000,872000,949000,972500,975000,1020000,1050000,1e+06,995000,999000
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,419000,412000,425000,439000,450000,459900,469000,470000,469000,465000,465000,450000,439000,430000,450000,479000,499000,507444,510000,519995,525000,524900,520000,515000,524950,520000,535000,529925,545000,547500,549999,554000,559000,565000,579500,579900,575000,580000,589000,595000,599999,615000,6e+05,615000,599000,6e+05
"Chicago","IL","Chicago","Cook",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157500,149900,140000,151400,169000,179900,187450,193000,189000,185000,185000,179000,169900,164500,156460,164250,175000,179900,189900,189900,199250,189000,184900,175000,170500,169000,169000,174900,189900,199999,205000,2e+05,199000,194700,189900,189000,186200,175000,169900,185000,199000,199999,2e+05,214900,210000,199900,199900
"Houston","TX","Houston","Harris",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234750,235000,239500,245000,249900,259900,255000,260000,259900,265000,265000,260000,260000,259900,255000,249000,249500,259900,260000,260000,263393,250000,250000,255000
"Philadelphia","PA","Philadelphia","Philadelphia",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184950,165000,179900,199900,199900,189900,189900,203000,205000,212000,209900,194900,189800,190000,199000,199999.5,199000,199000,2e+05,225000,235000,235000,229900,209450,2e+05,214800,219900,219900,209450,199700,209900,229000,229500,229500,229000,224999,219900,219000,219900,225000,224900,218450,219900,225000,234900,243010,245000,246417.5,239000,235000,249250,237500,234950,239450,237750,255000,289900,285000,279950,292249.5,279900,299000
"Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104650,99900,1e+05,105900,107900,109900,110000,104900,111500,114900,115000,110000,110000,115000,119000,119999,120000,123000,120000,120000,120000,124500,124900,125000,127275,129825,135000,135000,135000,135000,137000,139900,142250,148000,149999,150000,149800,150000,157000,164500,169900,169999,175000,179500,179999,185000
"San Antonio","TX","San Antonio","Bexar",7,82500,85000,86500,87000,87500,88200,88200,88200,89900,89000,88000,86000,85000,84000,83000,84900,84900,85000,84000,82950,79400,74900,80000,77599,79000,79000,79200,77950,76000,79250,79900,79900,78950,79000,84900,85000,85500,89000,89900,91569,95000,98000,95000,92750,92500,95000,95500,98900,98900,99500,103250,105000,105000,105000,107500,105000,103000,98500,99500,101000,1e+05,110000,107000,105000,105000,108000,115000,109000,124000,115000,110000,116950,114987.5,118200,116450,123050,129500,129925,132900,129900,125000,129949.5,129950,134950,138500,140000,135000,135000,139500,145000,145000,136500,140000
"San Diego","CA","San Diego","San Diego",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360000,375000,379900,390000,399000,397900,375000,389000,4e+05,399900,399900,395000,399000,389000,392995,399000,4e+05,422650,429000,405000,438000,425900,429000,429000,429000,436500,440000,440000,439900,449000,449900,459000,455000,459000,455000,459000,455000,457950,475000,475888,469900,479900,499999.5,529000,525000,519000,520000
"Dallas","TX","Dallas-Fort Worth","Dallas",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247500,239450,239900,263750,283950,290000,299500,299000,299900,308500,299999,289000,290000,306499.5,319900,325000,339450,349900,350000,348000,340000,330000
"San Jose","CA","San Jose","Santa Clara",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,439950,435000,423000,438000,449000,449000,449000,449888,448844,449894,439950,414250,399000,399950,421000,462500,465000,489000,486000,497000,498894,499000,496900,499000,499000,499940,520500,539500,549894,561725,565000,549900,541500,549000,569888,548500,505000,507450,548000,569975,595000,595000,579000,549950,549694,525000
