"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649999,650000,649900,660000,648400,689900,699900,7e+05,699950,699900,718000,699999,711000,659900,672750,724950,749000,749900,779000,779999.5,770525,779977,780000,799000,789000,785000,799000,796944,799000,799000,799900,8e+05,828990,815000,820000,819000,825000,819950,819000,820000,849999,875000,879000,850000,859950,869000,849000
"Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237999,219000,209250,229000,259900,289900,314500,328900,321777,314900,299999.5,299500,280000,275000,249700,268450,299000,299900,299900,314900,307500,3e+05,305000,299900,299000,289000,279900,299900,340000,349900,364900,365000,349000,329999.5,325000,317000,299900,285465,299000,334900,359900,375000,380000,385000,375000,350000,356750
"Houston","TX","Houston","Harris",3,199705,204000,210000,214900,210000,210000,205000,202524,220000,217250,215000,205000,199900,204900,209900,209900,214950,217900,211950,204900,195000,194500,185747.5,190990,189900,197500,205000,214900,215000,218000,215000,214500,214800,209000,219000,219000,224900,236750,240995,242900,248875,253490,250000,250000,254250,265000,267500,270000,279900,287731,280408,289900,291400,299000,305000,310000,320990,314900,319900,329900,349000,359900,369900,385000,379000,369000,369000,375000,374976,385000,385000,384900,395000,389862,399800,399000,398000,389997.5,385000,379999.5,379000,365000,360990,359000,354250,359900,369000,375000,374900,369900,360000,355000,363000
"Philadelphia","PA","Philadelphia","Philadelphia",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184675,189500,187700,184995,190000,198900,199900,199900,190000,194788,194900,187500,184900,179500,179945,188800,189900,194900,189999,189450,179995,179900,175900,179999,178685,174000,179900,178800,179899,189900,184330,189900,189900,189900,192450,199900,195000,189900,189900,185000,199700,215000,214900,220000,206000,201500,222500
"Phoenix","AZ","Phoenix","Maricopa",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336990,350995,359000,350495,354557.5,349695,344990,339000,348990,350990,357720,350990,397490,369900,393425.5,399900,384695,398375.5,385490,399500,425950,415000,401870,401990,400490,409195,403490,406445,399990,410240,410990,424900
"Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,239000,234945,234900,244900,246950,249900,250000,259000,259900,260000,264900,261490,265000,265000,269900,275000,280950,289900,285000,289000,289900,289900,289900,289900,289900,289999.5,289900,299000,299925,303320,3e+05,299950,304700,306795,305000,304900,305000,309330,310000,314999,319900,325000,330000,334970,339900,349000
"San Antonio","TX","San Antonio","Bexar",7,189992.5,194900,197637.5,198500,199900,199900,199500,198000,200100,202859,199000,196549.5,193000,195000,195000,198900,199968.5,201514,201045,198400,188528,187243.5,182500,179900,184500,182900,185250,189900,195000,198000,193990,192125,194990,199900,210950,209900,214900,221990,225900,229990,230000,231990,230965,230926,237000,243400,240000,250000,250795,259250,259000,258990,260000,257900,255500,260000,259900,257187,255000,265950,269992.5,269900,256900,264990,265000,266990,266375,265000,268689,264900,263170.5,264900,269014,268990,271331,273625,274900,275000,275000,275000,275000,279900,275490,274945,278950,284900,289000,287809.5,290000,292500,289900,295000,295000
"San Diego","CA","San Diego","San Diego",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,679000,659000,676500,699000,729000,729000,739000,739000,735000,749000,739000,749000,739000,739000,730000,772400,8e+05,799950,779450,799900,817553,820000,799000,795000,819000,825000,852500,850000,839950,855000,850000,849900,839900,829000,8e+05,829000,849450,839000,850000,872000,899000,915000,929000,9e+05,899000,949000
"Dallas","TX","Dallas-Fort Worth","Dallas",9,320000,329000,335000,339000,335000,329900,324900,314250,324450,309000,299500,289000,278990,279750,285000,294000,316250,3e+05,294750,274500,274250,279000,275000,274500,275000,289900,299900,309900,325000,329000,329000,315000,299900,304900,349000,349500,349900,349900,375000,387500,387500,393900,399000,399000,384900,375000,375000,374450,359000,364900,388250,422450,420000,415000,425000,429000,425000,425000,423900,415000,421500,446750,475000,492450,475000,465000,471500,465000,474990,479900,485000,475000,475000,495000,5e+05,529000,549999.5,550000,550000,534900,544500,550000,525000,524900,519900,525000,560918,580000,574900,569000,550000,549900,549250
"San Jose","CA","San Jose","Santa Clara",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729800,729800,699000,749000,768000,788800,788000,796500,799000,785000,789341,799000,784900,759999.5,775000,795000,830000,820000,850000,869000,867194,849884,859000,849934,847400.5,849994,869900,899999,932500,899950,899000,939000,912500,899000,888000,887500,875000,865263.5,865047.5,899444,925000,949950,975000,944785,948944,963000,959950
"Jacksonville","FL","Jacksonville","Duval",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211990,208795,205000,205990,202990,204900,200990,205990,210000,215000,218945,216595,216990,221990,219900,219900,214950,218990,225000,226990,230000,235430,239990,243800,239900,240987.5,238995,235000,235000,239900,240000,241495,248000,250000,254900,259900,250000,249500,249900,249900,245000,242990,241990,247292.5,255000,266404,269900,269900,268500,264500,265000
"Indianapolis","IN","Indianapolis","Marion",12,146900,149900,153367.5,154900,155000,154900,150000,150000,150000,154900,150000,149000,144900,144997.5,149900,149900,154900,154750,154900,135000,134900,149527.5,142947.5,139000,137900,139900,139900,142000,144900,148997.5,145000,145000,148000,144900,144900,144900,142000,148000,157400,159995,165000,169900,166000,164900,165000,167705,164900,159950,159000,162000,164900,174900,175000,179000,175000,174900,174900,174200,174550,169900,171900,174900,175000,180000,184900,188500,184900,175995,179900,179000,179900,174900,170000,168500,174900,175000,180000,185000,186000,180000,182500,179950,176600,176000,174900,174900,179900,191250,192900,199900,2e+05,205000,205000
"Austin","TX","Austin","Travis",13,329250,317000,319115,319000,340702.5,338634,329925,329900,326183,331490,323000,323990,334990,334500,315990,336990,342990,332900,336745,331990,304900,315000,304950,305495,308995,303947.5,324900,329997,325000,319900,324900,309994.5,297000,279900,319900,325000,325000,329900,350762.5,360000,369900,374995,391388,387995,386990,374990,375000,383490,377000,389900,411781,419000,409990,414990,427500,425000,410000,406245,396995,413495,425644,430990,435000,442990,441490,440495,431990,432990,426495,429445,426990,408995,426490,407305,409000,420000,424900,446590,453990,429500,435000,460990,489450,485995,449900,448200,445830,449900,476450,486044,457900,449000,441750.5
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",14,165000,165950,169000,169900,169900,169000,168000,167480,170990,169900,165000,164900,164000,163990,160000,159990,160990,168000,165550,162990,164000,164900,160587.5,160807.5,159990,162990,160000,164900,163990,164900,163990,165000,164000,165000,175124,175000,175990,179000,179900,185000,189000,189995,190000,192500,192250,194500,192245,194945,199000,200990,209600.5,210000,212990,209900,212990,218500,222000,222240,219990,225000,225000,224990,229900,229990,228995,229900,229900,229900,229900,232900,234990,235000,242990,238765,238995,239900,249900,257900,257900,255000,253000,263990,259900,254990,256900,259900,269900,273862.5,277990,279900,279000,277000,280365
"Columbus","OH","Columbus","Franklin",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149999.5,149450,143000,146245,159000,159900,169900,169900,169900,167900,167900,159900,155000,150000,159900,166250,174900,189300,198900,197900,198000,189900,189900,185900,189900,184900,189900,179450,194995,199900,209000,213660,214900,210000,210000,206000,205000,199900,189900,199900,204445,209900,229900,227950,224994.5,232200,219900
"Memphis","TN","Memphis","Shelby",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,159900,143950,139900,139900,137500,129900,112000,114900,134900,148900,160000,159900,165000,164900,169900
"Charlotte","NC","Charlotte","Mecklenburg",17,254900,259900,259900,264900,263250,265000,265000,265000,259900,230000,217200,205990,207450,210323.5,209999.5,219900,224791,220900,225000,224400,215000,210000,205720,207285,225000,235000,245000,249900,250000,250000,237000,238000,235000,237900,259200,255650,258995,276890,290000,3e+05,299900,299500,286710,285000,279900,279000,271500,269000,263990,269900,282000,295000,290000,299250,295000,299700,301490,305195,299974.5,299800,299200,304900,314900,339000,339500,339900,337959.5,330000,331495,329900,325000,309440,315000,349000,369000,374900,365000,371000,365000,350000,350000,350000,350000,354005,359900,364900,375000,399000,399000,392000,377500,375000,379900
"El Paso","TX","El Paso","El Paso",18,197000,199900,197000,199000,199900,199925,208000,209925,215901,215000,213383,209975,205000,205000,2e+05,205000,201900,199250,198000,199000,197950,193475,188500,190000,195000,192900,190000,190627.5,189480,190720,198450,193500,195925,191950,199450,194700,193000,194950,194500,193000,202750,205500,209900,208350,208450,216930,216840,214700,214450,215000,216200,220000,219610,215000,214950,214995,210000,207900,199900,204215,202910,199950,201950,199900,202450,202950,201600,199835,197575,195000,196100,195000,197487.5,195975,199900,2e+05,209900,202800,209925,209950,210950,210950,211637,214850,212975,215950,214500,210000,210677.5,212950,214995,213950,210000
"Boston","MA","Boston","Suffolk",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,455000,479000,479000,482000,499999.5,525000,484450,469000,479000,519900,499900,522950,539000,509000,519900,539000,534450,534450,504450,529000,519450,499900,475000,485000,487450,527000,594500,599949.5,629000,609000,599900,599900,599000,599500,557500,599000,599999,619900,639900,649950,649999,649900,639000,634900,719000,625000,625000,609900,675000,719000,727450,789450,769000,725000,780000,899000
