"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"New York","NY","New York","Queens",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562500,495000,515000,529000,539000,549000,555000,575000,595000,6e+05,655000,649000,629999.5,650000,665000,650000,649000,645000
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364900,364900,359000,339500,369000,362000,349950,365000,370000,377000,373500,355000,349000,355000,399999.5,409450,449000,450000,439000,429000,425000,429000,449000,459000,459000,465000,481500,475000,491950,480000,479000,489000,478800,495000,499000,511500,515000,509450,499900,509900,499998,510000,499000,499900,510000,550000
"Chicago","IL","Chicago","Cook",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215250,210000,219950,223500,220000,220000,216000,225000,219900,219000,217000,2e+05,212000,224900,217000,219900,218000,225000,214900,210000
"Houston","TX","Houston","Harris",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144250,140000,149000,149900,147995,139500,149500,149000,149990,163750,152900,150000,149900,150000,150000,167475,170000,170000,169000,172600,175000,169900,172000,172300,169900,169900,170000,169900,164000,164900,158800,155000,150000
"Philadelphia","PA","Philadelphia","Philadelphia",5,,,,,,,,,,,,,,,,,,,,,,,,234000,234900,240000,249000,239900,199949.5,219900,234900,239000,227000,235000,232450,239900,245000,239900,239900,250000,249000,239900,250000,250000,250000,259000,265000,265000,259950,264900,269900,269500,264250,269000,274900,279000,279900,275000,239900,232400,259900,269950,275000,278450,279950,285000,274950,270000,285000,289000,294450,289900,289000,292450,289900,289950,286000,288000,289900,279000,282450,284900,297900,291886.5,292449.5,299000,315000,313702,3e+05,3e+05,299450,295000,290750
"Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,135000,116950,120000,125000,125000,139900,139000,145821,155000,144700,142450
"San Diego","CA","San Diego","San Diego",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259000,254500,249995,260000,268450,269000,287000,289000,269995,259900,269500,272000,264900,258995,259000,265000,269000,279000,285000,309949.5,304900,295000,310000,310000,315000,319450,325000,329000,329000,320000,319900,325000,325000,319000,319000,319000,324900,340000,339000,349000,347500,351250,359999.5,355000,354900,355000
"Dallas","TX","Dallas-Fort Worth","Dallas",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117950,123500,119900,124950,124900,127000,134900,129900,127900,120000,124900,121500,120000,122900,125000,129000,127450,129500,135000,135000,139500,135950,139900,139450,129900,129950,146500,150000,149950,150000,164000,164950,165000,168000,170000,170950,174900,169933.5,174900,174900,174900,181450,205000,185450,179900,185000,186000,179900
"San Jose","CA","San Jose","Santa Clara",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329450,334000,329900,319450,329900,335000,374944,380444,359000,368000,375000,375000,365000,369000,384950,399650,402475,399000,394000,399000,395000,415000,432500,420000,420000,399950,399975,399975,419000,449000,475000,471500,439450,435000,429000,425000,435000,450000,462000,461000,462500,465000,458944,498000,420000,485000,498500
"Jacksonville","FL","Jacksonville","Duval",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,59900,65000,64900,67900,69900,67900,67800,68400,65500,66000,74499,71000,69990,60000,64950,67800,68950,69900,66000,66000,73500,72700,75000,72450,78700,82900,82450,77000,74900,74950,71349,79000,77500,85000,92000,95000,90000,90000,90000,86480,91700,96750,95000,98700,95000,98500
