"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Chester Springs","PA","Philadelphia","Chester",2263,384000,367400,380000,358337.5,349000,349945,323000,322500,319816,334400,328900,337945,339000,335990,309900,335445,332450,337495,339450,349900,332995,332995,332995,339700,354000,375995,366450,369900,383000,379497.5,375995,377947.5,375447.5,359900,377997.5,380000,372947.5,355000,369900,379000,389900,385000,387500,385000,391995,375995,385000,391950,409900,394900,385000,395000,409950,399900,389999,384900,384900,409900,413725,4e+05,414925,399900,414950,424900,399450,411625,409500,419900,420000,399950,388700,387450,349500,385000,399000,374700,399000,394950,4e+05,394950,389900,389900,389950,384900,366025,377450,384950,397474.5,425000,427450,441620,420000,425000
"Wickliffe","OH","Cleveland","Lake",2264,114900,118000,115000,118000,117750,118000,118900,119900,117500,122777,112900,118900,112000,112150,111600,105450,106000,109900,108000,103950,102000,99999,99000,89900,89900,89900,98750,99900,109900,109900,102400,107900,104900,104900,109900,109450,109900,109900,106450,105950,107200,105750,104950,109950,114950,113800,109450,114800,104900,104900,103400,99950,106900,112450,110950,109000,104950,99900,94900,89900,89900,95000,94950,99900,109900,99900,107900,104900,95900,99900,99900,95900,94900,95000,90000,102000,113700,111200,114900,110500,109900,107000,104900,100400,99900,99900,98900,106950,112500,112500,109950,110000,113249.5
"Spring Creek","NV","Elko","Elko",2265,205295.5,2e+05,212450,214900,213000,215000,214900,211450,194000,189950,189000,159900,155500,182000,194000,185000,189000,189950,189950,189500,189900,197250,192000,197000,191950,188000,199000,199000,199000,198750,194000,188750,202400,199900,209900,217450,227100,225300,227900,222450,223000,229900,229950,229000,229000,221900,220000,219900,182500,199000,210000,213500,214950,213750,216000,218900,216900,219700,220000,225000,223500,220000,216900,213500,223000,222000,219900,218900,218950,218000,216200,220950,219900,222900,225000,229900,223450,222900,230900,228900,219990,218700,214950,219945,219900,215000,225000,236900,233900,239900,239250,237900,239500
"Sylva","NC","Cullowhee","Jackson",2266,239900,249000,249000,255000,256450,258450,249000,249000,250000,249000,249000,233950,229000,244000,229000,229900,226900,219500,219500,222000,219500,219500,219000,219000,219000,209000,209000,209000,219000,209500,219500,212000,202200,199000,212450,217000,220000,199900,212500,219000,199900,219000,219000,219000,219000,224000,219000,209950,199900,197000,189900,199000,202500,199900,199900,204750,199900,199900,205000,207500,199700,219000,199000,219000,216950,211000,199000,199850,199900,213750,221500,210000,207500,202500,215000,215000,215000,199000,199500,199950,199950,205000,214500,209450,208500,206500,209000,209000,214500,228700,226200,209000,224950
"Bay Village","OH","Cleveland","Cuyahoga",2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,181400,189900,189900,177450,179900,177450,175000,169900,164900,154950,144900,144950,165000,169500,174900,158900,169900,174900,177400,177400,182450,187450,189900,189900,184900,199000,199900,207500,194900,184900,188250,185000,199994.5,198900,185000,176950,185000,195500,174900,189900,197100,189900,189900,209000,208700,199750,189900,189900,204950,189900,205000,209900,214900,209900,214900,220000,235000
"Harrisonville","MO","Kansas City","Cass",2268,146750,145000,146750,145000,149825,142500,142500,140000,145000,141500,140000,139900,140000,140750,135000,141500,142000,135000,134950,135500,132500,139900,130500,125000,125000,129900,139000,129900,129450,125500,138250,136000,122450,116700,119450,119000,134900,134900,133500,130950,136900,136400,137500,134900,139200,139900,131250,119700,123400,121200,125000,126600,131000,139900,132500,137450,159500,159500,156900,159500,149900,133000,125000,124900,125000,125000,132000,133500,132000,129725,129950,125000,139900,136000,142400,159950,149900,155000,155000,157000,148500,137700,143500,137450,139900,137400,134900,139900,165000,165000,158500,155000,155000
"Cortez","CO",,"Montezuma",2269,189500,192700,192700,188500,192000,189450,198000,195450,198250,185000,196950,198500,199000,185000,184900,195000,198500,184900,189000,189500,188500,189500,189250,175000,176750,179000,179000,177750,179000,179000,175950,172900,172900,175000,166250,171250,163900,159950,162500,165500,171200,185750,180000,179000,175950,179700,190000,185000,179950,179000,183000,185500,186500,185500,186000,185000,185000,185000,183900,185000,182500,180000,181750,180000,175000,183500,184950,191450,185000,190000,193450,185000,189000,186250,179950,187500,189000,187000,189150,215700,212000,216250,213500,205000,189000,175500,179500,192000,198000,209000,215000,209000,209000
"Two Rivers","WI","Manitowoc","Manitowoc",2270,,,,,,,,,,,,,,,,,101400,88950,87900,82902,79900,84900,79900,89900,79700,73900,74900,79900,79900,76900,84900,82400,82400,75900,79900,79900,75900,79900,89900,89900,79900,79900,84850,89900,94000,91950,86950,84900,89800,84900,78900,79900,75000,79900,75000,74900,74900,74950,76300,74900,77950,77900,74900,74900,73700,75250,80999,75500,77700,74900,69900,69900,66400,64900,69250,71250,79400,76900,74400,82900,77400,81400,77900,69900,69900,73900,79800,79800,79950,84700,82500,87000,79900
"Hazard","KY",,"Perry",2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,124900,124900,119900,120000,127750,127000,128750,115900,124250,122200,129500,136950,148000,145000,139900,139950,139950,132900,134950,132900,138500,157500,154900,143700,146950,140000,139900,136000,129900,129900,131950,129450,129450,133000,134900,135000,129900,129900,134900,134950
"Markham","IL","Chicago","Cook",2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54900,58500,60000,60250,59950,62715,53636.5,58750,58500,59900,62773,62450
