"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-09-30,399057,"Upper Burrell Township","PA","Pittsburgh","Westmoreland",9261,147700,0.00750341064120055,0.0460339943342776,0.0965107646622123,0.0462778733526668,0.0244535001746582,"2017-09","2017-Q3",147700,0,"2017-09"
2017-09-30,396715,"Level Park-Oak Park","MI","Battle Creek","Calhoun",9262,90800,0.00442477876106195,0.0100111234705228,0.0707547169811321,0.0558347482055106,-0.00249836374899315,"2004-10","2004-Q4",99800,-0.0901803607214429,"2004-01"
2017-09-30,396314,"Hopewell Township","PA",,"Bedford",9263,119800,0.0230572160546541,0.044463818657367,0.0831826401446655,0.0435572800640955,0.0244404528854811,"2017-09","2017-Q3",119800,0,"2017-09"
2017-09-30,17134,"Bowman","SC","Orangeburg","Orangeburg",9264,79800,-0.0160295930949445,-0.0111524163568773,0.0296774193548387,0.0517735388424154,0.0104792507185389,"2017-07","2017-Q3",81500,-0.0208588957055215,"2017-05"
2017-09-30,17748,"Delmont","PA","Pittsburgh","Westmoreland",9265,140200,0,-0.00213523131672598,0.00357909806728704,0.0163186559868098,0.0123545353626147,"2017-03","2017-Q1",142300,-0.0147575544624034,"2016-11"
2017-09-30,32890,"Minoa","NY","Syracuse","Onondaga",9266,124900,0,-0.0047808764940239,0.00888529886914378,0.0141959959341917,0.00468199268606218,"2017-02","2017-Q1",128600,-0.0287713841368585,"2016-10"
2017-09-30,397504,"Blacklick Township","PA","Johnstown","Cambria",9267,115200,-0.000867302688638335,-0.0162254483347566,-0.0103092783505155,0.013931937503775,,"2017-04","2017-Q2",119000,-0.0319327731092437,"2016-09"
2017-09-30,51998,"Farwell","TX",,"Parmer",9268,87000,0.00578034682080925,0.029585798816568,0.12987012987013,0.0301289628183989,0.0176996830219871,"2017-09","2017-Q3",87000,0,"2017-09"
2017-09-30,45440,"Girard","IL","St. Louis","Macoupin",9269,80900,0,-0.0229468599033816,-0.0549065420560748,-0.00221023772835149,0.00991414421997927,"2011-01","2011-Q1",92200,-0.122559652928416,"2010-01"
2017-09-30,5687,"Long Lake","IL","Chicago","Lake",9270,132200,0.00532319391634981,0.0107033639143731,0.0434096290449882,0.0459562211995006,-0.0229798045284643,"2007-03","2007-Q1",171700,-0.230052417006407,"2002-06"
2017-09-30,8354,"Columbia","AL","Dothan","Houston",9271,102400,0.00986193293885602,0.0168818272095333,0.0417090539165819,0.0111026203969709,,"2009-08","2009-Q3",104900,-0.0238322211630124,
2017-09-30,3866,"Buchanan","MI","Niles","Berrien",9272,96900,-0.00103092783505155,0.00518672199170124,0.08268156424581,0.0508975905547642,0.00454935476008922,"2017-08","2017-Q3",97000,-0.00103092783505155,"2017-07"
2017-09-30,397382,"Hartland","CT","Hartford","Hartford",9273,261000,0.00346020761245675,0.00655611261087543,0.0385992837246319,0.0187924817829905,-0.00419285363100497,"2006-05","2006-Q2",276900,-0.057421451787649,"2005-07"
2017-09-30,34368,"Two Harbors","MN",,"Lake",9274,115600,-0.00857632933104631,-0.04383788254756,0.0266429840142096,0.0201997902620024,-0.0277045255364929,"2007-04","2007-Q2",155000,-0.254193548387097,
2017-09-30,397801,"Town of Franklin","NY",,"Delaware",9275,124700,0.00726978998384491,0.0048348106365834,0.0796536796536797,0.0206236146591561,0.00865824501699097,"2017-09","2017-Q3",124700,0,"2017-09"
2017-09-30,214086,"Oakwood","PA","New Castle","Lawrence",9276,73300,-0.00407608695652174,0.00136612021857924,0.0382436260623229,0.0190503163579605,,"2017-07","2017-Q3",73800,-0.00677506775067751,"2017-07"
2017-09-30,35966,"Rockvale","TN","Nashville","Rutherford",9277,228500,0.00883002207505519,0.0288158487167942,0.141358641358641,0.0838085431635691,0.0391725379282111,"2017-09","2017-Q3",228500,0,"2017-09"
2017-09-30,55995,"Jayess","MS",,"Lawrence",9278,101300,0.0019782393669634,0.00695825049701789,0.0273833671399594,0.0129247152845735,0.0256960662949262,"2017-09","2017-Q3",101300,0,"2017-09"
2017-09-30,7392,"Terrace Park","OH","Cincinnati","Hamilton",9279,475700,0.00549566687803847,0.0166702286813422,0.0552351375332742,0.0526244823640287,0.0170266234144585,"2017-01","2017-Q1",493800,-0.0366545159983799,"2016-12"
2017-09-30,6091,"Mountain View","NC","Hickory","Catawba",9280,124900,-0.00159872102318145,-0.00319233838786911,0.0204248366013072,0.0319997778159904,0.00873176076619875,"2017-07","2017-Q3",125500,-0.0047808764940239,"2017-06"
2017-09-30,34250,"Templeton","MA","Worcester","Worcester",9281,215700,0.00700280112044818,0.0300859598853868,0.0904954499494439,0.0490169168237979,-0.00300938943978002,"2006-01","2006-Q1",233700,-0.0770218228498075,"2004-08"
2017-09-30,140448,"South Jacksonville","IL","Jacksonville","Morgan",9282,88800,-0.0111358574610245,-0.0263157894736842,0.0325581395348837,0.0138452879798849,-0.0112132044337804,"2008-05","2008-Q2",103600,-0.142857142857143,"2007-03"
2017-09-30,398603,"Town of Sharon","WI","Whitewater","Walworth",9283,155100,0.0117416829745597,0.0177165354330709,0.0726141078838174,0.0432625418522541,0.010874534789739,"2017-09","2017-Q3",155100,0,"2017-09"
2017-09-30,28886,"Morris","CT","Torrington","Litchfield",9284,264700,0,0.00341167551175133,0.018860662047729,0.0011372281104296,-0.0277136180929123,"2006-04","2006-Q2",357300,-0.259165966974531,"2003-11"
