"RegionName","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Jacksonville","FL","Jacksonville","Duval",11,,,,0.805247341655109,0.80952380952381,0.753424657534247,0.794393939393939,0.810695681807117,0.771103896103896,0.764705882352941,0.748333333333333,0.754458161865569,0.788314420788356,0.875,0.927272727272727,0.934430284781573,0.863636363636364,0.777606689734717,0.780719619823489,0.801110083256244,0.818609022556391,0.800444557996934,0.787857142857143,0.78297441093042,0.79,0.805825242718447,0.802825947334618,0.825473619257765,0.824337615116383,0.824433656957929,0.813609467455621,0.797872340425532,0.797872340425532,0.785714285714286,0.797872340425532,0.79047619047619,0.782781862745098,0.776190476190476,0.779411764705882,0.819538670284939,0.816177326328838,0.850531914893617,0.821272193588587,0.791509605754348,0.793370958030065,0.822050290135397,0.821089023336214,0.81004652370113,0.798936170212766,0.821428571428571,0.819494921925502,0.860832137733142,0.862068965517241,0.833333333333333,0.823170731707317,0.821201562950158,0.813657407407407,0.791666666666667,0.787946428571429,0.797888727205988,0.785714285714286,0.816764432898562,0.813738395930177,0.867996147412549,0.856697819314642,0.916666666666667,0.895638629283489,0.904255319148936,0.876092041251022,0.878940092165899,0.834938985228003,0.864276568501921,0.879667806546165,0.904255319148936,0.914634146341463,0.916666666666667,0.94559585492228,0.892326312213351,0.86734693877551,0.906666666666667
"San Francisco","CA","San Francisco","San Francisco",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.40530303030303,3.92005099253324,3.92724867724868,4.16666666666667,4.13921485239436,3.99354166666667,4.02298850574713,4.22727272727273,4.4875,4.37640449438202,4.35294117647059,4.35385255960729,4.33333333333333,4.5,4.48556998556999,4.44444444444444,4.50434782608696,4.56538461538462,4.56880341880342,4.78823529411765,4.87179487179487,4.95885964187224,4.81111111111111,4.99875,4.92759670487106,4.81049562682216,4.69049329501916,4.796,4.995,4.86720978155712,4.8811544991511,4.88084277620397,4.99375,4.61538461538461,4.75317348377997,4.27272727272727,4.39586400817996,4.4441622933243,4.4441622933243,4.32761809739437,4.33333333333333,4.48987897468743,4.60074719800747,4.5,4.44444444444444,4.43929824561403,4.54164618615667,4.4441622933243,4.6
"Austin","TX","Austin","Travis",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30281690140845,1.35406218655968,1.30749014454665,1.26902654867257,1.22881355932203,1.25486080011942,1.25,1.22086570477248,1.25154320987654,1.1875,1.25308384997694,1.25,1.23252688172043,1.28364587706277,1.26902654867257,1.27317073170732,1.28796400449944,1.25424547341714,1.26234567901235,1.25906788247214,1.27613744643339,1.29716981132075,1.32981096284668,1.37651821862348,1.38376068376068,1.36057059012938,1.34033613445378,1.29716981132075,1.28539136878125
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",14,,,,,,,,,,,,0.635179153094462,0.742990654205608,0.752186588921283,0.752186588921283,0.764705882352941,0.682923226269362,0.674816976265534,0.661934397699758,0.653061224489796,0.652909575362958,0.66427289048474,0.644208037825059,0.647756138865368,0.668202764976959,0.6875,0.719318849089841,0.719773517243407,0.715071507150715,0.713235294117647,0.719424460431655,0.770104534863447,0.775862068965517,0.797413793103448,0.838926174496644,0.794527317719543,0.772727272727273,0.753684210526316,0.761891330166271,0.761282660332542,0.761282660332542,0.7734375,0.785714285714286,0.785714285714286,0.785714285714286,0.784097300337458,0.785714285714286,0.785714285714286,0.798648648648649,0.798648648648649,0.798648648648649,0.798648648648649,0.798648648648649,0.798648648648649,0.796661608497724,0.796649459172801,0.827985739750446,0.785233824471493,0.779447236180905,0.765215125041076,0.788571428571429,0.785344556324733,0.812007874015748,0.777777777777778,0.82244008714597,0.755172413793103,0.788544620038336,0.851851851851852,0.808702479485666,0.738165680473373,0.739636199920481,0.767391304347826,0.813370008436445,0.819440585347782,0.795454545454545,0.853571428571429,0.863486842105263,0.871794871794872,0.914536397175871,0.901074143966743
"Charlotte","NC","Charlotte","Mecklenburg",15,,,,,,,,,,,,,,,,,,,0.668965517241379,0.673076923076923,0.686206896551724,0.668761140819964,0.673076923076923,0.680379746835443,0.676728334956183,0.694253766478343,0.692123189650238,0.705244420510979,0.765384615384615,0.765384615384615,0.774731823599523,0.834586340550655,0.85625,0.886524822695035,0.886524822695035,0.913212276840303,0.913212276840303,0.897486715185121,0.902184235517569,0.91820987654321,0.894378194207836,0.927272727272727,0.926969696969697,0.887096774193548,0.92002830856334,0.89770397703977,0.875,0.915899759857464,0.906519065190652,0.915384615384615,0.933333333333333,0.906519065190652,0.941381578947368,0.909090909090909,0.906519065190652,0.923549580744814,0.906519065190652,0.984598459845985,1.08273534132754,1.09939143135346,0.99375,1.03950617283951,0.989766081871345,0.854430379746835,0.904919688845326,0.911458333333333,0.917487684729064,0.873379099923722,0.998858447488584,1.15441176470588,1.1129746835443,1.14655172413793,1.16736694677871,1.21071428571429,1.28285714285714,1.17471166168304,1.19647696476965,1.12554959385945,1.09620813263134,1.14285714285714
"El Paso","TX","El Paso","El Paso",16,,,,,0.684351276742581,0.711401641046946,0.676818950930626,0.661633650485268,0.665071770334928,0.678327645051195,0.739130434782609,0.712256493506493,0.72744014732965,0.729613733905579,0.714066339066339,0.733390854184642,0.763513513513513,0.73416111127307,0.717912318395744,0.719591457753018,0.730810797225294,0.731730065079519,0.78492356352135,0.780798410404624,0.730868443680138,0.739566825145272,0.749852362823074,0.748032956295307,0.75382927955665,0.75382927955665,0.738103928608674,0.735430157261795,0.723819301848049,0.755555555555556,0.739302540713809,0.727655861161683,0.72661217075386,0.728699551569507,0.74375,0.755555555555556,0.75,0.75,0.752824271734613,0.777777777777778,0.75355852925341,0.761904761904762,0.749882849109653,0.735912531539109,0.753286147623862,0.742698127446215,0.751445086705202,0.779816513761468,0.777936492693779,0.775930324623911,0.781075027995521,0.773944708680143,0.765839635746257,0.774739583333333,0.763042005420054,0.768487941355916,0.74926918068511,0.743113440053942,0.747679169961963,0.723145983850404,0.738661293390431,0.779816513761468,0.741427247451344,0.743647552606205,0.762220853858785,0.746666666666667,0.773615635179153,0.745833333333333,0.73665074886043,0.74036822898883,0.771544656635802,0.758823529411765,0.769230769230769,0.797872340425532,0.783668178478838,0.76530612244898
"Seattle","WA","Seattle","King",17,,,,,,,,,,,,,,,,,,,1.27612956712264,1.36915760869565,1.38888888888889,1.38562091503268,1.54444444444444,1.42142857142857,1.4,1.47058823529412,1.45916666666667,1.57689260026819,1.5465367965368,1.60714285714286,1.83846153846154,1.91666666666667,1.9,1.94285714285714,1.90451388888889,1.88888888888889,1.85,1.84413334830087,1.8766410912191,1.99559885931559,1.87680521310321,1.90108695652174,1.89814814814815,1.92814262197471,1.95454545454545,1.90829519450801,1.86875,1.85714285714286,1.99166666666667,1.92895833333333,1.94358974358974,1.97206244864421,2.04340704340704,2.09295454545455,2.10706150341686,2.08062418725618,2.07826086956522,1.99230769230769,1.92820512820513,1.96875,1.995,1.99285714285714,1.95867486338798,2.19,2.1438923737207,2.20089390731593,2.21320346320346,2.20161870503597,2.15833333333333,2.09302325581395,2.07692307692308,2.1875,2.28524124881741,2.325,2.40674235403151,2.36989795918367,2.45934065934066,2.495,2.45454545454545,2.54400386847195
"Baltimore","MD","Baltimore","Baltimore City",18,,,,,,,,,,,,,,,,,,,,1.21825396825397,1.23961538461538,1.2257264957265,1.26470588235294,1.26666666666667,1.28571428571429,1.25,1.16666666666667,1.22292993630573,1.25937031484258,1.26875,1.2,1.18465909090909,1.21825396825397,1.1125,1.23371037449079,1.1,1.1,1.2037037037037,1.2037037037037,1.24633431085044,1.20833333333333,1.13245614035088,1.17866004962779,1.17857142857143,1.20765509921326,1.18918918918919,1.16666666666667,1.11324786324786,1.10769230769231,1.1986301369863,1.25,1.35135135135135,1.32142857142857,1.3024948024948,1.28571428571429,1.3153142205164,1.23287671232877,1.17278428093646,1.19570522205954,1.20714285714286,1.21825396825397,1.28571428571429,1.25585983088251,1.4375,1.35714285714286,1.5470623501199,1.6,1.44454968944099,1.46076923076923,1.30014967302201,1.28428571428571,1.39967948717949,1.3217279174726,1.41987179487179,1.4835953520164,1.53137254901961,1.58096653456627,1.51,1.4,1.32962962962963
"Denver","CO","Denver","Denver",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33333333333333,1.33333333333333,1.4122451563885,1.51428571428571,1.6275,1.57608695652174,1.59786950732357,1.68421052631579,1.70184049079755,1.63294797687861,1.64355394415288,1.88888888888889,1.72474747474747,1.72327327327327,1.76086504470784,1.84762492288711,1.89272030651341,1.89964664310954,1.86872450786518,1.89684247252428,1.83707318322703,1.84675324675325,1.9672131147541,1.99115044247788,1.97222222222222,1.78092399403875,2.04724409448819,2.0565308988764,2.08719786396852,2.04634931997137,2.11111111111111,1.92263483493995,1.98731613487214,2,1.91666666666667,1.84075342465753,1.80909090909091,1.76612903225806,1.70962199312715,1.8,1.79090909090909,1.9263104344877,1.88735581188997,1.91588785046729,1.9,1.88188976377953,1.91745283018868,1.92982456140351,1.90070921985816
"Washington","DC","Washington","District of Columbia",20,,,,,,,,,,,,,,,,,,,,,,,,3.18609022556391,2.92307692307692,2.75,2.76470588235294,2.75,2.70106186518929,3.17174515235457,3.09884458221784,3.03605313092979,2.77638888888889,2.90618077775043,2.89172771672772,2.77136258660508,2.80719187875322,2.84615384615385,2.88235294117647,3.14885496183206,3.3259587020649,3.25765306122449,3.10192023633678,2.84009433962264,2.91666666666667,2.78823529411765,2.78823529411765,2.76085761407367,2.6547619047619,2.90909090909091,3.12972972972973,3.13209840929696,3.1992438563327,3.13961038961039,3.14019647973803,3.13636363636364,3.14009661835749,3.14645308924485,3.08333333333333,3.24803149606299,3.42969348659004,3.45833333333333,3.50378787878788,3.89561270801815,3.44913793103448,3.87898612928998,3.33861283643892,3.44223826714801,3.32641770401107,3.14716494845361,3.27142857142857,2.94972445729416,3.03529411764706,3.13259259259259,3.12199397041296,3.14814814814815,3.13153153153153,3.13339301700985,3.30454545454545,3.17647058823529
"Nashville","TN","Nashville","Davidson",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04964259951472,0.904545454545455,0.904545454545455,0.938383838383838,0.947010869565217,1.047575634792,1.12142857142857,1.21457489878543,1.3077731092437,1.2079988347594,1.26945126945127,1.28095644748079,1.17581119918417,1.08503956615572
"Tucson","AZ","Tucson","Pima",22,,,,,,,,,0.732051282051282,0.740118577075099,0.741453279424978,0.748563218390805,0.784819200339829,0.800492610837438,0.825,0.798620689655172,0.758620689655172,0.754651162790698,0.75,0.742574257425743,0.75,0.75,0.7734375,0.777839291363493,0.773809523809524,0.773809523809524,0.775277777777778,0.775555555555556,0.772222222222222,0.773809523809524,0.764473684210526,0.762975061607572,0.776821866952985,0.77859477124183,0.780492898913952,0.783132530120482,0.78125,0.79,0.825543478260869,0.818656938971136,0.817914438502674,0.785714285714286,0.79,0.795414379802415,0.797872340425532,0.764818355640535,0.761158072696534,0.762660010240655,0.775,0.773888888888889,0.78125,0.761538461538461,0.792,0.818181818181818,0.789855728600748,0.794285714285714,0.784022485426705,0.770223752151463,0.750375375375375,0.754871752165223,0.760414212799372,0.775558347292016,0.833333333333333,0.842424242424242,0.791644369287411,0.8,0.822485207100592,0.826719576719577,0.805677305761594,0.798065342926844,0.791793313069909,0.829166666666667,0.824652777777778,0.912988726313265,0.95,0.943396226415094,0.944444444444444,0.906416480247227,0.888888888888889,0.882843137254902
"Portland","OR","Portland","Multnomah",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77877485358068,1.75,1.73340961098398,1.896875,1.69565217391304,1.79924242424242,1.78638888888889,1.70199778024417,1.65625,1.69142394822006,1.61850311850312,1.86915760869565,1.795,1.82201251303441,1.86875,1.97510330578512,1.95502897515281,1.94444444444444,1.93997071742313,1.76923076923077
"Oklahoma City","OK","Oklahoma City","Oklahoma",24,,,,,,,,,,,,,,,,,,,,0.645003101911906,0.65357308162793,0.637254901960784,0.629411764705882,0.629411764705882,0.646622595135181,0.659210526315789,0.668421052631579,0.670498084291188,0.658823529411765,0.606666666666667,0.590909090909091,0.641176470588235,0.635584251380593,0.658823529411765,0.653636363636364,0.689655172413793,0.71,0.713470319634703,0.72972972972973,0.76696542893726,0.78125,0.719551282051282,0.71875,0.713736349821318,0.706989247311828,0.714285714285714,0.71875,0.72481884057971,0.727370689655172,0.738888888888889,0.72972972972973,0.720959595959596,0.70625,0.70625,0.71969696969697,0.713470319634703,0.699506578947368,0.710083210400148,0.667870036101083,0.672012958253565,0.672012958253565,0.659722222222222,0.659722222222222,0.644329896907217,0.696996753246753,0.682565789473684,0.667775460299195,0.658823529411765,0.694901315789474,0.677083333333333,0.699013157894737,0.671423284569836,0.687702265372168,0.707386363636364,0.756249627199523,0.719572368421053,0.734265350877193,0.736522295321637,0.733333333333333,0.737140665374677
"Omaha","NE","Omaha","Douglas",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798285048285048,0.856696428571428,0.780860805860806,0.785714285714286,0.829166666666667,0.823529411764706,0.840969036697248,0.769777876782077,0.83912037037037,0.868269230769231,0.829166666666667,0.785714285714286,0.849056603773585,0.88,1.00347222222222,1.03340277777778,0.87482782369146,0.928571428571429,0.9475,0.891891891891892,0.900943396226415
"Albuquerque","NM","Albuquerque","Bernalillo",26,,,,,,,,,,,,,,,0.908372827804107,0.922330097087379,0.867708333333333,0.842077922077922,0.8125,0.77969696969697,0.825082508250825,0.8,0.80625,0.80625,0.796458333333333,0.855911330049261,0.788333333333333,0.857142857142857,0.891304347826087,0.86875,0.855911330049261,0.880281690140845,0.880281690140845,0.846660395108184,0.897790055248619,0.846660395108184,0.831202046035806,0.811688311688312,0.8125,0.820689655172414,0.803571428571429,0.793333333333333,0.81,0.785714285714286,0.785714285714286,0.780625,0.792307692307692,0.785714285714286,0.817647058823529,0.794701986754967,0.816883116883117,0.787857142857143,0.785714285714286,0.805941558441558,0.803402646502836,0.826422859830668,0.846660395108184,0.846660395108184,0.826086956521739,0.826086956521739,0.828571428571429,0.846660395108184,0.84,0.850340136054422,0.846966561190456,0.865333333333333,0.871875,0.833333333333333,0.85,0.863696655132641,0.916666666666667,0.901129064478456,0.871875,0.846660395108184,0.921296296296296,0.932835820895522,0.94713904412378,0.947368421052632,0.926666666666667,0.926666666666667
"Fresno","CA","Fresno","Fresno",27,,,,,,,,,,,,,,,,,,,,,0.833333333333333,0.81447963800905,0.802777777777778,0.790570175438597,0.8,0.786055579964851,0.785430579964851,0.818014705882353,0.820855614973262,0.8,0.815340909090909,0.8,0.798611111111111,0.825242718446602,0.879488158899924,0.876623376623377,0.875,0.871900065996548,0.86926324101069,0.828402366863905,0.878787878787879,0.858369098712446,0.846153846153846,0.83974358974359,0.859698144522386,0.862276880190318,0.872727272727273,0.872020472824762,0.861581920903955,0.833333333333333,0.867259225922592,0.851785714285714,0.827380952380952,0.863095238095238,0.864715935879302,0.863486842105263,0.835714285714286,0.826848249027237,0.859230420915856,0.880058135087585,0.866336633663366,0.860091743119266,0.886363636363636,0.854184549356223,0.875505390835579,0.843439911797133,0.888888888888889,0.867298578199052,0.888063047527075,0.875,0.894736842105263,0.872919891640867,0.878676470588235,0.869322049924357,0.882352941176471,0.888544891640867,0.929380873410724,0.925925925925926,0.944444444444444,0.9375
"Mesa","AZ","Phoenix","Maricopa",28,,,,,,,,,,,,,,,,,,,,,0.64731319554849,0.617647058823529,0.641711229946524,0.620209668025626,0.617265087853323,0.650706860706861,0.678428844547266,0.631818181818182,0.654846383125072,0.715,0.754213483146067,0.758620689655172,0.769473372314824,0.743006993006993,0.751748251748252,0.751748251748252,0.735294117647059,0.725747629467542,0.735294117647059,0.738854289294801,0.743207230471272,0.740740740740741,0.728378378378378,0.706007067137809,0.705356474745375,0.7,0.756296326052091,0.722222222222222,0.722222222222222,0.733333333333333,0.721393034825871,0.764218009478673,0.721393034825871,0.74375,0.74375,0.702352941176471,0.743519781718963,0.721393034825871,0.731283422459893,0.728152492668622,0.73989054423837,0.749712837837838,0.720620842572062,0.785714285714286,0.779947916666667,0.797835773392743,0.797835773392743,0.722222222222222,0.8,0.818986928104575,0.809151785714286,0.829268292682927,0.8,0.87719298245614,0.877525252525252,0.844155844155844,0.892675159235669,0.894736842105263,0.835087719298246,0.863636363636364
"Virginia Beach","VA","Virginia Beach","Virginia Beach City",29,,,,,,,,,,,0.96557197351995,0.942581047381546,0.960266585266585,0.977972767170744,0.972149238045192,0.979213555557759,0.930532633158289,0.95,0.952473065621939,0.936975468975469,0.95803956695947,0.975194882223352,0.971788904736882,0.990858747993579,1.00191729323308,0.981859332276372,0.998571428571429,0.972149238045192,0.938511326860841,0.989649956784788,0.970216606498195,1.01825842696629,1.05354424557335,1.08454545454545,1.07183897746529,1.06951871657754,1.05952380952381,1.04810949788264,1.05952380952381,1.05952380952381,1.04166666666667,1.04761904761905,1.04166666666667,1,1.00065445026178,1.04094076655052,0.981491867638811,1,1.04285714285714,1.04736842105263,1.05344611528822,1.04166666666667,1.04545454545455,1.07058823529412,1.04166666666667,1.07058823529412,1.03246753246753,1.00938714368859,1.05294117647059,1.06428571428571,1.05764705882353,1.04435483870968,1.01500078027466,1.01500078027466,0.995388162951576,0.961105169340463,0.950292397660819,1,0.956521739130435,1.025,1.03670634920635,1.07961399276236,1.05714285714286,1.05839416058394,1.06685564718247,1.0297619047619,1.04166666666667,1.09848484848485,1.04435483870968,1.05052083333333
