"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"New York","NY","New York","Queens",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,3800,3800,3700,3600,3600,3600,3600,3700,3500,3600,3700,3800,3700,3650,3600,3550,3550,3500,3582.5,3600,3700,3695,3697,3700,3750,3899.5,3750,3400,3575.5,3600,3582.5,3600,3795,3800,3800,3850,3799
"Houston","TX","Houston","Harris",2,,,,,,,1895,1872.5,1612.5,1597.5,1550,1662.5,1600,1650,1587.5,1587.5,1800,1600,1550,1485,1500,1500,1550,1525,1500,1525,1400,1400,1412.5,1500,1595,1450,1245,1400,1400,1400,1400,1550,1425,1495,1450,1500,1600,1685,1562.5,1525,1650,1650,1400,1450,1500,1700,1800,1850,1854.5,1800,1800,1800,1800,1812.5,1850,1900,1959,2100,2050,2109.5,2100,2089,1999.5,2000,2000,1950,1950,1950,2000,1995,1995,1992.5,1990,2095,1825,1895,1800,1900,1864,1950,2000,1995,1950,1950,1950,1967.5
"Philadelphia","PA","Philadelphia","Philadelphia",3,,,,,,,,,,,,,,,,,,,1750,1685,1600,1600,1800,1825,1925,2000,1950,1950,1950,1900,1800,1725,1757.5,1725,1650,1700,1950,2000,2000,2000,2000,2000,1950,1850,1800,1850,1999,2000,2000,2000,2000,2000,2000,2000,1800,1800,1799,2000,2000,2000,2000,2100,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1999.5,1877.5,1950,1800,2000,2000,1995,2000,2000,2000,2000,2000,2000,2000,1950
"Phoenix","AZ","Phoenix","Maricopa",4,,,,,,,,,,,,,,,,,,,,,1250,1162.5,1097.5,1095,1250,1150,1100,1100,1200,1269,1249,1200,1106,1100,1077,1095,1100,1175,1150,1100,1137,1150,1150,1100,1177,1175,1212.5,1125,1100,1100,1100,1175,1127,1212.5,1247,1137,1175,1205,1295,1200,1295,1335,1195,1272.5,1312,1352,1297.5,1255,1312.5,1225,1295,1295,1275,1269.5,1285,1200,1200,1295,1225,1247.5,1275,1325,1332,1277.5,1279.5,1362.5,1499,1475.5,1400,1375,1272,1212.5
"Las Vegas","NV","Las Vegas","Clark",5,,,,1400,1337.5,1297.5,1500,1595,1695,1597.5,1495,1450,1397.5,1395,1350,1455,1450,1400,1400,1445,1400,1375,1350,1395,1350,1395,1395,1350,1375,1375,1350,1350,1350,1325,1300,1300,1350,1350,1395,1390,1350,1350,1395,1395,1395,1395,1395,1375,1375,1375,1379,1400,1400,1400,1400,1400,1400,1395,1395,1398,1400,1400,1495,1449.5,1450,1495,1495,1475,1450,1495,1450,1450,1495,1550,1500,1495,1512.5,1495,1495,1450,1450,1500,1480,1500,1550,1577.5,1600,1600,1600,1600,1600,1600
"San Antonio","TX","San Antonio","Bexar",6,,,,,,,,,,,,,,1395,1400,1450,1450,1450,1403.5,1400,1400,1400,1395,1385,1400,1500,1416,1475,1500,1495,1450,1450,1450,1495,1375,1450,1400,1475,1495,1500,1500,1500,1485,1450,1450,1400,1400,1425,1400,1400,1425,1520,1500,1500,1500,1495,1475,1450,1450,1475,1500,1500,1500,1550,1595,1600,1550,1575,1575,1595,1550,1550,1595,1600,1600,1595,1595,1645,1600,1585,1550,1537.5,1595,1625,1650,1650,1699.5,1725,1697.5,1700,1700,1695
"San Diego","CA","San Diego","San Diego",7,,,,,,,,,,,,,,,3500,3400,3297.5,3000,2900,2650,2625,2750,2850,2750,2700,2600,2477.5,2500,2695,2600,2600,2600,2500,2500,2495,2495,2495,2595,2495,2497.5,2500,2745,2895,2975,2800,2600,2795,2700,2635,2600,2700,2850,2925,3000,3000,2950,2850,2850,2922.5,3200,3250,3000,3000,2997.5,3000,3150,3100,2997.5,2995,3000,3100,3200,3495,3440,3250,3200,3200,3045,3050,3000,2995,3000,2850,3295,3400,3395,3500,3600,3700,3500,3500,3500
"Dallas","TX","Dallas-Fort Worth","Dallas",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634.5,1650,1612.5,1900,1700,1900,2025,2200,2447.5,2300,2350,2300
"San Jose","CA","San Jose","Santa Clara",9,,,,,,,,,,,,,,,,,,2600,2525,2553,2595,2650,2550,2495,2572.5,2795,2500,2500,2550,2550,2500,2600,2650,2600,2700,2650,2600,2600,2600,2600,2795,2945,2992.5,3050,3050,2797.5,2995,2895,2900,2825,2895,3200,3295,3400,3275,3495,3350,3300,3297.5,3297.5,3250,3500,3500,3500,3700,3700,3500,3500,3600,3550,3500,3500,3650,3700,3625,3650,3800,3825,3800,3772.5,3680,3700,3700,3645,3650,3695,3700,3800,3800,3950,3850,3800
"Jacksonville","FL","Jacksonville","Duval",10,1395,1397.5,1400,1399.5,1397.5,1350,1350,1395,1350,1350,1395,1375,1395,1350,1300,1350,1350,1400,1397.5,1350,1300,1295,1225,1250,1300,1280,1275,1252.5,1295,1297,1250,1250,1200,1250,1200,1225,1250,1250,1300,1350,1350,1350,1350,1350,1325,1350,1345,1300,1300,1350,1350,1350,1350,1350,1300,1300,1295,1275,1275,1275,1250,1295,1300,1300,1350,1350,1300,1350,1325,1350,1350,1350,1350,1350,1392.5,1399,1399.5,1430,1395,1405,1395,1395,1397,1375,1375,1423,1485,1475,1495,1495,1500,1495
"San Francisco","CA","San Francisco","San Francisco",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,7995,7500,6995,6350,6500,7000,6995,6500,6695,6797.5,6950,6750,6250,6900,6400,6800,6700,6500,6347.5,6475,5995,6500,6700,6572.5,6500,6495
"Indianapolis","IN","Indianapolis","Marion",12,,,,,,,,,,,,,,,,,,1025,1025,1037.5,1012.5,995,1000,1000,985,900,875,855,855,900,1050,1050,900,900,850,850,907,907,995,1035,1100,1125,1100,1095,1050,1000,1000,1100,1095,1095,1100,1150,1150,1195,1175,1150,1150,1140,1140,1150,1150,1175,1172.5,1125,1150,1145,1125,1100,1095,1085,1100,1095,1099,1095,1150,1125,1197.5,1199,1197,1162.5,1100,1125,1175,1150,1190,1247.5,1282.5,1275,1250,1275,1290,1250
"Austin","TX","Austin","Travis",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734,1700,1750,1970,1895,1843,1995,1995,2150,2040.5,2000,2095,2000,2095,2195,2172.5,2250,2250,2300,2437.5,2385,2200,2095,2000,2197.5,2400,2500,2400,2425,2495,2684,2697.5,2695,2697.5,2700,2595,2596,2595,2500,2484,2500,2402,2397.5,2200,2250,2275,2354,2225,2495,2472.5,2550,2495,2300,2200,2325
