"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"New York","NY","New York","Queens",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27118644067797,4.28571428571429,4.24231693707614,4.09450854700855,3.94337606837607,3.65692963752665,3.33333333333333,3.22511302804205,3.77733598409543,3.86819484240688,3.95758393285372,4.2,4.14487110633727,4.08087045467884,3.96301188903567,4,3.98824631375393,3.79834254143646,3.64285714285714,3.61050328227571,3.63636363636364,3.6971832776498,3.78571428571429,3.88235294117647,3.94144144144144,3.7,3.9349871685201,3.84831460674157,3.5,3.85194805194805,3.36377536836252,3.63636363636364,4.18095238095238,4.45485006363347,4.52127659574468,4.53367875647668,4.6,4.5961658862475,4.55714285714286,4.49236298292902,4.38808820806658
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,,,,,,,,,,,,,,,,,,,,2.17188995215311,2.11864406779661,1.98875,1.97183098591549,2.03368748713727,2.14951714951715,2.15617715617716,2.23703703703704,2.22389486260454,2.27710526315789,2.2375,2.20714285714286,2.20714285714286,2.26086956521739,2.304531085353,2.26958891664774,2.17391304347826,2.3,2.3013698630137,2.28571428571429,2.31279303415941,2.32295081967213,2.28491496598639,2.398,2.4,2.35,2.18879668049793,2.28442340791738,2.3125,2.36166666666667,2.32340643274854,2.38322580645161,2.47529411764706,2.45643939393939,2.61044776119403,2.61522388059702,2.57927529986354,2.65468265048286,2.60964230171073,2.70428015564202,2.76295659951045,2.7906976744186,2.76155682347462,2.80155642023346,2.88348416289593,2.9843603286385,3,3,2.9875,3.03265360522458,3,2.97061003580219,3.05859618717504,3.03260869565217,3.0859375,3.09859154929577,3.08042956854502,3.25269784172662,3.24,3.14994070965976,3.2,3.1,3.0859375,3.0786231884058,3.25,3.46292929292929,3.65384615384615,3.50817438692098,3.41417910447761,3.59554166666667,3.74791666666667,3.65,3.64659270998415
"Chicago","IL","Chicago","Cook",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39060223409422,2.38461538461538,2.45823550990462,2.46440677966102,2.42700729927007,2.41071428571429,2.45075516693164,2.49266524895575,2.58707182320442,2.58620689655172,2.62437938915549,2.65833333333333,2.652,2.68128161888702,2.64285714285714,2.66106442577031,2.62542372881356,2.60165844298246,2.62335659795488,2.59984662576687,2.56754882680049,2.6132868757259,2.64589665653495,2.71743119266055,2.80344827586207,2.87361769352291,2.73198847262248,2.8703007518797,2.80254777070064,2.67692307692308,2.55345911949686,2.67246376811594,2.82108763653665,2.74453781512605,2.7062818336163,2.75045871559633,2.74690265486726,2.73009040333797,2.63193277310924,2.71221412620014,2.72572402044293,2.76198934280639,2.72727272727273,2.69814502529511,2.77189112676401,2.68157423971377,2.63069139966273,2.65880503144654,2.60552268244576,2.63875968992248,2.64569398739828,2.64036697247706,2.64185299610759,2.64168250004524,2.61143984220907,2.64814814814815,2.6001968503937,2.6,2.5955642530985,2.61255397510795,2.64427553359118,2.65567765567766,2.69953051643192,2.75
"Philadelphia","PA","Philadelphia","Philadelphia",4,,,,,,,,,,,,,1.03778887750455,1.10742243374685,1.11238802883826,1.05337078651685,1.03995901639344,1.06391919408099,1.15001742634935,1.17942603748327,1.19095130522088,1.16071428571429,1.17021276595745,1.25862237730026,1.36397157414857,1.35609946036682,1.48444863336475,1.43551475792015,1.39956140350877,1.40499665775401,1.30833333333333,1.34184616030566,1.33053808525507,1.30568356374808,1.29363702363813,1.3125,1.25,1.39,1.45227272727273,1.50375939849624,1.44722222222222,1.43034825870647,1.30952380952381,1.28755364806867,1.28755364806867,1.45,1.37656115417743,1.35964912280702,1.36561142147734,1.36363636363636,1.42857142857143,1.54101080336365,1.525,1.4840973702914,1.39155982905983,1.28205128205128,1.23962390426374,1.26020170487201,1.27450980392157,1.27272727272727,1.36644074719659,1.55759162303665,1.70594289567547,1.73958333333333,1.68039852843152,1.66666666666667,1.62153515161379,1.54990774907749,1.52464532400411,1.54545454545455,1.46008849557522,1.50214592274678,1.60035788023791,1.66666666666667,1.76538006506951,1.90697389550162,1.76677215189873,1.8863933754857,1.79550617957107,1.8359853121175,1.61382816217164,1.52877938034188,1.66666666666667,1.62578800734976,1.66666666666667,1.89003436426117,1.95856570856571,1.95294117647059,1.97291072156543,1.95992788006946,1.93289404577621,1.79207920792079
"Phoenix","AZ","Phoenix","Maricopa",5,0.770712909441233,0.770510516345266,0.751252086811352,0.761772853185596,0.815028974871574,0.773412140681993,0.740519558077038,0.764000418871888,0.787353071676881,0.773810061121776,0.770494651367649,0.75070821529745,0.745573159366263,0.745573159366263,0.757221543311549,0.748549687898065,0.747442958300551,0.729485739920612,0.73061471034444,0.723601157057636,0.718475073313783,0.69988038277512,0.695284159613059,0.704934541792548,0.706991358994501,0.720844811753903,0.735950044603033,0.740118600254277,0.741206030150754,0.741106719367589,0.736128076780303,0.725163161711385,0.714926547049896,0.714285714285714,0.710804224207961,0.719026548672566,0.721537345902828,0.717805776160029,0.733887080514496,0.725670648506858,0.72251020841067,0.727590221187427,0.694196796378364,0.733414832925835,0.738260869565217,0.726571767497034,0.726807888970051,0.717256346406585,0.714285714285714,0.720338983050847,0.725513905683192,0.760869565217391,0.76716753390069,0.767481523592951,0.77267749258192,0.762637362637363,0.762300762300762,0.76509511993383,0.765839270076448,0.766871165644172,0.781046177040633,0.789127251504043,0.813422275370809,0.832466181061394,0.837468982630273,0.829756795422032,0.822402379831202,0.82263607823755,0.830524796517131,0.850618065894475,0.844594594594595,0.846697753393077,0.858939620835181,0.879461976202794,0.874669108852009,0.866500829187396,0.869867780097425,0.866807610993658,0.864197530864197,0.862794612794613,0.859888720283257,0.864553314121037,0.848406546080965,0.879361443660492,0.903664059283656,0.935307872174591,0.955414012738854,0.961538461538462,0.959429824561403,0.963908450704225,0.950282438612426,0.951311360431179
"San Diego","CA","San Diego","San Diego",6,,,,,,,,,,,,,,,,,,,,2.38541666666667,2.32692307692308,2.32283950617284,2.27111426543648,2.16666666666667,2.21492373230727,2.22877358490566,2.16377440347072,2.32349323619308,2.32360537190083,2.36607142857143,2.26973490427099,2.11533242876526,2.24423963954337,2.22877358490566,2.23770424836601,2.2375,2.18390804597701,2.27682291666667,2.20746703853955,2.12628865979381,2.16111111111111,2.26589292689826,2.375,2.47395833333333,2.359565807327,2.32157394843962,2.5,2.53565768621236,2.48,2.48618784530387,2.61607142857143,2.6525198938992,2.53565768621236,2.57402777777778,2.64835618846695,2.71547047909852,2.69559929234852,2.71719038817006,2.72716488730724,2.81649831649832,2.73109243697479,2.98236040609137,2.94444444444444,2.95,2.92347600518807,2.9993481095176,3.16543438077634,3.17460317460317,3.15023661638568,2.9921875,2.98725649350649,2.96052631578947,2.94523002609949,2.94573643410853,2.97448705553765,2.97979797979798,3.15410385259631,3.18750842868554,3.17748091603053,3.18117647058824,2.975,3.1225,3.06839186691312,3.54,3.5029296875,3.41176470588235,3.3974358974359,3.32304900181488,3.31682804265229,3.32142857142857,3.33904761904762,3.27397260273973
"Dallas","TX","Dallas-Fort Worth","Dallas",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67316425425552,1.58767772511848,1.62456747404844,1.68144952545298,1.67504488330341,1.73015873015873,1.69395833333333,1.59210831593252,1.63157894736842,1.81099748444071,1.58632246376812,1.66038647342995,1.53469335999313,1.73350041771094,1.78384633458647,1.79962013295347,1.77935943060498,1.8694885361552,1.91666666666667,1.91221374045802,2.03979238754325,1.94839857651246
"San Jose","CA","San Jose","Santa Clara",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21293349429324,3.06349206349206,2.92096219931271,3.19816396631912,3.39741494203737,3.41428571428571,3.56565656565657,3.61787692541164,3.64197530864198,3.56565656565657,3.58615611192931,3.61598177145431,3.66964285714286,3.76500857632933,3.85865992414665,3.81861381548447,3.81084840055633,3.86245564533368,3.97752808988764,4.04560810810811,4.03716216216216,4.03120207973931,4.07780121034293,4.19763513513514,4.16744614311269,4.14513125914976,4.11669236745456,3.9808362369338,3.95092670376982,3.84615384615385,4.030131826742,3.86281588447653,3.94295795354308,3.84146341463415,3.79339285714286,3.73370577281192,3.95696180249956,3.85318607504221,3.84502095842302,3.95329413960433,4.06369346337152,4.06280680224404,4.03191489361702,3.96538285513114,3.96909319481012
"San Francisco","CA","San Francisco","San Francisco",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23833333333333,4.42213883677298,4.53985480943739,4.3025159290668,4.24296052631579,4.35643564356436,4.33823529411765,4.36210131332083,4.51157804459691,4.55747085835394,4.65222143864598,4.39023094898486,4.35139866385624,4.475,4.41176470588235,4.23331765443713,4.23076923076923,4.4,4.63578947368421,4.67917448405253,4.75327188940092,4.77335743366559,4.92319508448541,4.82456140350877,4.58015267175572,4.99583333333333,5.00998003992016,4.91256830601093,4.692037470726,4.92307692307692,4.77824295587453,4.83333333333333,4.93039443155452,5.15384615384615,4.88747553816047,4.77870813397129,4.88747553816047,5.07372246935011,5.09512341962673,5,5.02028397565923,4.93796992481203,5,4.86614173228346,5.11990346394094,4.65555555555556,4.66003423192127,4.62962962962963,4.71,4.76333333333333,4.86223662884927,5.12820512820513,4.86046209761163,5.31746031746032,5.26351351351351,5.23399014778325,5.09966887417218,5.05008523695875,5.19605504587156
"Indianapolis","IN","Indianapolis","Marion",10,,,,,,,,,,,,0.659433962264151,0.645919532726129,0.639689071787837,0.654688431088789,0.710018185708173,0.681270949128092,0.647171620325983,0.694444444444444,0.694444444444444,0.679501698754247,0.694444444444444,0.655795517100543,0.717967599410898,0.736670275868562,0.74468085106383,0.681584985538158,0.68855316676351,0.692307692307692,0.673768820608392,0.652400835073069,0.683279742765273,0.707274826789838,0.675303019898021,0.708061002178649,0.711487586487586,0.709164362697775,0.702341137123746,0.705266189667718,0.684356842316169,0.698812019566737,0.696386946386946,0.69851339247891,0.716145833333333,0.702174820709303,0.712316176470588,0.710577547047372,0.704225352112676,0.687644722060696,0.695009033423668,0.696885030384993,0.720384166974721,0.728597449908925,0.71951866422797,0.716426858513189,0.713470319634703,0.711915436005626,0.70578231292517,0.714712918660287,0.703464027407689,0.715190474079288,0.733333333333333,0.733901515151515,0.741071428571429,0.752953199111414,0.756756756756757,0.752314814814815,0.745967741935484,0.744619963369963,0.765054377013964,0.764848980845834,0.782004830917874,0.78804552376651,0.793145321173672,0.794181034482759,0.791704147622289,0.818373812038015,0.781645056538396,0.783608490566038,0.781010347822247,0.74673304293715,0.795261239368165,0.804408238884045,0.77886221581783,0.801282051282051,0.813871196036801,0.833188405797102,0.830696202531646,0.860431573027617,0.860969387755102,0.830860534124629,0.867942084241104
