"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"Utah",32,,,,,,,,,,,,,,,,,,,,0.719444444444444,0.70630081300813,0.751099937146449,0.791329086523594,0.746816753050057,0.825140449438202,0.803604851388785,0.755416902623844,0.799721835883171,0.807800227795838,0.807800227795838,0.754054054054054,0.75,0.706006526820527,0.686966208689194,0.689713861780863,0.669639892548143,0.724510221465077,0.75,0.762503473186996,0.764984323697427,0.753115079365079,0.820588235294118,0.885735263856932,0.904242110002865,0.860881542699725,0.84193281075028,0.813885647607935,0.782608695652174,0.773433289706675,0.764,0.775709219858156,0.807667606249256,0.779156618435155,0.780409406191846,0.789473684210526,0.800753768844221,0.821669034686621,0.829020853187959,0.822222222222222,0.870517782536113,0.871080139372822,0.931150038476737,0.866241676755448,0.850922785636161,0.833333333333333,0.819392379566945,0.81458543983822,0.834404455869752,0.82843137254902,0.858333983333983,0.878787878787879,0.821960297766749,0.828898292145615,0.841750841750842,0.816086065573771,0.83030617540218,0.843253968253968,0.888455072111489,0.919938414164742,0.863158892880849,0.884694248579434,0.882167611846251,0.871815286624204,0.884060902711158,0.894959962317475,0.914285714285714,0.892857142857143,0.882703916888951,0.933202357563851,0.901738013454028,0.916905444126075,0.933168825703095
"Nevada",33,,0.742175526337017,0.69044594571345,0.715010408939724,0.68527485121864,0.687044316570235,0.710382513661202,0.723129895864613,0.725416331594621,0.701548568747067,0.676287066849796,0.6941431670282,0.690874035989717,0.679017282446985,0.684210526315789,0.70189701897019,0.698642137538327,0.695501010902632,0.696113074204947,0.689655172413793,0.68407960199005,0.679363274587834,0.673362246062543,0.676077265973254,0.673172124904798,0.674440287946642,0.678557580457542,0.679542618033768,0.674558436677941,0.672433297214819,0.671192667108075,0.669385796545106,0.663905673112346,0.658632286995516,0.65708533779544,0.658104654544919,0.660146699266504,0.663255192358083,0.669087136929461,0.672823218997362,0.667022411953042,0.669324381032312,0.670511151901061,0.669549462044232,0.665997697188315,0.666604915400766,0.660129263863863,0.661328314443888,0.66228254423248,0.664523341674809,0.666158082416252,0.673246817172655,0.677710843373494,0.682674199623352,0.68140956490471,0.679765634006272,0.679765634006272,0.675081553604788,0.676273089513269,0.68241469816273,0.684668579579036,0.684931506849315,0.69193742478941,0.698415955305362,0.702702702702703,0.701965746359951,0.699481865284974,0.700792199878123,0.694429421308816,0.689437270494639,0.694902053339627,0.699281370923162,0.703579659389751,0.714285714285714,0.719424460431655,0.725822686798297,0.736758933828121,0.723000451875282,0.722543352601156,0.716845878136201,0.721292556260819,0.721694948480206,0.704592901878914,0.724956063268893,0.730605738575983,0.738056897477187,0.751242362668243,0.755859990285401,0.76427133912599,0.767854175454743,0.758448680898213,0.759529816596665
"New Mexico",34,,,,,,,,,,,,,,,,,0.726335520149953,0.703258891733491,0.698327651833621,0.73469387755102,0.680628272251309,0.666498993963783,0.663445907663633,0.65489186941152,0.672268907563025,0.707368670849443,0.743128318030204,0.701357466063348,0.686081684155116,0.697184305943635,0.703239869540572,0.685430463576159,0.661628564412133,0.687584586375369,0.695019506091053,0.677470782142964,0.681818181818182,0.675774320351004,0.676756497376283,0.681634575567555,0.669751583049196,0.679903353997268,0.691227135058021,0.713355048859935,0.708727585381146,0.696,0.703115075132372,0.694444444444444,0.690864745618723,0.693037974683544,0.691823899371069,0.706368214197986,0.712326059994821,0.701027836078539,0.700389105058366,0.70566945863963,0.69461676316515,0.678087080656674,0.681307725507121,0.670731707317073,0.680473372781065,0.68920798966511,0.704989154013015,0.717823259953975,0.710740072202166,0.701640168882145,0.710025618192143,0.712463908387593,0.709219858156028,0.721688368215201,0.727051116955682,0.706081081081081,0.730598457649083,0.735139400315623,0.702436673222636,0.752042312526183,0.733724653148346,0.717391304347826,0.748547315993359,0.70717653221582,0.739320920043812,0.749149659863946,0.75609756097561,0.735164059111855,0.753844409511767,0.736690647482014,0.732799389778795,0.73461065293662,0.698254364089776,0.683375010686501,0.742344642627528,0.739344737605103
"West Virginia",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511465097402597,0.549450549450549,0.55642030608436,0.556329309811204,0.561191389501512,0.56547619047619,0.600332477050115,0.6244026098159,0.63848524878908,0.64,0.64,0.625,0.6,0.646551724137931,0.625,0.630792996910402,0.614491522423985,0.590552141254512,0.6,0.601848642403235,0.59343268557423,0.593123482290926,0.592868988391376,0.578703703703704,0.550536420101638,0.550536420101638,0.570457796852647,0.571597741496197,0.594053541814736,0.64718642335155,0.631502459332648,0.672870556673373,0.689822314467956,0.639783452283452,0.603424360641526,0.606848721283052,0.579097674079829,0.599041533546326,0.64,0.629949604031677,0.633640552995392,0.675788957222619,0.583512584204466,0.574307470944495,0.579710144927536,0.552848531757201,0.596185737976783,0.621173638242629,0.551920844718024,0.592261904761905,0.633914222579349,0.638297872340426,0.650118203309693,0.63301282051282,0.590744995077125,0.615778489613667,0.554477405045744,0.580350301039956,0.576636904761905,0.591216216216216
"Nebraska",36,,,,,,,,,,,,,,,,,,,,,,,,,0.603415062999351,0.591191250369494,0.676052567149377,0.594159171561429,0.601337162293241,0.638051044083527,0.646538896061975,0.619195046439629,0.647187693657166,0.653842006430537,0.669132481506389,0.641683778234086,0.634346712268169,0.630555555555556,0.625,0.727834142037936,0.723043068217542,0.672744562305797,0.671062618595825,0.723541523678792,0.663261692574361,0.733923578751165,0.680919139034322,0.65,0.754179374527759,0.701239669421488,0.7,0.697822080910506,0.676416330995558,0.745033112582781,0.681578947368421,0.729064050093827,0.720501886391413,0.733795352629433,0.725806451612903,0.733318244393357,0.731182795698925,0.725806451612903,0.69060773480663,0.758459743290548,0.761327713382508,0.725952813067151,0.758459743290548,0.726020973383851,0.726972712820091,0.756410256410256,0.722222222222222,0.745033112582781,0.724163027656477,0.664599025254763,0.69359445124439,0.706423232842531,0.725446428571429,0.698830664485748,0.734753857457752,0.683721338710032,0.74440377793534,0.6546014632268,0.673498049011817,0.6859335839599,0.733333333333333,0.734302325581395,0.766041858349724,0.774150386650387,0.755775577557756,0.75881368513395,0.774193548387097,0.774731823599523
"Idaho",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.721153846153846,0.691454013822435,0.691823899371069,0.708640524816995,0.720557851239669,0.716583991361274,0.721046770601336,0.714292313377679,0.73,0.737704918032787,0.734901332327803,0.779750799573561,0.761671827518177,0.779329608938548,0.809375,0.771670190274841,0.72632058287796,0.746527777777778,0.746268656716418,0.779019748419475,0.751496534341525,0.772765051166173,0.852680850288048,0.811176205497972,0.767533008757155,0.809352517985611,0.765974829648171,0.735501741785983,0.720197368421053,0.747481352320062,0.785714285714286,0.721693223214692,0.795103516266842,0.777085554371002,0.802568218298555,0.80990743411765,0.836597649692222,0.853148349937733,0.904977375565611,0.790816326530612,0.801373783629078,0.802919708029197,0.767836705909648,0.856831889102113,0.870153493248268,0.902751179136033,0.890947968638631,0.835616438356164,0.880758807588076,0.865800865800866,0.853614239011987,0.84375
"Hawaii",38,,,,,,,,,,,,1.44850039346551,1.39393939393939,1.43570536828964,1.54639175257732,1.6142735768904,1.56968626806833,1.57749876806833,1.5,1.51515151515152,1.51619572708477,1.52358573923149,1.5,1.47909967845659,1.48785224893696,1.50961538461538,1.51190476190476,1.48063781321185,1.51835344143036,1.51190476190476,1.53692102290233,1.59002938382895,1.47136256499685,1.60107334525939,1.54220844248965,1.55087816089719,1.61919543605017,1.68567754413271,1.68005843681519,1.63690688845383,1.60917686521841,1.54120700843608,1.59219514588111,1.64938737040528,1.70960268165237,1.60243242104376,1.55038759689922,1.56000175219572,1.54876517371285,1.53692102290233,1.57303370786517,1.63447251114413,1.65988384607452,1.67144221585482,1.69544953479292,1.6642891107941,1.71274038461538,1.71338383838384,1.76012831409894,1.82339150820526,1.82057748442937,1.80505415162455,1.79663608562691,1.73076923076923,1.76678445229682,1.7551724137931,1.76948679403609,1.79972636493632,1.8391064518997,1.87121629058888,1.80263700041203,1.76512968299712,1.78051498411904,1.82002022244692,1.80533751962323,1.83442603946623,1.76923076923077,1.78485751578238,1.76755931407094,1.7589789481033,1.66515033359328,1.71731651376147,1.66872937293729,1.76738882554162,1.76738882554162,1.77190721649485,1.8070615246695,1.80722891566265,1.83126226291694,1.82266009852217,1.74426207010839,1.7490671641791
"New Hampshire",39,,,,,,,,,,,,0.840909090909091,0.863636363636364,0.855397426435196,0.86879868798688,0.798671506158816,0.842105263157895,0.92210628488231,0.864705882352941,0.826244229228345,0.804195804195804,0.768443429651209,0.755667506297229,0.811411895286075,0.802738927738928,0.805305542396968,0.872410032715376,0.892857142857143,0.808823529411765,0.836139169472503,0.821569081231196,0.880853713588773,0.876424189307625,0.875,0.869410569105691,0.816485225505443,0.862745098039216,0.88008800880088,0.867854663272391,0.825226244343891,0.947459086993971,0.909090909090909,0.950871632329635,0.904558706974638,0.859895003596228,0.850282758177495,0.854700854700855,0.886524822695035,0.957127902550438,0.893255917820456,0.905797101449275,0.792196568729144,0.800748622735743,0.826687116564417,0.882352941176471,0.804195804195804,0.809918119962185,0.737618545837724,0.771604938271605,0.75,0.737618545837724,0.78042328042328,0.860789662381644,0.868210151380231,0.941176470588235,0.929264909847434,0.926976920166477,0.894308943089431,0.916897254088123,0.875,0.903846153846154,0.907999417085861,0.912741876597298,0.899357601713062,0.868210151380231,0.799457815891006,0.80828281968659,0.82051282051282,0.917909399837111,0.804195804195804,0.75,0.842307692307692,0.875797165221595,0.795643750189205,0.822012399682303,0.804195804195804,0.922472633213903,0.879692697456787,1.01,1,0.982318271119843,0.999001996007984
"Rhode Island",40,,,,,,,,,,,,,,,,,,,,0.987134144140893,1,1.01010101010101,1.00229127952462,1,1.02040816326531,1.05273763118441,1.10497237569061,1.12107004964148,1.0707337409672,1.0530749789385,1.02124183006536,1,1.00982532751092,1.00574712643678,1.0536398467433,1.08695652173913,1.10523989017637,1.12047959297268,1.11593304401736,1.1024861878453,1.07758620689655,1.08695652173913,1.04669887278583,1.02223816355811,0.961703617577888,1,0.986301369863014,1.04715896020244,1.07896080659776,1.10337459475391,1.10864745011086,1.05605199025183,1.04669887278583,1,1.03703703703704,1.04669887278583,1.06680613668061,1.09505813953488,1.07741632028003,1.10066079295154,1.13333333333333,1.17647058823529,1.19521912350598,1.23653760569648,1.12287187215566,1.1250540891389,1.05132962275819,1.05,1.07142857142857,1.07726597325409,1.125,1.141670991178,1.15606936416185,1.18481316979748,1.17166344294004,1.19305856832972,1.18780815777678,1.08254397834912,1.12059233891426,1.16259968928017,1.10913930789707,1.12521739130435,1.16626908396947,1.10066079295154,1.20973208123829,1.22857142857143,1.20973208123829,1.19565217391304,1.23056994818653,1.23022870848958,1.28705932323375,1.26052188552189
"Montana",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.844075643956213,0.792140151515151,0.864110070257611,0.927057266397698,0.898391297919711,0.885302313798345,0.909090909090909,0.951180033416876,0.948412698412698,0.942965376837733,1.01195952161914,1.07548240635641,0.982456140350877,0.942519036506488,0.904436430727944,0.931983385254413,0.940814231953472,0.934741692627207,0.953947368421053,0.949126803340926,0.953947368421053,0.990865766481334,0.854166666666667,0.861418247210699,0.884955752212389,0.939058171745152,0.938624008609883,1.00040476105754,1.04052009531039,1.06880733944954,1.07296137339056,1.03182113917312
