"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"California",1,,,,1862.5,1600,1650,1625,1650,1600,1600,1550,1395,1375,1395,1350,1395,1310,1325,1375,1300,1200,1000,999,1076,1100,1145,1140,1154,1150,1150,1150,1175,1150,1150,1125,1125,1175,1208,1225,1246.5,1199,1195,1195,1238.5,1253,1050,1200,1250,1200,1175,1195,1280,1280,1295,1300,1385,1395,1416.5,1424.5,1450,1430,1495,1519,1495,1580,1550,1600,1615,1631,1595,1600,1700,1730,1761,1783,1794.5,1725,1795,1655.5,1770,1695,1700,1661.5,1725,1850,1868,1850,1847,1870,1910,1915,1922
"Texas",2,,,,,,,,,,,,,,,,,,,,,,,,,,1195,1150,1200,1225,1200,1195,1150,1100,1100,1100,1000,1054,1065.5,1100,1075,1095,1100,1150,1200,1196,1175,1200,1200,1195,1200,1200,1295,1300,1350,1325,1300,1297,1295,1300,1300,1300,1325,1350,1375,1400,1380,1375,1350,1350,1324.5,1300,1300,1300,1330,1350,1350,1375,1399,1395,1350,1360,1350,1350,1350,1360,1355,1400,1400,1425,1450,1400,1400
"New York",3,2000,2145,2300,2200,2375,2200,2000,2000,2100,2000,2300,2100,1900,2000,2095,2100,2100,2200,2200,2200,2100,2100,2075,2050,2100,2100,2150,2195,2195,2200,2200,2200,2200,2200,2200,2175,2200,2200,2200,2200,2225,2200,2250,2290,2275,2295,2299,2295,2295,2295,2295,2300,2335,2300,2275,2295,2300,2300,2300,2300,2310,2350,2400,2419,2450,2425,2495,2495,2400,2400,2400,2395,2390,2395,2400,2395,2375,2360,2350,2350,2350,2376,2200,2300,2400,2450,2475,2495,2500,2500,2495,2500
"Florida",4,,1400,1400,1395,1350,1450,1500,1500,1400,1400,1400,1400,1350,1350,1395,1350,1260,1300,1300,1300,1300,1300,1295,1250,1250,1299,1290,1295,1300,1295,1300,1295,1300,1300,1300,1295,1300,1350,1350,1350,1350,1400,1400,1400,1495,1495,1500,1495,1450,1400,1395,1500,1500,1500,1500,1500,1495,1495,1450,1450,1450,1500,1500,1500,1500,1500,1500,1525,1550,1550,1550,1595,1600,1615,1600,1595,1550,1500,1500,1500,1500,1600,1499.5,1500,1525,1585,1600,1600,1600,1650,1675,1700
"Illinois",5,1450,1450,1500,1495,1500,1500,1500,1500,1500,1550,1600,1500,1426.5,1365,1379,1398,1375,1350,1350,1360,1307.5,1285,1295,1275,1250,1250,1300,1300,1300,1349,1395,1382,1355,1361,1356,1360,1400,1400,1400,1421,1421,1425,1475,1485,1460,1425,1450,1450,1420,1400,1400,1464,1500,1549,1471.5,1552,1543,1425,1424.5,1466,1550,1500,1475,1499,1500,1495,1475,1500,1495,1500,1475,1458,1495,1450,1450,1450,1450,1435,1400,1410,1450,1464,1450,1427,1425,1400,1421,1425,1445,1450,1455,1492.5
"Pennsylvania",6,,1450,1225,1200,1200,1200,1150,1150,1125,1200,1150,1075,1000,1000,1025,1000,1000,1150,1145,1150,1000,950,997.5,900,925,950,950,995,982.5,987,989,975,950,900,950,980,1000,1100,1099,1050,1004,1000,1000,1100,1099,1000,1019.5,1000,1000,1025,1038,1150,1125,1000,995,1100,1150,1100,1000,1050,1000,1050,1150,1175,1195,1100,1087.5,1060,1090,1100,1100,1102.5,1150,1195,1200,1195,1195,1095,1100,1100,1102.5,1085,1100,1100,1100,1150,1175,1165,1195,1164.5,1175,1196
"Ohio",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,650,737.5,752.5,665,700,719,725,725.5,740,700,772.5,850
"Michigan",8,950,995,1000,1050,1100,1000,1085,1000,950,990,950,850,850,850,900,900,900,900,950,875,750,750,750,750,750,775,775,795,750,750,795,795,800,782.5,750,750,775,800,795,795,785,800,800,800,800,800,800,800,800,800,800,800,800,800,825,850,850,775,825,825,800,825,850,850,850,850,850,850,850,850,850,850,850,860,895,895,885,900,900,900,925,900,895,900,875,900,900,900,940,950,950,950
"Georgia",9,,,1250,1262.5,1200,1250,1250,1200,1200,1200,1200,1100,1100,1100,1150,1150,1150,1100,1100,1100,1050,1000,1000,1000,1000,1000,1000,1022,1050,1050,1050,1075,1000,1000,995,965,975,1000,1000,1050,1037,1025,1050,1075,1095,1050,1075,1050,1050,1050,1050,1080,1100,1100,1100,1100,1125,1125,1095,1095,1050,1100,1100,1100,1100,1100,1095,1095,1100,1125,1150,1150,1175,1200,1200,1250,1200,1225,1200,1250,1207.5,1200,1200,1200,1249,1259,1295,1300,1300,1300,1296,1295
"North Carolina",10,,,,,,,,,,,,,1175,1195,1250,1200,1200,1200,1195,1150,1100,1100,1100,1125,1100,1150,1170,1200,1200,1200,1195,1150,1174,1150,1100,1100,1095,1100,1150,1195,1200,1195,1175,1175,1195,1195,1195,1195,1175,1195,1195,1250,1250,1250,1250,1250,1225,1225,1200,1250,1195,1200,1225,1200,1200,1275,1250,1200,1200,1200,1200,1200,1250,1274,1295,1300,1300,1350,1300,1275,1275,1284,1275,1299,1300,1350,1395,1395,1395,1365,1350,1350
