"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"California",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.151564848982,243.566176470588,238.80499881391,242.644412018283,253.388818361006,261.804826862539,265.964912280702,269.820938878281,271.618625277162,270.135135135135,266.749379652605,264.177852348993,257.929883138564,243.271221532091,249.807840122982,254.708917916465,261.029411764706,263.157894736842,270.748593800197,276.508972267537,277.66732935719,283.527696793003,286.730767994549,284.280936454849,278.008298755187,272.047922419752,272.171826260848,276.831345826235,284.953395472703,292.750415052573,298.295454545455,305.665467625899,309.878213802436,309.108527131783,310.430423235301,308.562610229277,302.469135802469,292.280701754386,291.666666666667,299.588190071339,313.104260343976,321.90462828714,325.731813246471,327.405012126112,327.35271527966,328.24427480916,330.501997805396
"Texas",2,90.9849749582638,91.3011695906433,92.8423236514523,93.5482511588706,92.8540291443517,92.4256508972846,91.9324577861163,90.2698094282849,92.7797833935018,91.7814727172269,91.7534722222222,89.4760507383567,88.4955752212389,89.5679662802951,89.3750903713441,89.2079274891775,90.5625,91.2408759124088,89.662447257384,88.9830508474576,87.8346871092688,87.052591043779,86.5129561378576,85.4518174136291,85.0860420650096,86.8447499020504,86.8055555555556,87.1875,86.8055555555556,87.1654083733699,87.0295698924731,87.0967741935484,85.4616895874263,86.4055299539171,89.2018779342723,90.118064982808,90.6410501722089,92.9019182270627,94.209161624892,95,95.9102950898375,96.9865249414128,97.3822707428395,96.7097737609008,96.7633106473604,98.2092752926086,95.3022911298339,94.156402260202,93.5004310802991,95.0360523473731,99.009900990099,101.380813953488,103.852002027369,102.794924554184,101.875670679994,104.122806239963,103.550295857988,102.965403624382,103.00462962963,104.301825293351,106.971153846154,109.834293948127,111.115342303461,114.805366591081,116.759776536313,118.403247631935,121.212121212121,122.020770229338,125,125,124.493341053851,125.506358322223,125.523012552301,128.019001395072,132.141403672717,133.928571428571,136.284722222222,136.986301369863,137.387231903485,137.980068991951,138.607292574855,140.157222665603,139.954853273138,140.881940272715,139.338158444816,142.045454545455,145.066642602228,148.334460331243,149.732620320856,150.913838120104,150.258945773426,148.754448398576,145.615866388309
"New York",3,177.777777777778,173.099494402311,179.190751445087,173.893405600723,183.269671504966,181.653427326375,181.551976573939,175.872093023256,178.16091954023,178.524436090226,177.777777777778,175,174.466463414634,167.389567669173,175,170,166.601282051282,164.364035087719,164.364035087719,162.5,160.741369348548,159.185185185185,157.806513409962,158.124438274736,156.739811912226,158.823529411765,159.20716112532,160.872363046276,159.090909090909,155.851781170483,152.681388012618,150.15015015015,154.228713574982,154.090909090909,161.675310148465,165,166.045380875203,166.665555555556,169.69696969697,165.104542177361,162.150127226463,154.283357088324,150.754098360656,149.187727032817,148.392471928757,149.166666666667,158.630952380952,158.333333333333,162.272727272727,167.567567567568,166.022690437601,163.961576394198,165.384615384615,170.594546831608,163.173243299603,166.24895572264,165.688775510204,168.585382535318,166.555555555556,165.866169515805,168.308823529412,167.470930232558,166.141732283465,164.623911517624,162.671232876712,161.705882352941,161.464585834334,159,159.808102345416,161.552346570397,163.078843593871,163.269230769231,174.216027874564,174.794238683128,165.103734561049,175.485008818342,166.219369894982,166.432373909316,158.291666666667,157.753471872799,157.894736842105,158.388520971302,161.471524745269,161.026315789474,164.861916771753,168.552036199095,170.91515353676,169.781553398058,168.180909090909,165.555555555556,164.887489816995,162.004662004662,162.857142857143
"Florida",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9200524246396,99.8342970736341,100.276625172891,101.367279585101,102.865042224492,102.127659574468,102.941176470588,103.320802005013,103.960396039604,104.452241824924,106.168122270742,108.891108891109,109.223300970874,108.636363636364,110.10101010101,110.112359550562,111.683848797251,111.044707839468,109.480122324159,113.342228152101,114.204081632653,115,116.003442340792,116.424330842343,116.817847238052,118.375012160125,120.658046439296,117.918313570487,117.801047120419,122.303921568627,122.572072094668,122.297756628144,126.412429378531,128.806639721334,130.658436213992,134.905660377358,136.306818181818,137.823834196891,139.936229320279,141.058823529412,141.920063405797,142.342826437399,142.901076936657,142.856150793651,142.857142857143,145.766773162939,147.251308900524,148.356309650053,149.652073035408,152.273819222494,153.536585365854,153.955552703628,156.25,157.681280454525,158.25,158.462575859744,159.581070597362,161.066825633612
"Illinois",5,129.955156950673,128.59971620227,128.354725787631,127.326150832517,124.916666666667,123.498437006868,119.047619047619,118.080888183981,116.576015108593,114.484451718494,113.710591133005,110.170697012802,108.405639913232,106.666666666667,106.468900130053,104.454545454545,103.356741560083,102.280701754386,101.54279797515,99.9348958333333,98.2648930017351,96.1538461538462,94.8632049134562,93.6363636363636,91.1650485436893,92.3802924669883,93.6875,93.628981886321,91.6666666666667,90.993263244961,88.1779092071611,86.71875,85.702614379085,84.8745288287031,88.4375,87.5,88.570809348363,89.1945684523809,90.4210526315789,92.2480620155039,93.909184113965,95.4735959765298,94.6808510638298,95.201406837406,95.5147058823529,95.3666248028506,92.8719008264463,93.9597315436242,92.1352583586626,96.1104754640224,100,102.217283950617,104.807692307692,106.25,105.336006109202,105.385487528345,104.898218829517,104.609386526931,102.25102319236,99.8875,100,102.254098360656,106.893554795276,110.29756049577,114.233038348083,114.240170031881,114.410774410774,112.31884057971,111.92,109.792284866469,107.369758576874,106.404022794298,106.289308176101,108.537392455328,111.11485474693,113.925438596491,116.129423894087,117.146151818661,117.057291666667,115.997881355932,115.786069312998,115.052213987987,113.448509134335,111.337209302326,110.347826086957,113.909966667487,118.312757201646,120.326169087896,123.315852425467,125.60879811469,125,124.775583482944,123.898678414097
"Pennsylvania",6,121.241176470588,121.849593495935,123.475936135669,121.728879019507,120.340324240865,119.213708290334,118.87072808321,116.90496215307,116.815144766147,116.337545512958,115.482492464261,114.42103803745,113.721552878179,113.083451202263,112.371907796102,110.620110016289,110.294117647059,109.752747252747,110.335195530726,108.888888888889,106.503413988569,106.666666666667,107.053571428571,105,105.984848484848,106.1875,106.862745098039,106.682258528344,105.984848484848,106.060606060606,107.027027027027,105.133565232903,104.083199786325,103.110119047619,104.9,104.773462783172,104.872563718141,106.027164685908,107.272099971545,108.510615079365,108.839285714286,109.389400921659,107.71144278607,105.990783410138,106.139646869984,104.851170321897,103.768203037904,103.983353151011,103.298611111111,104.079861111111,107.260101010101,109.06862745098,109.867007992008,109.444444444444,107.897727272727,106.456043956044,105.916953243311,106.239205709644,105.197368421053,103.516893304354,103.52546171207,104.083333333333,107.142857142857,108.806818181818,109.295261239368,110.01001001001,108.017161182922,106.931702344546,106.388012618297,104.885547079504,104.626683103504,103.236111111111,101.475092250923,103.196803551294,106.719367588933,108.02383297442,108.442004118051,107.913669064748,106.701030927835,105.648782944435,106.003533568905,106.049237773017,105.054152342755,103.280680437424,103.571428571429,105.887677391399,109.89010989011,111.461816162177,113.541666666667,113.431712962963,114.525606482757,114.190476190476,113.550324675325
"Ohio",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.54330901476,68.9269746646796,69.6278511404562,70.778564206269,71.9206680584551,73.110433604336,73.3256351039261,73.1684981684982,72.2437137330754,72.2222222222222,73.0543318649046,71.2756467439786,71.2656784492588,70.4465334900117,72.0192307692308,73.3285406182602,75.1387947327335,75.8097165991903,76.3124285810311,76.0489510489511,75.1016260162602,74.441132637854,74.0886334834043,72.542735042735,71.0162020579058,71.8665438965725,72.8125,73.828125,75.1471550032701,75.9782608695652,76.0869565217391,75.7874015748032,75.3676470588235,75.6578947368421,74.8989038563127,73.9917695473251,72.1115122342559,72.0527693804959,72.9942528735632,75.3014958447307,77.4944567627495,78.5199738048461,78.5070785070785,78.6294337490564,78.0363238305986,78.3582089552239,78.1739130434783,77.4121907885745,75.6172839506173,75.1503006012024,77.0648144656251,79.5454545454545,81.25,83.3333333333333,83.3333333333333,83.3919156414763,84.0288187347011,83.4961997828447
"Michigan",8,82.0761762509335,81.545691423192,81.129528510645,81.4814814814815,80.461270670148,79.1717854217854,78.209007804596,76.9752372409235,77.0006724949563,76.957034735586,75,72.8125,71.7365269461078,70.9728867623604,70,70.3222561173493,72.6363636363636,74.0889529826489,74.0212742504409,73.7847222222222,74.2361684558216,72.1136489863927,72.2857142857143,71.2565345699831,69.8571428571429,68.6567164179104,70.1553721910112,71.4939833028496,72.031076581576,71.9598725002183,72.8638947757931,72.7316836487142,73.0513151565783,72.4409448818898,76.8131868131868,76.8461538461538,76.8269230769231,76.9954021527248,78.8461538461538,83.2777777777778,85.5911330049261,87.8787878787879,88.5342894239849,88.7777777777778,90.7367543131197,89.2857142857143,87.6077266170262,87.8860789010663,86.9565217391304,88.4810126582279,89.2857142857143,92.42077827317,95.7692307692308,95.6172839506173,94.758064516129,95.1812643563368,96.7083256079849,94.4851523332048,91.5492957746479,89.5734597156398,90.9090909090909,93.1919642857143,95,97.2222222222222,99.3995997331554,99.8097797907156,101.111111111111,99.9512484438494,99.4318181818182,98.5745614035088,98.8142292490119,97.7536231884058,96.8083650067641,96.4285714285714,99.4397759103641,103.023255813953,106.158308213387,106.868564073227,106.044016715605,107.32421875,107.615384615385,107.44360534502,108.333333333333,107.296137339056,108.333333333333,109.599125083444,111.906310995446,115.248226950355,117.5,120.10101010101,118.6,119.00956937799,119.333333333333
"Georgia",9,97.6673769113337,97.3160173160173,98.1441048034934,100.169404964172,99.3342104143321,97.0501212879262,95.3574380165289,92.3253876800698,94.2393782341208,93.9278937381404,90.0811541929666,87.2395833333333,85.7425742574257,83.9631332010986,81.9994977762868,78.5750035750036,77.9728969469191,77.9305828421742,77.4418604651163,74.1626794258373,75.6704980842912,76.3707571801567,71.8473451327434,69.896449704142,69.6840683175925,70.4082839140104,69.7200226609428,67.4539877300613,68.4523809523809,69.3061840120664,67.5965143423054,69.2085612611595,70.4928654085615,72.8130360205832,82.4176341589267,82.3194662480377,82.4261275272162,84.3883547008547,84.2860186845105,85.1393188854489,87.2232434640523,88.4512683578104,90.4812553919883,89.2857142857143,91.4873690094094,90.9090909090909,87.1124031007752,84.1968911917098,83.6494645705172,86.2695873205742,87.8378378378378,92.5925925925926,93.0059523809524,93.1550892805452,92.0081883316274,92.8606356968215,93.5828877005348,93.5262262799857,90.271021542738,89.2231393181492,90.9810126582279,93.5910713240887,95.6620074065129,97.4129978656441,99.5652173913043,99.0932642487047,97.9289215686275,98.2142857142857,97.7775033954809,96.9743987587277,95.7535387177352,95.263220913276,92.5925925925926,96.2171052631579,101.047904191617,103.319168775018,105.090999373334,105.783866057839,107.377746177091,106.294631413191,106.632658072035,108.80108892922,108.607320037851,107.72279247889,108.823177037562,112.410132819195,116.239035087719,119.461178045515,121.861152141802,121.852152721365,125.512460966693,126.738653282375,127.923976608187
"North Carolina",10,109.090909090909,108.424628831418,108.34917617237,108.419253117914,105.612413337735,105.39629005059,104.736445584604,100.250626566416,100.22976582626,100.276243093923,99.8080614203455,96.9149399031925,94.2460317460317,94.0508365508366,93.6458333333333,92.5,93.4952574525745,94.5061877939959,95.6302849508163,95.6511254019293,93.9107005388761,92.3728813559322,92.5133689839572,91.6446604422148,94.8873483535529,92.8571428571429,94.2553191489362,93.6698190789474,91.3102078678516,90.7547561038826,91.4569031273837,91.9540229885057,90.1300180259183,91.4127423822715,97.305113737698,97.4166666666667,95.6706157039087,96.6332378223496,96.772953807245,98.214380799444,99.2978760221493,100.100200400802,99.793596927479,97.55859375,99.1838604617006,99.875,97.2206781545303,97.376311844078,94.7660309378117,94.6572580645161,96.0271434294872,98.7179487179487,101.396779743183,100.92232692056,99.9285714285714,99.7896198442202,99.1921124064089,98.9657948803376,97.9208693563881,96.3581168831169,96.7741935483871,97.845249755142,99.5550642673522,101.827915445127,106.492449991642,106.540476190476,106.658456486043,106.382978723404,106.174089068826,107.467144563919,107.580824972129,107.888021480256,107.938474217884,108.225108225108,110.416666666667,112.436807921635,113.527971897702,113.841839653482,114.583333333333,114.583333333333,114.034910068564,114.85817500669,114.038727524205,114.211459403905,114.208633093525,114.010026692706,115.725806451613,119.029797547762,121.091354996934,120.535714285714,121.562186647389,121.256067961165,124.05303030303
