RegionName,State,County,Metro,City,SizeRank,Year,Month,Value
83,18,13,17,83,121,2013,3,7.88552447972052
83,18,13,17,83,121,2013,4,17.3984224068959
83,18,13,17,83,121,2013,5,17.1056498903632
83,18,13,17,83,121,2013,6,6.83363133611143
83,18,13,17,83,121,2013,7,11.0954932990381
83,18,13,17,83,121,2013,8,7.88448531007247
83,18,13,17,83,121,2013,9,14.0964639753034
83,18,13,17,83,121,2013,10,17.876890190348
83,18,13,17,83,121,2013,11,14.3442731263745
83,18,13,17,83,121,2013,12,8.08168826871274
83,18,13,17,83,121,2014,1,13.6649812446909
83,18,13,17,83,121,2014,2,10.5358515545531
83,18,13,17,83,121,2014,3,13.0129991984216
83,18,13,17,83,121,2014,4,17.6443240462402
83,18,13,17,83,121,2014,5,17.6230315901656
83,18,13,17,83,121,2014,6,16.0473130223414
83,18,13,17,83,121,2014,7,16.2338332199868
83,18,13,17,83,121,2014,8,17.7172066483018
83,18,13,17,83,121,2014,9,10.1884179982919
83,18,13,17,83,121,2014,10,16.8907494654013
83,18,13,17,83,121,2014,11,10.0191037673334
83,18,13,17,83,121,2014,12,11.3410502659388
83,18,13,17,83,121,2015,1,9.2803091739466
83,18,13,17,83,121,2015,2,13.4384732773995
83,18,13,17,83,121,2015,3,16.8435076729978
83,18,13,17,83,121,2015,4,5.14432404624018
83,18,13,17,83,121,2015,5,12.6376331754805
83,18,13,17,83,121,2015,6,14.5665558804821
83,18,13,17,83,121,2015,7,9.06118935009518
83,18,13,17,83,121,2015,8,14.2068951081526
83,18,13,17,83,121,2015,9,13.0167008265748
83,18,13,17,83,121,2015,10,14.395649209107
83,18,13,17,83,121,2015,11,13.1291516142233
83,18,13,17,83,121,2015,12,12.9481931230817
83,18,13,17,83,121,2016,1,9.3482439565553
83,18,13,17,83,121,2016,2,11.5358515545531
83,18,13,17,83,121,2016,3,12.7200508828744
83,18,13,17,83,121,2016,4,6.45384785576399
83,18,13,17,83,121,2016,5,9.69645670489229
83,18,13,17,83,121,2016,6,18.8537807194708
83,18,13,17,83,121,2016,7,15.5277431935084
83,18,13,17,83,121,2016,8,15.1839840569396
83,18,13,17,83,121,2016,9,12.8550846649586
83,18,13,17,83,121,2016,10,5.50676032021813
83,18,13,17,83,121,2016,11,14.7101792822075
83,18,13,17,83,121,2016,12,13.500518704477
83,18,13,17,83,121,2017,1,18.1781858170204
83,18,13,17,83,121,2017,2,10.9525182212198
83,18,13,17,83,121,2017,3,10.8894846844921
83,18,13,17,83,121,2017,4,10.6903010577344
83,18,13,17,83,121,2017,5,7.58484282857254
83,18,13,17,83,121,2017,6,12.3474157972643
83,18,13,17,83,121,2017,7,4.64542163157517
83,18,13,17,83,121,2017,8,4.37571338024791
83,18,13,17,83,121,2017,9,11.3129159902598
191,18,19,115,191,123,2010,9,12.594893398106
191,18,19,115,191,123,2010,10,16.9038790330025
191,18,19,115,191,123,2010,11,10.5300739904041
191,18,19,115,191,123,2010,12,17.6520708205756
191,18,19,115,191,123,2011,1,15.1549357672524
191,18,19,115,191,123,2011,2,14.1807582615632
191,18,19,115,191,123,2011,3,16.4109302561873
191,18,19,115,191,123,2011,4,16.5934649155169
191,18,19,115,191,123,2011,5,27.7327782547534
191,18,19,115,191,123,2011,6,15.0960325707941
191,18,19,115,191,123,2011,7,16.4384132171583
191,18,19,115,191,123,2011,8,18.1568580856767
191,18,19,115,191,123,2011,9,17.1855366729598
191,18,19,115,191,123,2011,10,20.6068923911883
191,18,19,115,191,123,2011,11,18.0368177283617
191,18,19,115,191,123,2011,12,13.2145690125973
191,18,19,115,191,123,2012,1,11.1540264696848
191,18,19,115,191,123,2012,2,12.7109083145559
191,18,19,115,191,123,2012,3,7.92895996517174
191,18,19,115,191,123,2012,4,10.8336810609238
191,18,19,115,191,123,2012,5,12.2372827592579
191,18,19,115,191,123,2012,6,4.42406469298444
191,18,19,115,191,123,2012,7,12.4646197002654
191,18,19,115,191,123,2012,8,7.81379612971153
191,18,19,115,191,123,2012,9,10.3009865880701
191,18,19,115,191,123,2012,10,9.03031581461172
191,18,19,115,191,123,2012,11,8.62427647423625
191,18,19,115,191,123,2012,12,13.4134891603666
191,18,19,115,191,123,2013,1,20.4585029772689
191,18,19,115,191,123,2013,2,16.8659762693619
191,18,19,115,191,123,2013,3,14.1015108185737
191,18,19,115,191,123,2013,4,10.4169241871416
191,18,19,115,191,123,2013,5,8.37467014664528
191,18,19,115,191,123,2013,6,11.1553900477916
191,18,19,115,191,123,2013,7,12.4885746649318
191,18,19,115,191,123,2013,8,17.7344310503464
191,18,19,115,191,123,2013,9,14.2056048289613
191,18,19,115,191,123,2013,10,9.16920470350061
191,18,19,115,191,123,2013,11,14.6740726303224
191,18,19,115,191,123,2013,12,15.4360304603512
191,18,19,115,191,123,2014,1,9.37374649403046
191,18,19,115,191,123,2014,2,9.04339562420058
191,18,19,115,191,123,2014,3,7.89293042094547
191,18,19,115,191,123,2014,4,9.13359387696564
191,18,19,115,191,123,2014,5,6.82467014664528
191,18,19,115,191,123,2014,6,10.9364085447398
191,18,19,115,191,123,2014,7,7.14437176638109
191,18,19,115,191,123,2014,8,7.10620385585419
191,18,19,115,191,123,2014,9,6.3864586860216
191,18,19,115,191,123,2014,10,8.39306091265093
