RegionName,State,County,Metro,City,SizeRank,Year,Month,Value
77,14,77,95,77,1,2016,2,1165.0868878357
77,14,77,95,77,1,2016,3,1016.30982367758
77,14,77,95,77,1,2016,4,1141.07883817427
77,14,77,95,77,1,2016,5,1033.33333333333
77,14,77,95,77,1,2016,6,1029.96254681648
77,14,77,95,77,1,2016,7,1015.9529806885
77,14,77,95,77,1,2016,8,1000.0
77,14,77,95,77,1,2016,9,1027.39726027397
77,14,77,95,77,1,2016,10,1031.59173754556
77,14,77,95,77,1,2016,11,1050.99176567577
77,14,77,95,77,1,2016,12,1076.55502392344
77,14,77,95,77,1,2017,1,1066.66666666667
77,14,77,95,77,1,2017,2,1110.23384698567
77,14,77,95,77,1,2017,3,1110.0
77,14,77,95,77,1,2017,4,1091.74617969315
77,14,77,95,77,1,2017,5,1100.0
77,14,77,95,77,1,2017,6,1118.23687129541
77,14,77,95,77,1,2017,7,1101.30391173521
77,14,77,95,77,1,2017,8,1105.76923076923
77,14,77,95,77,1,2017,9,1113.02780441035
1099,33,1099,14,1099,2,2013,11,368.63711001642
1099,33,1099,14,1099,2,2013,12,358.172658468589
1099,33,1099,14,1099,2,2014,1,354.257791498966
1099,33,1099,14,1099,2,2014,2,361.370481927711
1099,33,1099,14,1099,2,2014,3,368.362573099415
1099,33,1099,14,1099,2,2014,4,375.647668393782
1099,33,1099,14,1099,2,2014,5,381.954521645201
1099,33,1099,14,1099,2,2014,6,388.390185517654
1099,33,1099,14,1099,2,2014,7,393.335740948806
1099,33,1099,14,1099,2,2014,8,392.984588970336
1099,33,1099,14,1099,2,2014,9,389.604441681437
1099,33,1099,14,1099,2,2014,10,389.973510493224
1099,33,1099,14,1099,2,2014,11,383.064516129032
1099,33,1099,14,1099,2,2014,12,369.708890637293
1099,33,1099,14,1099,2,2015,1,369.115248600446
1099,33,1099,14,1099,2,2015,2,388.501317523057
1099,33,1099,14,1099,2,2015,3,403.425564934328
1099,33,1099,14,1099,2,2015,4,411.969220621884
1099,33,1099,14,1099,2,2015,5,422.706863373958
1099,33,1099,14,1099,2,2015,6,430.362888398603
1099,33,1099,14,1099,2,2015,7,434.634949515658
1099,33,1099,14,1099,2,2015,8,435.042735042735
