Region,Year,Month,MonthId,Zip_Listings_PriceCut_SeasAdj_AllHomes,Zip_Listings_PriceCut_SeasAdj_Condominum,Zip_Listings_PriceCut_SeasAdj_SingleFamilyResidence,Zip_MedianListingPricePerSqft_1Bedroom,Zip_MedianListingPricePerSqft_2Bedroom,Zip_MedianListingPricePerSqft_3Bedroom,Zip_MedianListingPricePerSqft_4Bedroom,Zip_MedianListingPricePerSqft_5BedroomOrMore,Zip_MedianListingPricePerSqft_AllHomes,Zip_MedianListingPricePerSqft_CondoCoop,Zip_MedianListingPricePerSqft_DuplexTriplex,Zip_MedianListingPricePerSqft_Sfr,Zip_MedianListingPrice_1Bedroom,Zip_MedianListingPrice_2Bedroom,Zip_MedianListingPrice_3Bedroom,Zip_MedianListingPrice_4Bedroom,Zip_MedianListingPrice_5BedroomOrMore,Zip_MedianListingPrice_AllHomes,Zip_MedianListingPrice_CondoCoop,Zip_MedianListingPrice_DuplexTriplex,Zip_MedianListingPrice_Sfr,Zip_MedianPctOfPriceReduction_AllHomes,Zip_MedianPctOfPriceReduction_Condominum,Zip_MedianPctOfPriceReduction_SingleFamilyResidence,Zip_MedianRentalPricePerSqft_1Bedroom,Zip_MedianRentalPricePerSqft_2Bedroom,Zip_MedianRentalPricePerSqft_3Bedroom,Zip_MedianRentalPricePerSqft_4Bedroom,Zip_MedianRentalPricePerSqft_5BedroomOrMore,Zip_MedianRentalPricePerSqft_AllHomes,Zip_MedianRentalPricePerSqft_CondoCoop,Zip_MedianRentalPricePerSqft_DuplexTriplex,Zip_MedianRentalPricePerSqft_Mfr5Plus,Zip_MedianRentalPricePerSqft_Sfr,Zip_MedianRentalPricePerSqft_Studio,Zip_MedianRentalPrice_1Bedroom,Zip_MedianRentalPrice_2Bedroom,Zip_MedianRentalPrice_3Bedroom,Zip_MedianRentalPrice_4Bedroom,Zip_MedianRentalPrice_5BedroomOrMore,Zip_MedianRentalPrice_AllHomes,Zip_MedianRentalPrice_CondoCoop,Zip_MedianRentalPrice_DuplexTriplex,Zip_MedianRentalPrice_Mfr5Plus,Zip_MedianRentalPrice_Sfr,Zip_MedianRentalPrice_Studio,Zip_MedianValuePerSqft_AllHomes,Zip_Median_PriceCut_Dollar_AllHomes,Zip_Median_PriceCut_Dollar_Condominum,Zip_Median_PriceCut_Dollar_SingleFamilyResidence,Zip_PctOfHomesDecreasingInValues_AllHomes,Zip_PctOfHomesIncreasingInValues_AllHomes,Zip_PctOfListingsWithPriceReductions_AllHomes,Zip_PctOfListingsWithPriceReductions_Condominum,Zip_PctOfListingsWithPriceReductions_SingleFamilyResidence,Zip_PriceToRentRatio_AllHomes,Zip_Zhvi_1bedroom,Zip_Zhvi_2bedroom,Zip_Zhvi_3bedroom,Zip_Zhvi_4bedroom,Zip_Zhvi_5BedroomOrMore,Zip_Zhvi_AllHomes,Zip_Zhvi_BottomTier,Zip_Zhvi_BottomTier_yoy,Zip_Zhvi_Condominum,Zip_Zhvi_MiddleTier,Zip_Zhvi_MiddleTier_yoy,Zip_Zhvi_SingleFamilyResidence,Zip_Zhvi_Summary_AllHomes,Zip_Zhvi_TopTier,Zip_Zhvi_TopTier_yoy,Zip_ZriPerSqft_AllHomes,Zip_Zri_AllHomes,Zip_Zri_AllHomesPlusMultifamily,Zip_Zri_AllHomesPlusMultifamily_Summary,Zip_Zri_AllHomes_Summary,Zip_Zri_MultiFamilyResidenceRental,Zip_Zri_MultiFamilyResidenceRental_Summary,Zip_Zri_SingleFamilyResidenceRental,Zip_Zri_SingleFamilyResidenceRental_Summary
84070-UT,2010,9,24129,11.7137767570971,,,,,,,,148.016002771717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,16.5562913907285,,,,,150000.0,176500.0,184200.0,215400.0,179400.0,151500.0,-0.163907284768212,152000.0,179400.0,-0.142037302725968,183500.0,,231700.0,-0.182716049382716,,,,,,,,,
84070-UT,2010,10,24130,15.5046559856383,,,,,,,,147.880931132983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,,,,,,17.7215189873418,,,,,148100.0,174900.0,181700.0,214500.0,177700.0,149500.0,-0.172661870503597,150600.0,177700.0,-0.143201542912247,181000.0,,231100.0,-0.168705035971223,,,,,,,,,
84070-UT,2010,11,24131,14.3147936501233,,,,,,,,143.371757925072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,16.025641025641,,,,,145600.0,173500.0,179900.0,212800.0,176800.0,147700.0,-0.182170542635659,149700.0,176800.0,-0.146718146718147,179400.0,,229800.0,-0.168896925858951,,,,,,,,,
84070-UT,2010,12,24132,15.3401514711933,,,,,,,,146.038961038961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,10.1910828025478,,,13.22,,144800.0,173000.0,180900.0,213000.0,176800.0,146700.0,-0.166477272727273,150900.0,176800.0,-0.132056946489936,180300.0,,229500.0,-0.140127388535032,,,,,,,,,
84070-UT,2010,1,24121,,,,,,,,,139.95057660626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,,,,,,,164700.0,194000.0,201100.0,234200.0,197500.0,168100.0,-0.131714876033058,167500.0,197500.0,-0.151632302405498,200700.0,,251400.0,-0.204933586337761,,,,,,,,,
84070-UT,2010,2,24122,,,,,,,,,138.92013242783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,159900.0,189600.0,195700.0,224200.0,192800.0,163200.0,-0.152647975077882,160900.0,192800.0,-0.159180113388574,196000.0,,242400.0,-0.229987293519695,,,,,,,,,
84070-UT,2010,3,24123,,,,,,,,,135.447154471545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,159500.0,188400.0,194900.0,224800.0,191100.0,162200.0,-0.148556430446194,161300.0,191100.0,-0.150666666666667,194800.0,,241500.0,-0.224967907573813,,,,,,,,,
84070-UT,2010,4,24124,,,,,,,,,135.661764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,,,,,,,158400.0,187000.0,193300.0,223200.0,189000.0,160500.0,-0.147636749867233,160000.0,189000.0,-0.144021739130435,192800.0,,238400.0,-0.228229200388475,,,,,,,,,
84070-UT,2010,5,24125,,,,,,,,,143.518518518519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,,,,,,157000.0,186400.0,192200.0,220900.0,187700.0,158800.0,-0.147611379495437,158600.0,187700.0,-0.133025404157044,191500.0,,235700.0,-0.231747066492829,,,,,,,,,
84070-UT,2010,6,24126,,,,,,,,,143.238510541483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,,,,155100.0,185500.0,190600.0,218300.0,186700.0,157500.0,-0.146341463414634,157000.0,186700.0,-0.123474178403756,189800.0,,233700.0,-0.22998352553542,,,,,,,,,
