"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"San Francisco, CA",10,,,,,,3750,3500,2950,2675,2397.5,2700,2300,2350,2300,2300,2400,2425,2450,2500,2400,2495,2400,2300,2250,2300,2495,2275,2299,2300,2300,2250,2200,2150,2150,2140,2150,2100,2090,2039,2100,2159,2200,2200,2295,2295,2275,2400,2380,2300,2300,2392.5,2475,2700,2800,2850,3100,2995,2950,3000,2900,2950,2900,3000,3300,3500,3550,3600,3500,3500,3295,3495,3450,3700,3850,3850,3662.5,3800,3900,3600,3500,3400,3500,3395,3500,3585,3600,3695,3795,3950,3900,3800,3800
"Detroit, MI",11,,1997.5,2200,2200,2000,2000,1999,2000,2000,2000,2000,2000,1899.5,1950,2000,2100,2150,2100,2100,2000,1650,1575,1725,1700,1695,1700,1800,1887.5,1950,1962.5,1800,1750,1762.5,1800,1700,1600,1750,1700,1675,1800,1900,1995,1999.5,1985,1988,1900,1900,1900,1850,1850,1875,2095,2000,2000,2000,2100,2095,2100,2000,2000,2000,2000,2197.5,2200,2200,2250,2200,2200,2100,2000,2195,2195,2172.5,2200,2200,2200,2200,2000,2200,2100,2000,2050,2000,2000,2000,2000,2150,2200,2200,2300,2200,2197.5
"Riverside, CA",12,,2075,2200,2100,2200,2175,2090,2000,2000,2125,2150,1895,1875,1892.5,1950,1977.5,1900,1850,1850,1800,1835,1800,1850,1800,1800,1795,1698.5,1750,1750,1795,1750,1700,1750,1750,1750,1750,1775,1775,1795,1800,1799,1800,1800,1825,1825,1795,1795,1795,1795,1795,1795,1875,1880,1895,1895,1850,1850,1850,1850,1895,1900,1900,1950,1950,1995,1999,1995,1987.5,1995,1969,1991,1992.5,1995,2000,2059,2000,2000,2000,2000,1995,2000,2050,1995,2050,2175,2195,2200,2250,2250,2250,2215.5,2250
"Phoenix, AZ",13,,,,,,,,,1200,1397.5,1250,1097.5,1200,1150,1295,1150,1095,1095,1095,1100,1100,1100,1150,1150,1195,1197,1280,1200,1200,1200,1195,1200,1195,1200,1195,1175,1150,1195,1199,1175,1190,1179,1125,1125,1137.5,1172,1150,1100,1100,1100,1100,1200,1200,1242.5,1200,1150,1129,1195,1200,1195,1200,1250,1300,1300,1350,1395,1375,1300,1275,1250,1295,1300,1295,1300,1300,1250,1211,1300,1250,1250,1250,1200,1250,1295,1295,1395,1395,1434,1452.5,1418,1450,1395
"Seattle, WA",14,,1900,2100,2100,1900,1995,1950,1900,1995,1950,1825,1795,1795,1850,1950,2000,1995,1995,1900,1895,1895,1799,1795,1800,1825,1850,1895,1895,1895,1900,1895,1800,1850,1850,1800,1800,1795,1850,1825,1800,1895,1950,1895,1900,1895,1875,1800,1795,1795,1795,1800,1895,1925,1995,2000,1995,1937.5,1900,1895,1895,1895,1995,2000,2100,2200,2250,2250,2195,2195,2100,2200,2200,2195,2200,2250,2300,2300,2400,2399.5,2295,2300,2295,2212.5,2424.5,2490,2495,2500,2595,2700,2750,2650,2600
"Minneapolis, MN",15,,,,,,,,,,,1700,1450,1500,1495,1587.5,1650,1600,1695,1600,1550,1597,1595,1499.5,1550,1549.5,1595,1595,1600,1695,1695,1695,1650,1595,1595,1595,1595,1595,1595,1600,1650,1700,1650,1650,1675,1685,1700,1700,1695,1650,1600,1600,1650,1695,1700,1750,1700,1695,1700,1700,1695,1700,1795,1795,1800,1795,1795,1795,1795,1750,1750,1750,1750,1750,1775,1757.5,1797.5,1725,1750,1795,1762.5,1800,1795,1800,1812.5,1800,1850,1850,1895,1895,1850,1850,1850
"San Diego, CA",16,,,,,,,,,,,,,2800,2900,2950,2950,2800,2700,2600,2500,2500,2525,2600,2550,2547.5,2500,2400,2450,2500,2500,2500,2495,2450,2450,2400,2450,2495,2500,2500,2500,2500,2595,2695,2695,2600,2500,2600,2550,2500,2500,2500,2700,2695,2700,2750,2700,2650,2700,2750,2800,2849,2800,2849.5,2836.5,2850,2850,2850,2840,2800,2800,2800,2824,2995,3000,2900,2950,2900,2850,2849,2895,2848,2895,2800,2995,3000,3000,3200,3300,3297.5,3200,3200,3200
"Saint Louis, MO",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1500,1425,1400,1400,1425,1450,1390,1500,1595,1622.5,1600,1550,1495,1400,1400,1400,1495,1497.5,1500,1500,1500,1600,1650,1600,1650,1530,1450,1500,1395,1400,1450,1500,1595,1600,1550,1500,1495
"Tampa, FL",18,1312.5,1400,1550,1600,1495,1500,1650,1695,1695,1697.5,1650,1600,1600,1550,1600,1595,1595,1550,1500,1500,1500,1500,1495,1490,1475,1495,1500,1500,1500,1500,1462.5,1475,1450,1450,1425,1450,1480,1525,1595,1595,1600,1600,1595,1595,1575,1525,1550,1500,1500,1500,1500,1595,1600,1600,1600,1600,1550,1550,1575,1550,1595,1600,1600,1625,1675,1650,1650,1647,1640,1650,1604.5,1650,1655,1675,1695,1675,1629.5,1695,1660,1695,1650,1640,1617,1700,1700,1700,1745,1750,1795,1775,1750,1750
"Baltimore, MD",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1641,1697.5,1800,1800,1837.5,1800,1775,1750,1900,1838,2000,2000,1900,1900,1900,1900,1844,1985,2000,2000,1950,1950,2000,2050,2000,2272.5,2200,2125,2250,2000,2200,2000,2000,1972.5,1862.5,1732.5,2000,2097.5,2225,1900,2000,2250,2000,1904,2047.5,2200,1894,1862.5,2000,2200,2200,2200,2000,2000,2000,1897.5
"Denver, CO",20,,,,,,,,,,,,1925,1900,1850,1875,1900,2200,1995,1995,1925,1850,1800,1825,1800,1895,1985,2000,2100,2195,2150,2000,1995,1950,1900,1995,2000,2000,2000,2000,2000,2100,2000,2100,2100,2025,1995,2055,2000,1950,1950,1990,2197,2200,2300,2250,2297.5,2337.5,2295,2250,2275,2250,2250,2300,2400,2400,2400,2400,2350,2350,2307.5,2300,2395,2395,2375,2372.5,2450,2400,2400,2400,2300,2250,2300,2275,2300,2350,2350,2450,2495,2495,2450,2395,2395
"Pittsburgh, PA",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,1600,1750,1700,1800,1650,1695,1800,1600,1372.5,1395,1550,1472.5,1400,1500,1663.5,1800,1800,1650,1425,1300,1350,1500,1495,1495,1500,1650,1500,1500,1500,1500,1477.5,1440,1500,1500,1497.5,1500,1500,1495,1450,1500,1500,1377.5,1250
"Portland, OR",22,,,,,,,,,,,,,,,,1595,1695,1650,1650,1600,1600,1650,1600,1595,1495,1600,1697.5,1695,1695,1695,1695,1595,1650,1595,1595,1595,1595,1695,1650,1650,1747.5,1795,1795,1795,1750,1795,1745,1707.5,1700,1699.5,1749,1795,1795,1895,1895,1895,1800,1800,1795,1850,1875,1897.5,1950,1987.5,2000,2000,2095,2095,1995,1995,1995,1995,1965,1995,2195,2050,2150,2062.5,2195,2195,2000,1995,1975,2100,2100,2195,2295,2349.5,2390,2300,2295,2200
"Charlotte, NC",23,,1550,1550,1550,1500,1500,1525,1595,1492.5,1450,1400,1425,1495,1495,1497.5,1500,1500,1500,1500,1500,1495,1450,1450,1400,1450,1475,1500,1595,1600,1600,1500,1500,1500,1495,1450,1425,1400,1500,1500,1499.5,1500,1500,1495,1470,1400,1400,1400,1400,1400,1407.5,1425,1495,1500,1562.5,1550,1525,1500,1495,1495,1500,1500,1550,1595,1595,1595,1585,1595,1595,1575,1575,1595,1600,1600,1595,1600,1600,1595,1599,1600,1600,1595,1599,1500,1650,1695,1700,1729,1725,1719,1750,1725,1700
"Sacramento, CA",24,,,,,,,,,,,,,,,,,1595,1595,1595,1595,1595,1575,1525,1500,1495,1495,1500,1550,1595,1595,1550,1600,1595,1550,1550,1575,1545,1550,1595,1595,1595,1599.5,1595,1595,1625,1600,1595,1600,1600,1600,1600,1695,1695,1695,1650,1700,1695,1695,1700,1695,1690,1695,1700,1750,1750,1795,1795,1795,1817,1795,1800,1800,1800,1797.5,1850,1850,1950,1850,1825,1850,1825,1830,1795,1950,1914,1955,2075,2050,2100,2095,2100,2099
"San Antonio, TX",25,,,,,,,,,,1400,1425,1450,1395,1395,1400,1400,1403.5,1400,1400,1400,1400,1400,1400,1395,1400,1475,1400,1450,1500,1495,1450,1407,1407,1480,1395,1450,1400,1495,1495,1500,1500,1500,1495,1450,1450,1400,1400,1400,1400,1400,1445,1500,1500,1500,1500,1495,1475,1450,1495,1495,1500,1525,1500,1575,1595,1600,1595,1595,1595,1595,1575,1575,1600,1600,1600,1595,1600,1650,1600,1600,1595,1550,1599,1600,1650,1650,1700,1700,1695,1700,1695,1695
"Orlando, FL",26,,,1450,1472.5,1350,1472.5,1500,1585,1495,1450,1350,1325,1300,1350,1397,1495,1495,1495,1495,1450,1395,1395,1395,1350,1350,1400,1450,1475,1499,1500,1532,1500,1500,1495,1450,1450,1500,1544.5,1595,1580,1595,1600,1550,1625,1600,1595,1600,1595,1595,1595,1595,1695,1700,1700,1600,1600,1599,1575,1595,1595,1625,1625,1650,1675,1695,1700,1700,1695,1650,1650,1695,1695,1695,1700,1700,1750,1730,1700,1702,1750,1750,1700,1700,1779,1790,1750,1800,1850,1800,1850,1850,1825
"Cincinnati, OH",27,,,,,,,,,,,,,1324.5,1547.5,1650,1700,1695,1700,1647.5,1597.5,1592.5,1585,1500,1550,1600,1672.5,1395,1400,1539.5,1472.5,1300,1295,1297.5,1450,1295,1350,1400,1495,1450,1395,1395,1475,1500,1575,1575,1500,1600,1550,1500,1500,1500,1595,1600,1600,1595,1595,1600,1595,1575,1595,1612.5,1600,1599.5,1600,1650,1600,1650,1599.5,1500,1550,1500,1495,1500,1595,1595,1600,1695,1700,1650,1595,1600,1600,1550,1600,1650,1600,1600,1650,1650,1675,1650,1612.5
"Kansas City, MO",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1575,1599,1625,1572.5,1550,1500,1407.5,1382.5,1497.5,1500,1500,1600,1597.5,1600,1450,1500,1650,1500,1595,1550,1595,1595,1600,1600,1595,1600,1550,1550
"Las Vegas, NV",29,,1600,1399,1400,1300,1350,1495,1549,1550,1550,1450,1450,1397.5,1395,1350,1450,1400,1400,1400,1400,1395,1375,1350,1395,1350,1395,1395,1350,1375,1350,1350,1350,1300,1300,1300,1300,1300,1350,1350,1350,1345,1350,1375,1395,1395,1379,1379,1350,1350,1350,1350,1395,1395,1395,1395,1399,1395,1395,1395,1395,1400,1400,1465,1450,1450,1495,1495,1450,1450,1450,1400,1450,1450,1500,1500,1498,1550,1495,1495,1450,1450,1500,1450,1495,1545,1575,1595,1595,1600,1600,1600,1600
"Columbus, OH",30,,,,,,,,,,,,,,,,,1400,1445,1500,1447.5,1400,1500,1595,1600,1599,1542.5,1550,1500,1595,1500,1525,1397,1400,1485,1400,1350,1355,1350,1475,1595,1595,1395,1400,1597.5,1595,1500,1500,1407,1400,1400,1400,1595,1650,1650,1650,1600,1600,1650,1562.5,1600,1650,1695,1675,1785,1700,1675,1650,1695,1650,1725,1650,1695,1750,1800,1800,1800,1790,1700,1699.5,1840,1795,1795,1785,1900,1775,1800,1800,1800,1750,1775,1725,1750
"Indianapolis, IN",31,,,,,,,,,,,,,,,,,,,1385,1295,1270,1295,1350,1495,1472.5,1395,1300,1232.5,1250,1300,1300,1300,1295,1200,1195,1150,1200,1225,1200,1250,1250,1300,1337.5,1300,1300,1275,1300,1299,1250,1250,1282.5,1350,1325,1350,1350,1300,1295,1295,1275,1295,1275,1297.5,1300,1295,1295,1297,1300,1300,1300,1300,1299.5,1300,1300,1350,1350,1350,1317,1325,1395,1325,1350,1300,1300,1325,1326,1375,1395,1395,1425,1425,1400,1395
"San Jose, CA",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2750,2725,2700,2750,2740,2900,2825,2800,2772.5,2750,2925,2950,2990,3272.5,3225,3465,3300,3200,3400,3150,3172.5,3100,3200,3695,3750,3700,3700,3700,3695,3697.5,3590,3700,3800,3789,3857,3995,4150,4225,4200,4097.5,4000,4000,4000,4150,4195,4000,3995,4000,4200,4050,4200,4100,4000,3825,3850,3895,3950,3995,3950,4295,4200,4250,4100,4000
"Austin, TX",33,,,,,,,,,,,,1825,1795,1747.5,1950,1872.5,1775,1795,1637.5,1650,1647.5,1600,1600,1750,1795,1950,1900,1800,1950,1815,1797,1700,1550,1600,1695,1497.5,1705,1699,1700,1800,1875,1903,1846.5,1902.5,1824.5,1804,1800,1800,1910,1899,1910,2000,2000,1995,2100,2150,2150,2100,2100,1975,1905,1995,2200,2225,2200,2150,2285,2363,2300,2495,2500,2545,2350,2350,2350,2250,2195,2150,2050,2000,1995,2195,2145,2101,2100,2197.5,2200,2250,2100,2100,2095,2100
"Virginia Beach, VA",34,,,,,,,,,,,,,1695,1700,1750,1795,1750,1750,1700,1695,1695,1650,1650,1625,1600,1695,1700,1700,1750,1730,1700,1695,1650,1650,1650,1650,1695,1700,1725,1750,1745,1750,1700,1695,1695,1695,1650,1650,1650,1650,1677.5,1750,1795,1750,1750,1700,1695,1670,1695,1700,1700,1700,1750,1795,1795,1795,1750,1700,1695,1650,1695,1695,1695,1700,1730,1750,1750,1750,1750,1700,1695,1695,1700,1700,1700,1725,1750,1750,1795,1795,1750,1725
"Nashville, TN",35,,,,,,,,,,,,,,,,1641.5,1672.5,1550,1600,1500,1495,1500,1600,1745,1595,1625,1750,1700,1625,1600,1525,1525,1587.5,1600,1600,1600,1750,1697.5,1800,1675,1800,1700,1700,1725,1697.5,1637.5,1599,1650,1500,1500,1575,1810,1897.5,1850,1800,1800,1650,1772.5,1812.5,1850,1800,1750,1925,1950,2000,1995,1872.5,1850,1900,1850,1800,1900,1800,2025,1900,2000,1975,1995,1995,1825,1800,1800,1875,1900,1950,1850,1885,1995,1995,1995,1995,1950
