"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"United States",0,,1,0.991425509110397,0.969281240679988,0.96306097262411,0.905797101449275,0.867823765020027,0.898045430533545,0.937327728776185,0.933271115258983,0.945520036019811,0.891608391608392,0.868237347294939,0.886511669507755,0.914634146341463,0.914318783068783,0.889917695473251,0.88372699274923,0.870406189555126,0.855654761904762,0.852272727272727,0.882635446195922,0.881410256410256,0.898876404494382,0.932291666666667,0.966717740775433,0.961538461538462,0.952380952380952,0.961538461538462,0.954545454545455,0.948275862068966,0.930356193514088,0.944584382871537,0.943190094683175,0.959158415841584,0.975,0.969387755102041,0.99009900990099,0.99,0.959509396699914,0.948166877370417,0.967862481315396,0.924108461429801,0.92778088199581,0.9375,0.977366255144033,0.970247212753067,0.952743902439024,0.94715852442672,0.945378151260504,0.969466087233723,1.01572739187418,1.02251407129456,1.01361807489941,1,0.997969649139436,0.977328431372549,0.961923847695391,0.964226392215873,0.978915662650602,1.00250626566416,1.0355636508444,1.05129283388325,1.05769230769231,1.0536398467433,1.05604114035199,1.06060606060606,1.04572713643178,1.03846153846154,1.06981981981982,1.05173986623841,1.06082036775106,1.08974358974359,1.13049095607235,1.14457831325301,1.12893642305407,1.10294117647059,1.12419700214133,1.11072751322751,1.09006734006734,1.06382978723404,1.08988764044944,1.04166666666667,1.08108108108108,1.09529025191676,1.13636363636364,1.17328519855596,1.19047619047619,1.19856115107914,1.1968085106383,1.1875,1.18634167385677
"Los Angeles, CA",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24285714285714,2.31666666666667,2.33026152197213,2.39047619047619,2.3329346092504,2.28260869565217,2.37142857142857,2.42365967365967,2.3974649122807,2.40157819225251,2.34637964774951,2.3447401774398,2.39655172413793,2.3116847826087,2.33333333333333,2.19032828282828,2.26969696969697,2.32390180878553,2.35,2.28942348008386,2.38095238095238,2.42857142857143,2.43421052631579,2.54187146892655,2.5,2.54156019202363,2.6,2.63622225364061,2.65,2.65075757575758,2.76712328767123,2.75,2.75613275613276,2.75995575221239,2.80898876404494,2.88994917820069,2.92336378353377,2.88888888888889,2.87589541547278,2.89941634241245,2.90010395010395,2.96796092796093,2.98333333333333,3,3.01964149504195,3.01414411265355,3.04008204215781,3.18458781362007,3.08,3.05805183342694,3,3.07142857142857,2.96551724137931,3.125,3.29930795847751,3.38888888888889,3.34090909090909,3.313988939308,3.43173000315857,3.52040816326531,3.47853535353535,3.4875
"Chicago, IL",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32866927592955,2.06270627062706,2.05045721177567,1.87862294343025,2,1.93477600607441,2.07826086956522,2.09703703703704,2.2046578782172,2.06451612903226,1.99,2.30891423251484,2.02656282428571,1.99316628701595,2.1,1.99,2.06363636363636,2.05,1.99714285714286,1.93439865433137,1.91583333333333,1.99,2.01,2.03125,2.0550652444637,2.02991452991453,2.07851851851852,2.10208376364654,2.09,2.14439655172414,2.1875
"Dallas, TX",3,,,,0.78072649693168,0.766129032258065,0.766703176341731,0.762269948487779,0.752855659397715,0.776565061650524,0.777063343994314,0.781089745710561,0.772357723577236,0.769262196736504,0.766609880749574,0.762140287769784,0.769886165401133,0.773596176821983,0.777511961722488,0.775079045702788,0.758787878787879,0.75795875846432,0.805256064690027,0.843787688112841,0.888712241653418,0.942928039702233,0.99427223247448,0.949367088607595,0.868048469387755,0.879698005813287,0.871249794662724,0.849716023780852,0.845925288309964,0.88519313304721,0.902948655923983,0.915605095541401,0.991325898389095,0.943433779761905,0.977198697068404,0.990990990990991,0.967171544395601,0.928388607667079,0.907441016333938,0.875,0.855614973262032,0.854587359155308,0.849747353847458,0.849836983997606,0.86812732534105,0.869720647345222,0.86812732534105,0.896551724137931,0.895962803831502,0.912778904665314,0.914428459141623,0.89919545669664,0.897016325238185,0.895061728395062,0.904843065116679,0.917614247708571,0.911227604986504,0.920598388952819,0.940339297672157,0.951408888370983,0.9521484375,0.955131052865393,0.954577717785591,0.954472843450479,0.937416309587574,0.935880829015544,0.991680170475544,0.965824665676077,0.973684210526316,0.98362080061784,1.0116579380075,1.00760736981202,1.00125234815279,1.02761721258831,1.02445472571051,0.97372862547197,1.03021978021978,1.01938611880501,0.996376811594203,0.952611664820967,1.05323886639676,1.05882352941176,1.09548539841508,1.15261001083246,1.17694805194805,1.17864173228346,1.1600464037123,1.17694805194805,1.19969040247678
"Philadelphia, PA",4,1.02941176470588,1.01550960118168,1.03687427940787,1.03773999578029,1.04712041884817,1.03286384976526,1.00806451612903,1.00635593220339,1.03036877834842,1.02432797148378,1.02678571428571,1.01654767618361,1,1.00473677244424,1.02709148727984,1.02973928992532,1.03703117686227,1.03403724494342,1.03168810631633,1.03647416413374,1.02645255863539,1.02880658436214,1.03626943005181,1.05986206458174,1.08346233230134,1.08514715288538,1.08571428571429,1.08089222183691,1.08225108225108,1.08695652173913,1.07142857142857,1.07597834654797,1.07101521164021,1.08098833218943,1.08267716535433,1.09842519685039,1.0932944606414,1.11016225448335,1.12704918032787,1.15625,1.13748763600396,1.11259971132109,1.0953209995665,1.08506944444444,1.08333333333333,1.08965014577259,1.09020916347592,1.08396375791696,1.09293820214359,1.10071301247772,1.12704918032787,1.15511551155116,1.143583227446,1.12450262757894,1.12275449101796,1.09289617486339,1.08695652173913,1.09623139602561,1.09935871504621,1.10613711400272,1.13268608414239,1.18494423791822,1.23762376237624,1.2396694214876,1.21951219512195,1.20557532575504,1.20233087703184,1.17801047120419,1.16656781336497,1.17395944503735,1.14583333333333,1.16984970920747,1.19850187265918,1.24336870026525,1.27140884765915,1.33333333333333,1.26981946624804,1.25704377980061,1.23600746268657,1.23808229277834,1.18341984661429,1.16666666666667,1.17924528301887,1.20594713656388,1.22641509433962,1.29238505747126,1.33991537376587,1.36541440639085,1.39880952380952,1.40368527830584,1.36465234644582,1.2962962962963
"Houston, TX",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708752822649323,0.730480975127656,0.735294117647059,0.76236331537686,0.799686248159531,0.745146848735035,0.730864455045073,0.789012273524255,0.814840499306519,0.831117021276596,0.833333333333333,0.839532228287324,0.840807174887892,0.850957340319042,0.858977957371682,0.876184241263362,0.8816946844373,0.875656742556918,0.879655904485643,0.876104261076383,0.870877844867627,0.868603916614024,0.869304556354916,0.872410032715376,0.872564935064935,0.875112208258528,0.876144848756423,0.895140664961637,0.899217156599121,0.899834785220787,0.898818598286304,0.904049722315405,0.903133815773335,0.915855752718947,0.914205344585091,0.911313467715047,0.90833434130214,0.924929270676832,0.929242304585677,0.92847440468552,0.918374973003408,0.927430770359963,0.919732441471572,0.91991341991342,0.903774587985114,0.907598086017957,0.883740602424554,0.893288266537904,0.912162162162162,0.919540229885057,0.922636575242582,0.934579439252336,0.936170212765957,0.92684438933664,0.91737701365311,0.930626057529611
"Washington, DC",6,1.26262626262626,1.28,1.31465517241379,1.28378378378378,1.29273360287511,1.27581388184512,1.23333333333333,1.23196896736223,1.24287522712873,1.25,1.25831014223871,1.252408477842,1.27167630057803,1.28066135974453,1.28105590062112,1.28205128205128,1.3030888030888,1.29310344827586,1.28409090909091,1.28888888888889,1.28424657534247,1.33045525902669,1.34680134680135,1.35089209855565,1.38552499543879,1.42636112516869,1.47058823529412,1.45376375786164,1.4371408045977,1.45513338722716,1.46875,1.45420792079208,1.50390625,1.53001200480192,1.57407407407407,1.58447760139432,1.62267827529022,1.72628017125135,1.63610038610039,1.57894736842105,1.53225806451613,1.44878453443499,1.39344262295082,1.38118765292678,1.36986301369863,1.38400702987698,1.37931034482759,1.38282387190684,1.39123102866779,1.38888888888889,1.43097643097643,1.42281818128236,1.42857142857143,1.46613415344144,1.44867549668874,1.39925373134328,1.38888888888889,1.39095876800795,1.40669471414026,1.40151515151515,1.42857142857143,1.4344262295082,1.45781637717122,1.47058823529412,1.47835519564538,1.47569444444444,1.47679324894515,1.46701388888889,1.45288501452885,1.49547090336564,1.48946734560206,1.51079136690647,1.52583649738965,1.54411764705882,1.5625,1.60427807486631,1.58251695553881,1.57342657342657,1.5,1.495056066705,1.48,1.45695364238411,1.44709543568465,1.57407407407407,1.62101008497548,1.68067226890756,1.7333971741307,1.74757281553398,1.71666666666667,1.72190599150219,1.75675675675676,1.7873000354153
"Miami, FL",7,,,,,,,,,,,,,1.26178337109936,1.25169147496617,1.24864277958741,1.23539667585407,1.23106060606061,1.23945147679325,1.25,1.25502008032129,1.26336251220241,1.28013245433977,1.27970749542962,1.31281122679946,1.33598635588403,1.33754895455196,1.3212360883434,1.34418640134268,1.34482493099833,1.35774537735322,1.32933806146572,1.37082664498703,1.31423092429443,1.32743362831858,1.31995776135164,1.30442245406648,1.29642606867554,1.29986244841816,1.32743362831858,1.31283374305499,1.32336018411968,1.33306408185245,1.32357896976542,1.34448401639785,1.35693215339233,1.35832187070151,1.36986301369863,1.34474327628362,1.32145808736718,1.32222222222222,1.32221062398515,1.35806074766355,1.36161145215044,1.38693820224719,1.42405063291139,1.44340959500534,1.43190845865038,1.40997830802603,1.44144144144144,1.42080532585393,1.45702796272799,1.46050670640835,1.49122807017544,1.57711841753542,1.61673446540334,1.60846317609908,1.62775557170543,1.60107485246771,1.61149825783972,1.60617764448777,1.60513643659711,1.57446458044622,1.63997288553126,1.6365202411714,1.6255081300813,1.62784237726098,1.6139497161395,1.61115869531943,1.60320667036786,1.64781923502854,1.57359375318559,1.79211905805216,1.66205412936465,1.71202809482002,1.71021625440356,1.74228141485774,1.74147727272727,1.76895306859206,1.73851387317852,1.70619946091644,1.72727272727273,1.78235294117647
"Atlanta, GA",8,,0.685006132461161,0.656779661016949,0.65538150708398,0.707427536231884,0.699458483754513,0.688325991189427,0.671487603305785,0.677813998513085,0.671487603305785,0.682346109175377,0.649598980188028,0.64327485380117,0.640390822902431,0.639658848614073,0.651438240270728,0.650196158008658,0.63600782778865,0.635262797143056,0.6421647819063,0.644662197008767,0.634615384615385,0.626111696544797,0.637648317754068,0.657325197478796,0.662315815596017,0.65398767218064,0.65398767218064,0.648882817470714,0.65359477124183,0.651771078128679,0.636942675159236,0.649222924990037,0.645994832041344,0.656167979002625,0.672328379334749,0.668238993710692,0.673605098605099,0.681921864631719,0.659771754636234,0.662650602409639,0.676938949367707,0.659937888198758,0.655714285714286,0.64447942333207,0.641235458408263,0.637254901960784,0.641907381934892,0.639283771179854,0.644270593649333,0.650747077677225,0.66358024691358,0.670131291028446,0.676603432700994,0.677966101694915,0.669830902126246,0.662694962471388,0.664739884393064,0.67424148884823,0.672845504014544,0.676982591876209,0.685899682272685,0.699888017917133,0.71089306261552,0.708083314644117,0.713110257816785,0.704385403329065,0.715697638114863,0.703349041956637,0.750997130461048,0.742093353680998,0.758359997490432,0.75187969924812,0.769806870543414,0.795094949251535,0.780033099688473,0.768566582985809,0.75187969924812,0.755125175326443,0.766234973506402,0.747431981568582,0.748165407895442,0.756075828076568,0.783410138248848,0.790302067640445,0.804200120790109,0.807467386414755,0.829962777637196,0.859604875998319,0.888088474025974,0.845705196182397,0.84051724137931
"San Francisco, CA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23209198209198,3.24952015355086,3.46666666666667,3.28894767783657,3.24130532971996,3.33333333333333,3.42845672751859,3.47744360902256,3.36538461538462,3.24074074074074,3.46666666666667,3.43020833333333,3.3572710951526,3.3572710951526,3.5,3.77068557919622,3.70689655172414,3.75095129375951,3.88358541864639,3.88511904761905,3.98794480755265,3.99458333333333,4.08502772643253,4.00341005967604,3.98838724168913,3.92611559139785,4.14394765539804,4.04124149659864,4.06077408608749,4.06730769230769,4.17708022003764,4.16504854368932,3.81411451398136,4.02137100597326,4.1635687732342,4.19954128440367,4.26229508196721,4.39879518072289,4.40071825764597,4.5089605734767,4.54090909090909,4.43173216885007,4.35118577075099,4.1114186059039,4.10093457943925,3.97526976135129,4.12215320910973,4.1191265060241,4.24591938116528,4.25313036690086,4.40266301973522,4.41888966702744,4.37704918032787,4.3,4.2948982611149,4.40697674418605
